pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
4,1,4,400,"[0.0, 240.9090909090909, 457.3426573426574, 806.6433566433567]","[198.40909090909076, 247.5, 423.40909090909076]"
4,2,5,600,"[0.0, 671.9895287958116, 1241.8848167539268, 1675.6544502617803, 2489.005235602094]","[558.409090909091, 548.1818181818182, 636.1363636363637, 419.31818181818153]"
4,3,4,400,"[0.0, 324.8251748251748, 481.8181818181818, 677.2727272727273]","[319.09090909090924, 163.6363636363635]"
4,4,4,600,"[0.0, 388.46153846153845, 892.3076923076924, 1445.1048951048951]","[454.0909090909091, 462.27272727272725, 503.181818181818]"
4,5,5,400,"[0.0, 254.71204188481676, 640.3141361256544, 821.7277486910994, 1390.5759162303664]","[229.09090909090912, 476.590909090909, 241.3636363636365, 535.9090909090908]"
4,6,4,600,"[0.0, 727.6223776223776, 1483.2167832167831, 1878.6713286713286]","[656.5909090909092, 730.2272727272727, 341.590909090909]"
4,7,4,400,"[0.0, 160.48951048951048, 806.993006993007, 1233.2167832167834]","[190.22727272727286, 582.9545454545453, 515.4545454545457]"
4,8,4,600,"[0.0, 731.1188811188811, 1130.06993006993, 1543.006993006993]","[807.9545454545455, 394.772727272727, 417.2727272727275]"
4,9,4,400,"[0.0, 380.7692307692308, 953.8461538461538, 1222.7272727272727]","[404.9999999999999, 634.0909090909092, 315.0]"
4,10,5,600,"[0.0, 645.8115183246073, 1430.3664921465968, 2256.806282722513, 2871.2041884816754]","[615.6818181818182, 779.3181818181818, 617.7272727272725, 578.8636363636365]"
4,11,4,400,"[0.0, 345.80419580419584, 890.909090909091, 1187.7622377622379]","[384.5454545454545, 501.13636363636374, 302.7272727272725]"
4,12,5,600,"[0.0, 598.6910994764398, 1281.151832460733, 1981.9371727748692, 2381.675392670157]","[589.0909090909091, 625.9090909090908, 546.136363636364, 447.9545454545455]"
4,13,5,400,"[0.0, 231.15183246073298, 684.8167539267015, 991.8848167539267, 1165.4450261780105]","[276.1363636363636, 495.0, 192.27272727272725, 415.227272727273, 157.5]"
4,14,4,600,"[0.0, 444.4055944055944, 920.2797202797203, 1595.4545454545455]","[509.31818181818187, 425.45454545454527, 697.5000000000002]"
4,15,4,400,"[0.0, 478.6713286713287, 936.3636363636365, 1446.5034965034965]","[437.72727272727286, 509.31818181818176, 632.0454545454545]"
4,16,5,600,"[0.0, 797.6439790575917, 1590.0523560209424, 2429.581151832461, 3012.565445026178]","[677.0454545454546, 720.0, 658.6363636363635, 572.727272727273]"
4,17,4,400,"[0.0, 230.41958041958043, 597.2027972027972, 1030.4195804195806]","[235.22727272727275, 503.181818181818]"
4,18,4,600,"[0.0, 489.86013986013984, 1294.4055944055945, 1808.7412587412587]","[560.4545454545455, 660.6818181818182, 447.9545454545455]"
4,19,5,400,"[0.0, 165.7068062827225, 498.9528795811518, 735.3403141361257, 906.2827225130891]","[159.5454545454545, 355.909090909091, 364.090909090909]"
4,20,5,600,"[0.0, 350.0, 846.5968586387435, 1293.455497382199, 1698.4293193717276]","[370.22727272727275, 535.909090909091, 368.181818181818, 282.2727272727275]"
4,21,5,400,"[0.0, 220.6806282722513, 750.261780104712, 1248.4293193717276, 1463.874345549738]","[280.22727272727286, 566.590909090909, 443.86363636363626, 214.77272727272748]"
4,22,4,600,"[0.0, 615.7342657342658, 1007.6923076923078, 1675.874125874126]","[607.5, 325.2272727272725, 658.6363636363637]"
4,23,5,400,"[0.0, 249.4764397905759, 658.6387434554974, 1025.916230366492, 1450.785340314136]","[222.9545454545456, 431.590909090909, 384.5454545454545, 413.18181818181824]"
4,24,5,600,"[0.0, 473.0366492146597, 1090.0523560209424, 1683.5078534031413, 2381.6753926701567]","[452.0454545454545, 562.5, 439.77272727272725, 488.8636363636365]"
4,25,4,400,"[0.0, 153.4965034965035, 677.6223776223776, 1306.6433566433566]","[151.3636363636365, 458.18181818181824, 486.81818181818176]"
4,26,4,600,"[0.0, 524.8251748251748, 1238.4615384615386, 1826.2237762237764]","[503.18181818181813, 769.090909090909, 476.59090909090946]"
4,27,4,400,"[0.0, 583.5664335664336, 1174.1258741258744, 1666.783216783217]","[495.0000000000001, 701.590909090909, 474.5454545454545]"
4,28,4,600,"[0.0, 458.39160839160843, 1004.1958041958043, 1675.874125874126]","[370.22727272727286, 648.4090909090908, 646.3636363636365]"
4,29,5,400,"[0.0, 469.37172774869106, 1012.0418848167537, 1452.6178010471203, 1796.3350785340313]","[513.4090909090908, 652.5, 525.6818181818182, 335.4545454545455]"
