pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
10,1,4,400,"[0.0, 272.3776223776224, 432.8671328671329, 1054.8951048951049]","[239.31818181818187, 159.5454545454545, 341.59090909090924]"
10,2,4,600,"[0.0, 465.38461538461536, 962.2377622377622, 1413.6363636363635]","[443.8636363636364, 452.0454545454545, 456.1363636363635]"
10,3,5,400,"[0.0, 317.5392670157068, 938.7434554973822, 1209.1623036649216, 1490.0523560209426]","[253.6363636363635, 513.409090909091, 255.68181818181824, 274.090909090909]"
10,4,5,600,"[0.0, 454.71204188481676, 1173.8219895287957, 1654.7120418848167, 2303.1413612565443]","[396.81818181818176, 630.0, 382.5, 542.0454545454547]"
10,5,4,400,"[0.0, 356.2937062937063, 520.2797202797203, 904.5454545454546]","[302.72727272727263, 171.81818181818198, 290.45454545454527]"
10,6,5,600,"[0.0, 640.5759162303665, 1414.6596858638743, 2047.3821989528797, 2724.607329842932]","[650.4545454545454, 670.909090909091, 664.7727272727273, 662.7272727272725]"
10,7,5,400,"[0.0, 553.1413612565445, 873.2984293193717, 1271.9895287958116, 1683.7696335078535]","[560.4545454545456, 290.45454545454527, 325.22727272727275, 288.40909090909076]"
10,8,4,600,"[0.0, 829.020979020979, 1395.8041958041958, 2095.4545454545455]","[732.2727272727271, 317.04545454545473, 642.272727272727]"
10,9,5,400,"[0.0, 597.6439790575917, 1200.523560209424, 1643.717277486911, 1809.4240837696334]","[675.0000000000001, 679.090909090909, 458.181818181818, 173.8636363636365]"
10,10,4,600,"[0.0, 671.6783216783217, 1483.2167832167834, 2133.916083916084]","[734.3181818181819, 887.7272727272725, 660.6818181818185]"
10,11,4,400,"[0.0, 559.0909090909091, 1163.6363636363635, 1334.6153846153845]","[601.3636363636365, 482.72727272727275, 175.90909090909076]"
10,12,4,600,"[0.0, 500.34965034965035, 902.7972027972028, 1483.5664335664335]","[413.18181818181813, 595.2272727272727, 466.3636363636365]"
10,13,5,400,"[0.0, 477.22513089005236, 742.4083769633507, 1264.13612565445, 1827.7486910994762]","[435.68181818181824, 249.5454545454545, 495.0, 509.31818181818176]"
10,14,4,600,"[0.0, 668.1818181818182, 1018.1818181818182, 1476.5734265734268]","[822.2727272727271, 280.22727272727275, 452.04545454545473]"
10,15,5,400,"[0.0, 503.40314136125653, 923.0366492146596, 1371.4659685863874, 1801.5706806282722]","[449.9999999999999, 447.9545454545455, 458.18181818181824]"
10,16,5,600,"[0.0, 420.6806282722513, 1168.586387434555, 1604.973821989529, 2182.7225130890056]","[392.72727272727263, 732.2727272727274, 370.2272727272725, 519.5454545454545]"
10,17,5,400,"[0.0, 560.9947643979058, 923.0366492146597, 1515.4450261780105, 1696.8586387434555]","[670.9090909090909, 180.0, 593.1818181818182, 284.318181818182]"
10,18,5,600,"[0.0, 792.4083769633507, 1338.743455497382, 1688.743455497382, 2397.3821989528797]","[885.6818181818181, 278.18181818181824, 452.0454545454545, 402.9545454545455]"
10,19,5,400,"[0.0, 576.7015706806283, 773.8219895287958, 1389.7905759162304, 1552.8795811518326]","[568.6363636363636, 171.81818181818198, 537.9545454545453, 163.6363636363635]"
10,20,5,600,"[0.0, 818.586387434555, 1655.497382198953, 2139.005235602094, 2523.0366492146595]","[908.1818181818181, 883.6363636363637, 349.772727272727, 364.09090909090946]"
10,21,5,400,"[0.0, 160.47120418848166, 318.32460732984293, 688.2198952879581, 1202.0942408376964]","[147.27272727272725, 163.63636363636374, 314.9999999999998, 437.727272727273]"
10,22,5,600,"[0.0, 493.979057591623, 1108.3769633507854, 1515.9685863874347, 2365.9685863874347]","[482.72727272727263, 484.77272727272725, 783.409090909091]"
10,23,5,400,"[0.0, 283.5078534031413, 656.0209424083769, 1156.806282722513, 1806.806282722513]","[296.590909090909, 429.54545454545473, 382.5]"
10,24,4,600,"[0.0, 468.8811188811189, 1213.986013986014, 1791.2587412587413]","[374.31818181818187, 904.090909090909, 486.818181818182]"
10,25,4,400,"[0.0, 286.3636363636364, 621.6783216783217, 1079.3706293706296]","[296.5909090909091, 282.27272727272714, 388.63636363636374]"
10,26,4,600,"[0.0, 377.97202797202794, 1000.6993006993007, 1696.8531468531469]","[380.4545454545454, 540.0, 533.8636363636363]"
10,27,5,400,"[0.0, 375.130890052356, 661.2565445026178, 921.2041884816754, 1563.3507853403141]","[331.3636363636364, 312.9545454545455, 529.7727272727273, 1030.9090909090908]"
10,28,5,600,"[0.0, 548.9528795811518, 1302.0942408376964, 1830.1047120418848, 2454.973821989529]","[531.8181818181818, 752.7272727272727, 501.13636363636374, 615.681818181818]"
10,29,4,400,"[0.0, 436.7132867132867, 796.5034965034965, 1215.7342657342658]","[374.31818181818187, 370.2272727272725, 317.04545454545473]"
10,30,4,600,"[0.0, 682.1678321678321, 1227.972027972028, 1707.3426573426573]","[570.6818181818182, 587.0454545454545, 531.8181818181818]"
10,31,4,400,"[0.0, 338.8111888111888, 604.1958041958042, 991.9580419580419]","[294.5454545454544, 284.318181818182, 333.40909090909076]"
10,32,5,600,"[0.0, 795.0261780104712, 1480.1047120418848, 2235.8638743455494, 2795.287958115183]","[740.4545454545454, 799.7727272727275, 787.5, 744.5454545454545]"
10,33,4,400,"[0.0, 590.5594405594406, 1188.1118881118882, 1740.2097902097903]","[587.0454545454546, 599.3181818181818, 585.0000000000002]"
10,34,5,600,"[0.0, 763.6125654450261, 1367.5392670157066, 2175.65445026178, 2915.706806282722]","[885.681818181818, 470.4545454545455, 762.9545454545457, 703.6363636363635]"
10,35,4,400,"[0.0, 191.95804195804197, 621.6783216783217, 827.6223776223776]","[200.4545454545455, 398.86363636363626, 229.09090909090924]"
10,36,4,600,"[0.0, 419.9300699300699, 1200.0, 1626.923076923077]","[421.3636363636364, 838.6363636363635, 402.9545454545457]"
10,37,5,400,"[0.0, 466.75392670157066, 991.0994764397906, 1209.1623036649214, 1759.6858638743456]","[441.81818181818176, 580.909090909091, 194.31818181818176, 509.31818181818176]"
10,38,4,600,"[0.0, 573.7762237762238, 1346.8531468531469, 2147.902097902098]","[470.4545454545455, 769.090909090909, 850.909090909091]"
10,39,4,400,"[0.0, 282.8671328671329, 614.6853146853148, 1026.9230769230771]","[302.72727272727275, 284.31818181818176, 368.18181818181824]"
10,40,5,600,"[0.0, 590.8376963350786, 1412.041884816754, 1945.2879581151833, 2551.832460732984]","[523.6363636363637, 961.3636363636364, 529.7727272727273, 535.909090909091]"
10,41,4,400,"[0.0, 576.5734265734266, 1118.1818181818182, 1436.0139860139861]","[580.9090909090909, 623.8636363636365, 269.9999999999998]"
10,42,4,600,"[0.0, 633.2167832167833, 1339.86013986014, 1724.825174825175]","[580.909090909091, 625.9090909090908, 276.13636363636374]"
10,43,5,400,"[0.0, 267.80104712041884, 632.4607329842931, 1117.5392670157066, 1613.089005235602]","[288.4090909090909, 272.0454545454546, 402.9545454545455, 284.31818181818176]"
10,44,5,600,"[0.0, 412.82722513089004, 932.9842931937172, 1432.1989528795812, 1800.523560209424]","[419.3181818181818, 529.7727272727274, 267.95454545454527, 245.4545454545455, 184.09090909090924]"
