pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
7,1,4,400,"[0.0, 555.5944055944055, 765.034965034965, 1023.4265734265734]","[521.590909090909, 204.5454545454545, 218.8636363636365]"
7,2,5,600,"[0.0, 496.59685863874347, 1236.6492146596859, 2010.7329842931936, 2653.9267015706805]","[576.8181818181819, 648.409090909091, 699.5454545454545, 464.318181818182]"
7,3,5,400,"[0.0, 390.83769633507853, 815.7068062827225, 1442.1465968586388, 1767.5392670157069]","[407.04545454545456, 384.5454545454545, 601.3636363636365, 280.22727272727275]"
7,4,5,600,"[0.0, 412.82722513089004, 857.068062827225, 1272.5130890052355, 1818.8481675392668]","[376.3636363636364, 384.5454545454545, 458.18181818181824, 515.4545454545453]"
7,5,4,400,"[0.0, 279.3706293706294, 677.6223776223776, 1229.7202797202797]","[292.5, 347.72727272727263, 470.4545454545455]"
7,6,4,600,"[0.0, 538.8111888111888, 1004.1958041958042, 1598.951048951049]","[447.9545454545455, 476.590909090909, 511.3636363636365]"
7,7,4,400,"[0.0, 636.013986013986, 848.951048951049, 1254.1958041958042]","[593.1818181818182, 233.18181818181802, 450.0]"
7,8,5,600,"[0.0, 716.4921465968587, 1396.3350785340315, 2241.0994764397906, 3020.418848167539]","[689.3181818181818, 644.3181818181818, 928.636363636364, 521.590909090909, 2252.045454545454]"
7,9,4,400,"[0.0, 331.8181818181818, 754.5454545454545, 1215.7342657342656]","[364.090909090909, 517.5, 619.7727272727275]"
7,10,4,600,"[0.0, 514.3356643356643, 1227.972027972028, 1854.1958041958042]","[505.22727272727275, 728.1818181818182, 613.6363636363637]"
7,11,4,400,"[0.0, 261.8881118881119, 481.8181818181818, 1079.3706293706293]","[220.90909090909088, 214.77272727272725, 535.909090909091]"
7,12,5,600,"[0.0, 601.3089005235602, 1071.7277486910994, 1495.026178010471, 1944.502617801047]","[497.0454545454546, 490.909090909091, 552.2727272727273]"
7,13,5,400,"[0.0, 249.4764397905759, 627.2251308900524, 1201.3089005235602, 1382.7225130890051]","[198.40909090909088, 441.818181818182, 607.4999999999998, 202.5]"
7,14,5,600,"[0.0, 389.26701570680626, 964.3979057591623, 1780.3664921465968, 2392.1465968586385]","[341.590909090909, 319.09090909090924, 662.7272727272727, 484.772727272727]"
7,15,5,400,"[0.0, 568.848167539267, 933.5078534031413, 1481.413612565445, 1864.3979057591623]","[396.81818181818187, 382.5, 615.681818181818, 327.2727272727275]"
7,16,5,600,"[0.0, 850.0, 1637.1727748691098, 2125.916230366492, 2782.198952879581]","[652.4999999999999, 668.8636363636365, 734.318181818182, 396.81818181818153]"
7,17,5,400,"[0.0, 401.30890052356017, 928.2722513089004, 1387.1727748691098, 1817.2774869109946]","[378.4090909090909, 556.3636363636365, 513.409090909091, 433.6363636363635]"
7,18,5,600,"[0.0, 431.151832460733, 1228.7958115183246, 1924.34554973822, 2549.214659685864]","[362.0454545454546, 621.8181818181818, 670.9090909090908, 715.909090909091]"
7,19,5,400,"[0.0, 231.15183246073298, 839.2670157068062, 1193.455497382199, 1456.0209424083769]","[202.5, 452.0454545454544, 347.72727272727275, 402.9545454545455]"
7,20,5,600,"[0.0, 690.3141361256544, 1514.13612565445, 1955.7591623036647, 2659.162303664921]","[570.6818181818182, 834.5454545454543, 533.8636363636365, 492.9545454545455]"
