pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
8,1,4,400,"[0.0, 447.2027972027972, 737.0629370629371, 1033.916083916084]","[335.4545454545455, 425.4545454545454, 229.090909090909, 245.4545454545455]"
8,2,5,600,"[0.0, 847.3821989528795, 1341.3612565445026, 2133.7696335078535, 2512.565445026178]","[787.5, 425.4545454545455, 740.4545454545455, 439.772727272727]"
8,3,5,400,"[0.0, 236.38743455497382, 580.1047120418848, 795.5497382198953, 995.2879581151833]","[212.72727272727252, 419.318181818182, 229.09090909090924, 229.090909090909]"
8,4,4,600,"[0.0, 706.6433566433566, 1217.4825174825173, 1815.7342657342656]","[648.4090909090908, 335.4545454545455, 533.8636363636363, 822.2727272727275]"
8,5,5,400,"[0.0, 451.0471204188482, 779.0575916230366, 1193.455497382199, 1364.3979057591623]","[509.3181818181818, 143.18181818181813, 161.59090909090912, 308.8636363636365, 286.36363636363626, 437.7272727272725, 343.63636363636397, 163.6363636363635]"
8,6,4,600,"[0.0, 500.34965034965035, 1077.6223776223776, 1434.6153846153845]","[427.5, 589.090909090909, 270.0000000000002]"
8,7,5,400,"[0.0, 406.544502617801, 564.3979057591623, 1211.780104712042, 1508.3769633507854]","[752.7272727272727, 290.4545454545455]"
8,8,5,600,"[0.0, 365.70680628272254, 980.1047120418848, 1487.17277486911, 2161.780104712042]","[362.0454545454545, 646.3636363636365, 695.4545454545455, 497.0454545454545]"
8,9,4,400,"[0.0, 625.5244755244755, 1048.2517482517483, 1656.2937062937062]","[629.9999999999999, 323.18181818181824, 554.318181818182]"
8,10,5,600,"[0.0, 423.29842931937173, 833.5078534031413, 1563.0890052356021, 2072.7748691099478]","[335.4545454545455, 355.90909090909076, 664.7727272727273, 450.0]"
8,11,4,400,"[0.0, 499.65034965034965, 793.0069930069931, 1037.4125874125875]","[466.3636363636364, 237.27272727272725, 255.68181818181824]"
8,12,5,600,"[0.0, 711.2565445026178, 1302.0942408376964, 1735.86387434555, 2549.214659685864]","[634.0909090909091, 376.36363636363626, 744.5454545454547]"
8,13,5,400,"[0.0, 560.9947643979058, 1129.8429319371728, 1607.0680628272253, 1783.2460732984296]","[488.8636363636364, 552.2727272727273, 415.22727272727275, 173.8636363636365]"
8,14,5,600,"[0.0, 747.9057591623036, 1275.916230366492, 1670.4188481675392, 2263.874345549738]","[525.681818181818, 632.0454545454547, 315.0, 548.181818181818]"
8,15,5,400,"[0.0, 189.2670157068063, 519.8952879581152, 717.0157068062828, 1199.476439790576]","[194.31818181818176, 390.68181818181824, 192.27272727272725, 507.27272727272725]"
8,16,5,600,"[0.0, 632.7225130890052, 1202.6178010471203, 1929.5811518324606, 2601.5706806282724]","[607.5, 636.1363636363637, 644.3181818181815, 591.136363636364]"
8,17,4,400,"[0.0, 216.43356643356645, 705.5944055944057, 890.5594405594406]","[227.04545454545462, 437.72727272727275, 214.77272727272725]"
8,18,4,600,"[0.0, 475.87412587412587, 864.3356643356643, 1343.7062937062938]","[425.4545454545455, 517.5, 314.9999999999998]"
8,19,5,400,"[0.0, 587.1727748691098, 1025.1308900523559, 1554.7120418848167, 1974.3455497382197]","[437.72727272727263, 521.5909090909092, 306.818181818182, 505.2272727272725]"
8,20,5,600,"[0.0, 475.6544502617801, 1103.1413612565445, 1809.1623036649214, 2410.4712041884814]","[402.9545454545455, 689.3181818181818, 302.72727272727275, 537.9545454545455, 1973.8636363636365]"
8,21,4,400,"[0.0, 342.3076923076923, 981.818181818182, 1282.1678321678323]","[286.3636363636364, 488.8636363636365, 317.0454545454545]"
8,22,4,600,"[0.0, 437.4125874125874, 1227.9720279720282, 1920.629370629371]","[333.4090909090909, 582.9545454545455, 672.9545454545453]"
8,23,5,400,"[0.0, 341.0994764397906, 561.7801047120419, 947.3821989528795, 1233.5078534031413]","[407.0454545454546, 222.9545454545455, 378.40909090909076, 390.68181818181824]"
8,24,4,600,"[0.0, 402.4475524475524, 892.3076923076923, 1553.4965034965035]","[306.81818181818176, 490.909090909091, 540.0000000000002]"
8,25,4,400,"[0.0, 380.7692307692308, 667.1328671328672, 1313.6363636363637]","[284.31818181818187, 282.27272727272725, 439.77272727272725]"
8,26,5,600,"[0.0, 844.7643979057591, 1587.4345549738218, 2162.5654450261777, 2784.8167539267015]","[744.5454545454545, 664.7727272727273, 529.7727272727275, 713.863636363636]"
8,27,5,400,"[0.0, 338.4816753926701, 710.9947643979058, 1311.2565445026178, 1869.633507853403]","[317.0454545454545, 388.63636363636374, 660.681818181818, 476.590909090909]"
8,28,5,600,"[0.0, 381.413612565445, 1061.2565445026178, 1864.13612565445, 2687.958115183246]","[310.9090909090909, 325.22727272727275, 1012.5000000000001, 709.7727272727273]"
8,29,5,400,"[0.0, 155.23560209424085, 601.0471204188482, 1023.2984293193717, 1634.0314136125653]","[625.9090909090909, 511.3636363636365, 556.3636363636363]"
8,30,4,600,"[0.0, 367.4825174825175, 839.86013986014, 1567.4825174825176]","[349.77272727272737, 321.1363636363635, 505.22727272727275]"
8,31,5,400,"[0.0, 283.5078534031413, 598.4293193717277, 1104.4502617801047, 1343.455497382199]","[265.909090909091, 497.0454545454545, 227.0454545454545]"
8,32,5,600,"[0.0, 836.9109947643979, 1474.869109947644, 1845.8115183246073, 2195.8115183246073]","[760.9090909090909, 670.9090909090908, 382.5, 343.63636363636397]"
