pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
3,1,4,400,"[0.0, 216.43356643356645, 467.83216783216784, 869.5804195804196]","[222.9545454545455, 249.5454545454545, 466.3636363636365]"
3,2,5,600,"[0.0, 428.5340314136126, 1090.0523560209424, 1809.1623036649214, 2454.973821989529]","[509.31818181818176, 820.2272727272725, 513.409090909091, 922.5]"
3,3,4,400,"[0.0, 622.027972027972, 1065.7342657342658, 1673.776223776224]","[638.1818181818182, 476.590909090909, 599.318181818182]"
3,4,5,600,"[0.0, 352.6178010471204, 896.3350785340313, 1293.4554973821987, 1975.9162303664918]","[409.09090909090924, 754.772727272727, 353.8636363636365, 703.6363636363635]"
3,5,4,400,"[0.0, 254.8951048951049, 642.6573426573427, 824.1258741258741]","[220.909090909091, 409.090909090909, 190.22727272727275]"
3,6,4,600,"[0.0, 843.0069930069931, 1245.4545454545455, 1987.0629370629372]","[861.1363636363637, 378.40909090909076, 816.1363636363635]"
3,7,5,400,"[0.0, 519.109947643979, 705.7591623036649, 1203.9267015706805, 1503.1413612565443]","[519.5454545454546, 184.090909090909, 544.0909090909092, 312.9545454545455]"
3,8,5,600,"[0.0, 758.3769633507853, 1163.3507853403141, 1785.6020942408377, 2300.523560209424]","[709.7727272727273, 384.5454545454545, 726.1363636363635, 353.8636363636365]"
3,9,5,400,"[0.0, 301.83246073298426, 857.5916230366491, 1337.4345549738218, 1689.0052356020942]","[331.3636363636364, 513.4090909090908, 484.77272727272725, 337.5]"
3,10,4,600,"[0.0, 531.8181818181818, 1262.9370629370628, 2050.0]","[468.409090909091, 752.7272727272725, 421.3636363636365]"
3,11,4,400,"[0.0, 594.0559440559441, 908.3916083916084, 1121.3286713286714]","[597.2727272727271, 300.68181818181824, 206.590909090909]"
3,12,4,600,"[0.0, 486.3636363636364, 1042.6573426573427, 1864.6853146853148]","[560.4545454545455, 474.5454545454545, 623.8636363636365, 362.0454545454545]"
3,13,5,400,"[0.0, 608.1151832460732, 834.0314136125653, 1342.6701570680627, 1974.3455497382197]","[562.4999999999999, 231.13636363636374, 574.7727272727273, 529.7727272727275]"
3,14,5,600,"[0.0, 598.6910994764398, 1116.2303664921467, 1673.0366492146597, 2502.0942408376964]","[709.7727272727273, 630.0, 771.1363636363635, 570.6818181818185]"
3,15,4,400,"[0.0, 272.3776223776224, 464.3356643356644, 827.6223776223776]","[376.3636363636365, 202.49999999999977, 390.68181818181847]"
3,16,5,600,"[0.0, 410.20942408376965, 789.0052356020942, 1309.1623036649214, 2132.9842931937173]","[521.5909090909092, 539.9999999999998, 758.8636363636365, 429.5454545454545]"
3,17,5,400,"[0.0, 419.6335078534031, 794.7643979057591, 1172.5130890052355, 1330.3664921465968]","[582.9545454545455, 638.181818181818, 413.18181818181847, 175.90909090909054]"
3,18,4,600,"[0.0, 776.5734265734266, 1350.3496503496503, 1889.1608391608393]","[550.2272727272727, 630.0, 413.18181818181847]"
3,19,4,400,"[0.0, 422.72727272727275, 628.6713286713286, 1040.909090909091]","[513.409090909091, 200.45454545454527, 405.0000000000002]"
3,20,5,600,"[0.0, 433.7696335078534, 809.9476439790576, 1576.1780104712043, 2253.4031413612565]","[525.6818181818182, 587.0454545454547, 818.181818181818, 574.772727272727]"
3,21,5,400,"[0.0, 618.586387434555, 1017.2774869109949, 1580.890052356021, 2045.0261780104713]","[638.181818181818, 515.4545454545455, 805.909090909091, 470.4545454545455]"
3,22,5,600,"[0.0, 779.3193717277486, 1265.4450261780103, 1678.2722513089002, 2345.026178010471]","[695.4545454545453, 677.0454545454545, 423.409090909091, 540.0]"
3,23,5,400,"[0.0, 456.28272251308897, 1077.4869109947645, 1345.2879581151833, 1780.628272251309]","[550.2272727272727, 771.1363636363635, 488.8636363636365, 347.7272727272725]"
3,24,5,600,"[0.0, 384.0314136125654, 1071.7277486910994, 1824.869109947644, 2373.8219895287957]","[452.04545454545473, 691.3636363636365, 830.454545454545, 683.1818181818185]"
3,25,4,400,"[0.0, 517.1328671328672, 820.979020979021, 1345.1048951048951]","[595.2272727272727, 548.1818181818182, 351.81818181818153]"
3,26,4,600,"[0.0, 636.7132867132867, 1392.3076923076924, 1882.1678321678323]","[625.909090909091, 615.681818181818, 398.8636363636365]"
3,27,4,400,"[0.0, 461.1888111888112, 995.8041958041958, 1523.4265734265734]","[523.6363636363636, 695.4545454545455, 450.0]"
3,28,5,600,"[0.0, 473.0366492146597, 1003.6649214659685, 1728.0104712041884, 2305.759162303665]","[648.4090909090908, 623.8636363636365, 942.9545454545455, 537.9545454545455]"
3,29,5,400,"[0.0, 173.56020942408378, 383.7696335078534, 792.931937172775, 1173.2984293193717]","[192.27272727272725, 245.4545454545455, 462.27272727272725, 560.4545454545455]"
3,30,4,600,"[0.0, 374.4755244755245, 857.3426573426574, 1560.4895104895104]","[527.7272727272727, 634.090909090909, 417.2727272727275]"
3,31,4,400,"[0.0, 440.20979020979024, 1058.741258741259, 1436.0139860139861]","[503.18181818181824, 689.3181818181818, 447.9545454545455]"
3,32,4,600,"[0.0, 545.8041958041958, 1395.8041958041958, 1983.5664335664337]","[474.5454545454545, 767.0454545454545, 464.318181818182]"
3,33,4,400,"[0.0, 384.2657342657343, 988.8111888111888, 1184.2657342657342]","[454.090909090909, 654.5454545454547, 198.409090909091]"
3,34,4,600,"[0.0, 563.2867132867133, 1056.6433566433566, 1637.4125874125873]","[582.9545454545455, 623.8636363636363, 368.181818181818]"
3,35,4,400,"[0.0, 447.2027972027972, 765.0349650349651, 1261.1888111888113]","[529.7727272727273, 454.090909090909, 562.5]"
3,36,5,600,"[0.0, 776.7015706806283, 1425.1308900523559, 2154.7120418848167, 2839.7905759162304]","[662.7272727272727, 675.0, 744.5454545454545]"
3,37,5,400,"[0.0, 644.7643979057591, 1273.8219895287957, 1816.4921465968584, 2264.9214659685863]","[670.909090909091, 726.1363636363637, 533.863636363636, 711.818181818182]"
3,38,4,600,"[0.0, 773.0769230769231, 1186.0139860139861, 1658.3916083916085]","[834.5454545454545, 521.590909090909, 454.090909090909]"
3,39,4,400,"[0.0, 324.8251748251748, 523.7762237762238, 747.2027972027972]","[380.4545454545455, 186.1363636363635, 220.909090909091]"
3,40,4,600,"[0.0, 762.5874125874126, 1441.2587412587413, 1959.0909090909092]","[572.7272727272726, 920.4545454545455, 656.590909090909]"
3,41,5,400,"[0.0, 550.5235602094241, 1184.8167539267015, 1523.2984293193717, 1728.2722513089006]","[599.3181818181819, 812.0454545454545, 235.22727272727275, 511.3636363636365]"
3,42,4,600,"[0.0, 437.4125874125874, 1276.9230769230771, 1931.1188811188813]","[490.909090909091, 773.181818181818, 589.090909090909]"
3,43,4,400,"[0.0, 352.7972027972028, 590.2097902097902, 775.1748251748252]","[480.68181818181813, 233.18181818181824, 259.77272727272725]"
3,44,4,600,"[0.0, 724.1258741258741, 1259.4405594405594, 1780.7692307692307]","[662.7272727272726, 587.0454545454545, 392.727272727273]"
3,45,5,400,"[0.0, 401.30890052356017, 1014.6596858638743, 1261.5183246073298, 1775.392670157068]","[613.6363636363636, 724.090909090909, 227.0454545454545, 450.0]"
3,46,4,600,"[0.0, 591.2587412587413, 1262.937062937063, 1773.776223776224]","[576.8181818181819, 777.2727272727275, 570.681818181818]"
3,47,5,400,"[0.0, 333.24607329842934, 642.9319371727748, 1004.9738219895287, 1322.5130890052355]","[396.81818181818187, 339.5454545454545, 345.68181818181824, 306.81818181818176]"
3,48,5,600,"[0.0, 839.5287958115183, 1341.3612565445026, 1845.8115183246073, 2287.434554973822]","[938.8636363636364, 449.9999999999998, 617.727272727273, 390.681818181818]"
3,49,5,600,"[0.0, 425.91623036649213, 977.4869109947645, 1712.303664921466, 2530.890052356021]","[497.0454545454545, 810.0, 709.7727272727275, 865.2272727272725]"
3,50,4,400,"[0.0, 279.3706293706294, 488.8111888111888, 1135.3146853146854]","[321.1363636363636, 210.68181818181824, 601.3636363636363]"
3,51,5,600,"[0.0, 507.06806282722516, 1320.4188481675392, 1686.1256544502617, 2379.0575916230364]","[464.318181818182, 838.6363636363637, 552.272727272727, 593.181818181818]"
3,52,4,400,"[0.0, 219.93006993006992, 782.5174825174824, 1177.2727272727273]","[218.8636363636365, 611.590909090909, 554.318181818182]"
3,53,5,600,"[0.0, 800.261780104712, 1247.1204188481674, 1997.6439790575914, 2473.2984293193713]","[697.4999999999999, 382.5, 840.6818181818185, 376.36363636363603]"
3,54,5,400,"[0.0, 642.1465968586388, 807.8534031413612, 1067.8010471204188, 1236.1256544502617]","[613.6363636363637, 184.09090909090878, 245.4545454545455, 227.0454545454545]"
3,55,5,600,"[0.0, 656.282722513089, 1372.7748691099478, 1822.2513089005238, 2596.3350785340317]","[640.2272727272727, 683.181818181818, 400.909090909091, 654.5454545454545]"
3,56,5,400,"[0.0, 487.696335078534, 658.6387434554973, 1130.6282722513088, 1778.0104712041884]","[513.4090909090909, 192.27272727272725, 572.727272727273, 738.4090909090905]"
3,57,5,600,"[0.0, 732.1989528795812, 1087.434554973822, 1615.4450261780105, 2096.3350785340313]","[756.8181818181819, 390.68181818181824, 609.5454545454545, 548.181818181818]"
3,58,4,400,"[0.0, 289.86013986013984, 747.5524475524476, 995.4545454545455]","[249.5454545454545, 572.7272727272727, 269.9999999999998]"
3,59,4,600,"[0.0, 622.7272727272727, 1430.769230769231, 1931.1188811188813]","[601.3636363636363, 857.0454545454545, 589.090909090909]"
3,60,4,400,"[0.0, 335.31468531468533, 946.8531468531469, 1533.916083916084]","[417.27272727272737, 705.681818181818, 593.1818181818185]"
3,61,5,600,"[0.0, 653.6649214659685, 1189.5287958115182, 1777.7486910994762, 2169.633507853403]","[623.8636363636363, 632.0454545454545, 736.3636363636363, 372.2727272727275]"
3,62,5,400,"[0.0, 602.8795811518324, 873.2984293193717, 1455.235602094241, 1984.8167539267015]","[617.7272727272727, 235.22727272727275, 621.8181818181818, 748.6363636363635]"
3,63,4,600,"[0.0, 503.84615384615387, 962.2377622377624, 1350.6993006993007]","[621.8181818181819, 582.9545454545455, 417.272727272727]"
3,64,4,400,"[0.0, 475.1748251748252, 733.5664335664336, 1212.2377622377624]","[554.318181818182, 245.45454545454527, 572.7272727272727]"
