pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
11,1,4,400,"[0.0, 153.4965034965035, 338.46153846153845, 547.9020979020979]",[]
11,2,4,600,"[0.0, 510.83916083916085, 1329.3706293706296, 2102.447552447553]","[495.00000000000006, 715.9090909090908, 505.22727272727275]"
11,3,5,400,"[0.0, 521.7277486910995, 1074.8691099476441, 1698.6910994764398, 1890.5759162303666]","[482.7272727272727, 492.9545454545455, 742.5, 175.909090909091]"
11,4,5,600,"[0.0, 384.0314136125654, 1152.8795811518326, 1586.649214659686, 2326.7015706806287]","[413.18181818181813, 765.0000000000001, 409.09090909090924, 634.090909090909]"
11,5,4,400,"[0.0, 419.2307692307692, 880.4195804195804, 1240.2097902097903]","[390.68181818181824, 464.31818181818176, 433.6363636363635]"
11,6,4,600,"[0.0, 587.7622377622378, 1154.5454545454545, 1941.6083916083917]","[554.3181818181818, 546.1363636363637, 762.9545454545455]"
11,7,4,400,"[0.0, 174.47552447552448, 737.0629370629371, 1387.0629370629372]","[182.04545454545462, 462.27272727272725, 711.8181818181818]"
11,8,5,600,"[0.0, 480.89005235602093, 1110.9947643979058, 1942.670157068063, 2465.4450261780107]","[513.4090909090909, 454.09090909090924, 720.0, 666.8181818181818]"
11,9,4,400,"[0.0, 499.65034965034965, 1002.7972027972028, 1257.6923076923076]","[482.72727272727275, 486.81818181818176, 231.13636363636374]"
11,10,5,600,"[0.0, 415.4450261780105, 878.0104712041884, 1471.4659685863874, 1986.3874345549739]","[433.6363636363636, 398.8636363636364, 519.5454545454545, 599.318181818182]"
11,11,4,400,"[0.0, 611.5384615384615, 1016.7832167832169, 1268.1818181818182]","[511.3636363636365, 415.22727272727275, 237.27272727272725]"
11,12,5,600,"[0.0, 724.3455497382199, 1529.8429319371728, 1898.1675392670159, 2352.8795811518326]","[691.3636363636363, 801.818181818182, 370.22727272727275, 353.86363636363603]"
11,13,5,400,"[0.0, 498.1675392670157, 1093.193717277487, 1473.5602094240837, 1822.5130890052355]","[554.3181818181818, 750.6818181818182, 368.181818181818, 372.2727272727275]"
11,14,4,600,"[0.0, 594.7552447552448, 1252.4475524475524, 1717.8321678321677]","[542.0454545454545, 785.4545454545454, 392.727272727273]"
11,15,5,400,"[0.0, 393.4554973821989, 849.7382198952879, 1376.7015706806283, 1552.8795811518326]","[423.40909090909093, 456.1363636363636, 603.409090909091, 161.590909090909]"
11,16,4,600,"[0.0, 650.6993006993007, 1193.006993006993, 1791.2587412587413]","[562.5, 629.9999999999999, 157.5, 533.8636363636365]"
11,17,4,400,"[0.0, 615.0349650349651, 779.0209790209791, 1065.3846153846155]","[505.22727272727263, 143.18181818181824, 237.27272727272725]"
11,18,5,600,"[0.0, 834.2931937172775, 1587.434554973822, 2118.062827225131, 2664.3979057591623]","[783.4090909090908, 736.3636363636365, 441.81818181818176, 394.7727272727275]"
