pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
9,1,5,400,"[0.0, 155.23560209424085, 553.9267015706806, 1002.3560209424083, 1254.4502617801047]","[145.22727272727275, 394.77272727272714, 390.68181818181824, 259.77272727272725]"
9,2,5,600,"[0.0, 617.0157068062827, 1171.2041884816754, 1628.5340314136124, 2428.7958115183246]","[587.0454545454546, 544.090909090909, 390.681818181818, 677.0454545454545]"
9,3,4,400,"[0.0, 317.83216783216784, 747.5524475524476, 950.0]","[355.909090909091, 411.1363636363635, 208.63636363636374]"
9,4,4,600,"[0.0, 710.1398601398602, 1329.3706293706296, 1735.3146853146854]","[652.5000000000001, 652.5, 437.72727272727275]"
9,5,4,400,"[0.0, 555.5944055944055, 1198.6013986013986, 1533.916083916084]","[585.0, 632.0454545454545, 323.18181818181824]"
9,6,5,600,"[0.0, 541.0994764397906, 1338.7434554973822, 2170.418848167539, 2612.0418848167537]","[576.8181818181819, 758.8636363636365, 580.909090909091, 360.0]"
9,7,5,400,"[0.0, 574.0837696335078, 1043.455497382199, 1355.7591623036649, 1691.6230366492146]","[589.0909090909091, 421.36363636363626, 315.0, 323.18181818181824]"
9,8,5,600,"[0.0, 630.1047120418848, 1056.0209424083769, 1612.82722513089, 2431.413612565445]","[613.6363636363636, 468.409090909091, 499.0909090909088, 677.045454545455]"
9,9,4,400,"[0.0, 254.8951048951049, 656.6433566433566, 1229.7202797202797]","[272.0454545454545, 521.590909090909]"
9,10,5,600,"[0.0, 355.23560209424085, 1014.1361256544503, 1714.9214659685865, 2125.1308900523563]","[398.8636363636364, 660.6818181818181, 634.090909090909, 349.7727272727275]"
9,11,5,400,"[0.0, 566.2303664921466, 881.151832460733, 1319.109947643979, 1563.3507853403141]","[558.4090909090908, 345.68181818181824, 484.77272727272725, 292.5000000000002]"
9,12,5,600,"[0.0, 423.29842931937173, 1084.8167539267015, 1544.764397905759, 2248.167539267016]","[447.9545454545454, 636.1363636363637, 439.772727272727, 585.0]"
9,13,4,400,"[0.0, 247.90209790209792, 831.4685314685315, 1436.0139860139861]","[280.22727272727275, 609.5454545454546, 580.9090909090908]"
9,14,4,600,"[0.0, 409.44055944055947, 762.937062937063, 1165.3846153846155]","[407.0454545454546, 396.81818181818176, 398.8636363636365]"
9,15,4,400,"[0.0, 150.0, 411.8881118881119, 943.006993006993]","[143.18181818181802, 280.22727272727275, 380.4545454545455]"
9,16,4,600,"[0.0, 363.986013986014, 1203.4965034965035, 1857.6923076923076]","[767.0454545454545, 429.5454545454545, 777.2727272727273, 597.2727272727275]"
9,17,4,400,"[0.0, 485.6643356643357, 1121.6783216783217, 1491.958041958042]","[429.5454545454545, 625.909090909091, 462.272727272727]"
9,18,5,600,"[0.0, 792.4083769633507, 1537.696335078534, 2165.1832460732985, 2523.0366492146595]","[793.6363636363635, 787.5, 634.090909090909, 394.7727272727275]"
9,19,5,400,"[0.0, 354.18848167539267, 527.7486910994764, 936.9109947643979, 1474.3455497382197]","[341.590909090909, 200.4545454545455, 349.77272727272725, 546.1363636363635]"
9,20,4,600,"[0.0, 622.7272727272727, 1455.2447552447552, 1899.6503496503497]","[670.9090909090909, 816.1363636363637, 494.9999999999998]"
9,21,5,400,"[0.0, 288.74345549738223, 496.3350785340314, 701.3089005235602, 948.1675392670156]","[222.95454545454538, 216.81818181818176, 225.0, 267.9545454545455]"
9,22,5,600,"[0.0, 483.5078534031413, 1215.7068062827225, 2039.5287958115182, 2533.5078534031413]","[572.7272727272727, 726.1363636363635, 666.8181818181818, 351.818181818182]"
9,23,4,400,"[0.0, 482.16783216783216, 880.4195804195804, 1061.8881118881118]","[415.22727272727275, 429.5454545454545, 227.0454545454545]"
9,24,4,600,"[0.0, 573.7762237762238, 1304.8951048951049, 1700.3496503496503]","[564.5454545454545, 713.8636363636363, 470.4545454545457]"
9,25,4,400,"[0.0, 552.0979020979021, 1062.2377622377621, 1687.7622377622376]","[495.0, 505.22727272727275, 589.0909090909092]"
9,26,5,600,"[0.0, 488.74345549738223, 1126.7015706806283, 1623.2984293193717, 2347.6439790575914]","[482.72727272727286, 752.7272727272725, 476.59090909090924, 679.090909090909]"
9,27,4,400,"[0.0, 363.2867132867133, 712.5874125874126, 1219.2307692307693]","[355.909090909091, 355.90909090909076, 505.22727272727275]"
