Behavioral Variable,binary_or_ternary_introduced,entropy_diff_norm_q_avg,isochrony_introduced
Condition,composite,composite,composite
Base Metric,,,
CP,0.9813792299685228,0.9813792299685228,0.9813792299685228
ST_PREC,0.9813792299685228,0.9813792299685228,0.9813792299685228
ST_PREM,0.9813792299685228,0.9813792299685228,0.9813792299685228
T_PREC,0.9813792299685228,0.9813792299685228,0.9813792299685228
T_PREM,0.9813792299685228,0.9813792299685228,0.9813792299685228
