Behavioral Variable,G_resp,binary_or_ternary_introduced,entropy_diff_norm_q_avg,isochrony_introduced
Condition,600_5,600_5,600_5,600_5
Base Metric,,,,
CP,0.9477463868073299,0.8365150822161054,0.9674176672979328,0.9674176672979328
ST_PREC,0.8365150822161054,0.9674176672979328,0.9674176672979328,0.9674176672979328
ST_PREM,0.9674176672979328,0.9674176672979328,0.9674176672979328,0.9674176672979328
T_PREC,0.8365150822161054,0.9674176672979328,0.9674176672979328,0.9477463868073299
T_PREM,0.9674176672979328,0.9477463868073299,0.9674176672979328,0.9674176672979328
