Behavioral Variable,G_resp,binary_or_ternary_introduced,entropy_diff_norm_q_avg,isochrony_introduced
Condition,600_4,600_4,600_4,600_4
Base Metric,,,,
CP,0.9927435971244852,0.9790571983582961,0.9790571983582961,0.9790571983582961
ST_PREC,0.9790571983582961,0.9790571983582961,0.9790571983582961,0.9790571983582961
ST_PREM,0.9790571983582961,0.9790571983582961,0.9790571983582961,0.9794493412169283
T_PREC,0.9790571983582961,0.9790571983582961,0.9790571983582961,0.9790571983582961
T_PREM,0.9790571983582961,0.9790571983582961,0.9790571983582961,0.9790571983582961
