Behavioral Variable,Condition,Metric Type,Base Metric,P-Value,Coefficient,Standard Error,T-Statistic,Confidence Interval,F-Statistic,Adjusted R-Squared
isochrony_introduced,600_5,fd,ST_PREC,0.007581779664699243,54.70235511218331,19.498806777855894,2.8054206462677933,"[15.352170038583225, 94.0525401857834]",4.197770666479399,0.126906888264262
isochrony_introduced,600_5,fd,CP,0.12217404783931606,36.71522964551027,23.273694599201082,1.5775419535998636,"[-10.252987448936693, 83.68344673995723]",1.4785614355612453,0.021289682479598393
isochrony_introduced,600_5,log_fc,T_PREM,0.9094408168852159,0.9028026355534027,7.888278685367448,0.11444862327545274,"[-15.027899304859286, 16.833504575966092]",0.16303692580760587,-0.06051923445762397
isochrony_introduced,600_5,log_fc,T_PREC,0.43664111121630433,-4.516338430472243,5.749189047320474,-0.7855609536056523,"[-16.127061221217726, 7.094384360273241]",0.36670954111804255,-0.04512744827083415
isochrony_introduced,600_5,log_fc,ST_PREM,0.9258053539710089,0.6587065479566833,7.030092883363734,0.0936981287282093,"[-13.538854010600993, 14.856267106514359]",0.1615804999484836,-0.060630931017466194
isochrony_introduced,600_5,log_fc,ST_PREC,0.45666211265920387,-4.46111326299523,5.936517805685346,-0.7514697014338717,"[-16.450154154990628, 7.527927629000166]",0.3490403863983921,-0.04644500710074784
isochrony_introduced,600_5,log_fc,CP,0.25098943377870164,-6.396304123941318,5.493179328556202,-1.1644083947323978,"[-17.490004800464618, 4.69739655258198]",0.6158145350421473,-0.026899070233811218
isochrony_introduced,600_5,fdc,T_PREM,0.69414393984947,4.365402675403138,11.023195462403711,0.3960197104634504,"[-17.89639211491151, 26.62719746571779]",0.21150403925638353,-0.05681555425796114
isochrony_introduced,600_5,fdc,T_PREC,0.227116964626315,11.785475055840545,9.611326111845353,1.2262069686008978,"[-7.624991745229577, 31.195941856910665]",0.6656316359537885,-0.023329710070650655
isochrony_introduced,600_5,fdc,ST_PREM,0.6291768365920276,5.116373333329347,10.515885701150825,0.4865375564865094,"[-16.120888612706718, 26.35363527936541]",0.2384421663342747,-0.05476820374525393
isochrony_introduced,600_5,fdc,ST_PREC,0.34078835417001685,10.205470692413883,10.588600364287533,0.9638167785455534,"[-11.17864149450898, 31.589582879336746]",0.47186156006139685,-0.037354555684246504
isochrony_introduced,600_5,fdc,CP,0.9030031365535346,1.3338986734527332,10.877864617828342,0.12262504823479159,"[-20.634394522911727, 23.302191869817193]",0.163690563475864,-0.06046911316950254
