Behavioral Variable,G_resp,binary_or_ternary_introduced,entropy_diff_norm_q_avg,isochrony_introduced
Condition,400_5,400_5,400_5,400_5
Base Metric,,,,
CP,0.5703757755925388,0.9292549778223976,0.9775173795252076,0.9775173795252076
ST_PREC,0.5703757755925388,0.9775173795252076,0.9775173795252076,0.9775173795252076
ST_PREM,0.5703757755925388,0.9775173795252076,0.9775173795252076,0.9775173795252076
T_PREC,0.5703757755925388,0.9775173795252076,0.9775173795252076,0.9775173795252076
T_PREM,0.5703757755925388,0.9775173795252076,0.9775173795252076,0.9775173795252076
