pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
40,1,4,400,"[0.0, 398.25174825174827, 855.944055944056, 1110.839160839161]","[452.0454545454546, 460.22727272727275, 319.090909090909]"
40,2,4,600,"[0.0, 566.7832167832169, 1014.6853146853148, 1612.937062937063]","[542.0454545454545, 458.18181818181824, 672.9545454545453]"
40,3,5,400,"[0.0, 155.23560209424085, 386.3874345549738, 918.586387434555, 1220.4188481675392]","[186.13636363636363, 239.31818181818187, 441.81818181818176, 333.409090909091]"
40,4,5,600,"[0.0, 569.8952879581152, 980.1047120418848, 1790.8376963350784, 2148.6910994764394]","[552.2727272727274, 519.5454545454545, 703.6363636363637, 386.590909090909]"
40,5,5,400,"[0.0, 265.1832460732984, 585.3403141361256, 1059.9476439790574, 1257.0680628272248]","[312.9545454545455, 347.72727272727275, 505.22727272727275, 298.6363636363635]"
40,6,4,600,"[0.0, 773.0769230769231, 1451.7482517482517, 2165.3846153846152]","[705.681818181818, 762.9545454545457, 734.3181818181815]"
40,7,4,400,"[0.0, 324.8251748251748, 813.9860139860141, 1205.2447552447554]","[360.0, 505.22727272727275, 355.90909090909076]"
40,8,5,600,"[0.0, 441.62303664921467, 862.303664921466, 1385.0785340314137, 1779.5811518324608]","[499.0909090909091, 495.0, 556.3636363636363, 441.818181818182]"
40,9,4,400,"[0.0, 450.6993006993007, 1006.2937062937062, 1275.1748251748252]","[454.090909090909, 548.1818181818182, 347.72727272727275]"
40,10,5,600,"[0.0, 459.9476439790576, 977.4869109947645, 1411.256544502618, 1761.256544502618]","[505.22727272727263, 531.818181818182, 644.3181818181818, 386.590909090909]"
40,11,5,400,"[0.0, 409.16230366492147, 595.8115183246073, 1206.5445026178008, 1699.4764397905756]","[433.6363636363636, 229.090909090909, 470.4545454545455, 527.7272727272725]"
40,12,5,600,"[0.0, 562.041884816754, 1362.303664921466, 2073.560209424084, 2465.4450261780107]","[576.8181818181818, 591.1363636363637, 726.1363636363635, 415.227272727273]"
40,13,4,400,"[0.0, 300.34965034965035, 684.6153846153846, 1334.6153846153848]","[319.0909090909091, 417.27272727272725, 554.3181818181818]"
40,14,4,600,"[0.0, 682.1678321678321, 1399.3006993006993, 2175.8741258741256]","[795.6818181818182, 807.9545454545455, 816.1363636363635]"
40,15,4,400,"[0.0, 363.2867132867133, 939.8601398601398, 1149.3006993006993]","[394.77272727272737, 562.5, 247.49999999999977]"
40,16,4,600,"[0.0, 759.0909090909091, 1609.090909090909, 2137.4125874125875]","[775.2272727272727, 791.5909090909088, 492.9545454545455]"
40,17,4,400,"[0.0, 275.87412587412587, 604.1958041958042, 946.5034965034965]","[366.13636363636374, 370.22727272727275, 527.7272727272727]"
40,18,5,600,"[0.0, 669.371727748691, 1197.3821989528794, 2034.2931937172773, 2693.193717277487]","[617.7272727272727, 621.8181818181818, 789.5454545454545, 642.2727272727275]"
40,19,5,400,"[0.0, 417.0157068062827, 587.958115183246, 978.7958115183246, 1338.219895287958]","[392.72727272727263, 218.8636363636365, 402.9545454545455, 396.81818181818176]"
40,20,5,600,"[0.0, 446.85863874345546, 1241.8848167539268, 2055.2356020942407, 2748.1675392670154]","[402.95454545454544, 820.2272727272729, 748.6363636363637, 701.590909090909]"
40,21,5,400,"[0.0, 382.98429319371724, 637.696335078534, 1010.2094240837696, 1270.1570680628272]","[464.31818181818176, 259.77272727272725, 501.1363636363635, 302.727272727273]"
40,22,5,600,"[0.0, 802.8795811518324, 1241.8848167539268, 1871.9895287958116, 2303.1413612565448]","[844.7727272727273, 425.4545454545455, 623.8636363636363, 576.818181818182]"
40,23,4,400,"[0.0, 401.74825174825173, 768.5314685314686, 1359.0909090909092]","[474.5454545454544, 429.54545454545473, 638.181818181818]"
40,24,4,600,"[0.0, 626.2237762237762, 1325.8741258741259, 1955.5944055944055]","[674.9999999999999, 762.9545454545455, 771.1363636363635]"
40,25,5,400,"[0.0, 623.8219895287957, 972.7748691099475, 1201.3089005235602, 1458.6387434554972]","[689.3181818181818, 799.7727272727275]"
