pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
32,1,4,400,"[0.0, 272.3776223776224, 432.8671328671329, 1065.3846153846155]","[196.36363636363637, 153.409090909091, 746.590909090909]"
32,2,5,600,"[0.0, 575.130890052356, 1396.3350785340313, 1887.6963350785338, 2541.3612565445023]","[570.6818181818182, 910.2272727272727, 441.818181818182, 654.5454545454545]"
32,3,5,400,"[0.0, 506.0209424083769, 1145.5497382198953, 1609.6858638743456, 1942.931937172775]","[593.1818181818181, 713.8636363636365, 364.090909090909, 251.590909090909]"
32,4,4,600,"[0.0, 657.6923076923077, 1137.0629370629372, 1875.1748251748254]","[591.1363636363636, 368.18181818181824, 642.2727272727273]"
32,5,4,400,"[0.0, 240.9090909090909, 712.5874125874126, 1086.3636363636365]","[237.27272727272725, 531.8181818181818, 433.6363636363635]"
32,6,4,600,"[0.0, 755.5944055944055, 1577.6223776223776, 2025.5244755244755]","[740.4545454545454, 834.5454545454547, 380.4545454545455]"
32,7,4,400,"[0.0, 625.5244755244755, 796.5034965034965, 1149.3006993006993]","[619.7727272727273, 196.36363636363626, 388.63636363636397]"
32,8,5,600,"[0.0, 609.1623036649214, 1050.7853403141362, 1853.6649214659687, 2669.633507853403]","[687.2727272727271, 480.68181818181824, 767.0454545454545, 687.2727272727275]"
32,9,5,400,"[0.0, 532.1989528795812, 800.0, 1347.9057591623036, 1990.0523560209424]","[619.7727272727274, 280.22727272727275, 584.9999999999998, 652.5]"
32,10,4,600,"[0.0, 454.8951048951049, 1287.4125874125875, 2081.4685314685316]","[505.22727272727275, 816.1363636363637, 783.409090909091]"
32,11,5,400,"[0.0, 170.94240837696336, 705.7591623036649, 1313.874345549738, 1712.565445026178]","[192.27272727272737, 437.72727272727275, 793.6363636363637, 413.181818181818]"
32,12,5,600,"[0.0, 580.3664921465968, 1037.696335078534, 1636.3874345549739, 2282.198952879581]","[803.8636363636365, 427.5, 664.772727272727, 914.318181818182]"
32,13,5,400,"[0.0, 401.30890052356017, 697.9057591623036, 892.4083769633507, 1139.2670157068062]","[480.68181818181824, 210.68181818181802, 315.0, 396.818181818182]"
32,14,5,600,"[0.0, 483.5078534031413, 927.7486910994764, 1453.1413612565445, 2229.8429319371726]","[642.2727272727271, 523.6363636363637, 501.1363636363635, 742.5]"
32,15,4,400,"[0.0, 524.1258741258741, 1034.2657342657344, 1366.0839160839162]","[552.2727272727273, 621.818181818182, 323.181818181818]"
32,16,4,600,"[0.0, 692.6573426573427, 1343.3566433566434, 1826.2237762237764]","[726.1363636363636, 748.6363636363635, 429.5454545454545]"
32,17,4,400,"[0.0, 408.7412587412588, 897.9020979020979, 1219.2307692307693]","[454.0909090909091, 652.5, 374.31818181818176]"
32,18,4,600,"[0.0, 808.0419580419581, 1535.6643356643358, 2102.447552447553]","[877.5, 797.7272727272725, 411.13636363636397]"
32,19,4,400,"[0.0, 314.3356643356643, 663.6363636363636, 1194.7552447552448]","[325.22727272727275, 323.181818181818, 683.1818181818185]"
32,20,4,600,"[0.0, 412.93706293706293, 801.3986013986014, 1640.909090909091]","[409.090909090909, 384.5454545454545, 744.5454545454545]"
32,21,5,400,"[0.0, 173.56020942408378, 650.7853403141362, 960.4712041884817, 1115.7068062827225]","[180.0000000000001, 380.45454545454527, 382.5]"
32,22,5,600,"[0.0, 533.2460732984293, 898.9528795811518, 1371.9895287958116, 2080.6282722513088]","[589.090909090909, 308.8636363636365, 519.5454545454545, 560.4545454545455]"
32,23,5,400,"[0.0, 178.7958115183246, 383.7696335078534, 638.4816753926702, 1055.497382198953]","[196.36363636363637, 188.18181818181813, 368.18181818181824, 609.5454545454545]"
32,24,4,600,"[0.0, 580.7692307692307, 1000.6993006993007, 1710.8391608391607]","[679.090909090909, 380.4545454545455, 572.7272727272727]"
32,25,4,400,"[0.0, 223.42657342657344, 481.81818181818187, 1061.8881118881118]","[225.0000000000001, 237.27272727272725, 609.5454545454545]"
32,26,5,600,"[0.0, 611.7801047120419, 1019.371727748691, 1675.6544502617799, 2431.413612565445]","[754.7727272727273, 343.6363636363635, 574.7727272727273, 720.0]"
32,27,4,400,"[0.0, 548.6013986013986, 813.986013986014, 1453.4965034965035]","[630.0, 265.909090909091, 658.6363636363635]"
32,28,4,600,"[0.0, 671.6783216783217, 1172.027972027972, 1983.5664335664337]","[787.5000000000001, 535.9090909090908, 715.909090909091]"
32,29,4,400,"[0.0, 429.72027972027973, 747.5524475524476, 1058.3916083916083]","[605.4545454545455, 310.909090909091, 368.181818181818]"
