pp_id,stim_tempo_intended,length,edit_distance_avg,entropy_diff_avg,quantized_binary_vs_ternary_prop,quantized_binary_vs_total_prop,quantized_ternary_vs_total_prop,rhythmic_contours_edit_distance_avg,G_resp
53,400,5,2.3617021276595747,-0.0645577190238735,0.7096774193548387,0.3120567375886525,0.1276595744680851,0.3191489361702128,0.0016596310404576
54,400,5,2.477272727272727,-0.1498107666365604,0.8867924528301887,0.3560606060606061,0.0454545454545454,0.5681818181818182,0.0035924018733447
55,400,5,2.902439024390244,-0.1089358456776923,0.6129032258064516,0.1544715447154471,0.0975609756097561,0.5609756097560976,0.064367100137592
56,400,5,3.6,-0.1051186400225777,0.5098039215686274,0.2166666666666666,0.2083333333333333,0.55,0.0498570144972312
57,400,5,3.3191489361702127,-0.0663651555855266,0.7924528301886793,0.2978723404255319,0.0780141843971631,0.6170212765957447,0.014495310898357
58,400,5,3.851063829787234,-0.0571838128477038,0.6333333333333333,0.2695035460992908,0.1560283687943262,0.723404255319149,0.0037434249256067
59,400,5,3.0277777777777777,-0.1120790712252142,0.8214285714285714,0.2129629629629629,0.0462962962962962,0.8611111111111112,0.0771270050484214
60,400,5,4.2105263157894735,-0.0024138167128125,0.2857142857142857,0.0701754385964912,0.175438596491228,1.368421052631579,0.0380935043071443
61,400,5,2.7906976744186047,1.0327656043024712e-17,0.7413793103448276,0.3333333333333333,0.1162790697674418,0.627906976744186,0.0260797636369434
62,400,5,2.7291666666666665,-0.0831038343034223,0.84375,0.1875,0.0347222222222222,0.5416666666666666,0.0184141795179433
63,400,5,3.8157894736842106,-0.2166530696926748,0.6486486486486487,0.4210526315789473,0.2280701754385964,1.2105263157894737,0.1533341898791382
64,400,5,2.6129032258064515,0.0307990726594264,0.84,0.2258064516129032,0.043010752688172,0.5806451612903226,0.090595747209624
65,400,5,2.5526315789473686,-0.1961768407727369,0.9285714285714286,0.3421052631578947,0.0263157894736842,0.6052631578947368,0.0162959173605518
66,400,5,3.8181818181818175,-0.1113157450332512,0.7380952380952381,0.2348484848484848,0.0833333333333333,0.6363636363636364,0.0001656239577788
20,600,4,2.4166666666666665,-0.1914551334651442,1.0,0.1145833333333333,0.0,0.3333333333333333,0.0567914717802945
21,600,4,3.25,-1.3457248783335233e-17,0.9393939393939394,0.3522727272727273,0.0227272727272727,0.6590909090909091,0.059397081547534
22,600,4,2.6944444444444446,-0.056189125817075,0.7368421052631579,0.1944444444444444,0.0694444444444444,0.8888888888888888,0.0907485455467403
23,600,4,2.382978723404255,-0.179575876883018,1.0,0.1276595744680851,0.0,0.5106382978723404,0.0084141579410184
24,600,4,2.382978723404255,-0.1869978363690399,1.0,0.0531914893617021,0.0,0.6595744680851063,0.0923665794615745
25,600,4,2.74468085106383,-0.0406285639337114,1.0,0.1595744680851064,0.0,0.5957446808510638,0.0187753115474161
26,600,4,2.071428571428572,-0.0041527630457503,1.0,0.1309523809523809,0.0,0.5952380952380952,0.0147098535197673
27,600,4,2.9565217391304346,-0.1156227259873702,0.96,0.2608695652173913,0.0108695652173913,0.3695652173913043,0.0390145796560749
28,600,4,2.727272727272727,-0.2076756910269979,1.0,0.25,0.0,0.3181818181818182,0.0517923003834832
29,600,4,2.2857142857142856,-0.261574354444788,0.9285714285714286,0.1547619047619047,0.0119047619047619,0.7142857142857143,0.0741658845750345
30,600,4,2.895833333333333,-0.1542209155880205,0.95,0.1979166666666666,0.0104166666666666,0.4791666666666667,0.0988069075879821
31,600,4,3.022222222222222,-0.1001714484267267,0.8888888888888888,0.1777777777777777,0.0222222222222222,0.4,0.02603682095616
32,600,4,2.844444444444445,-0.0513442355970329,1.0,0.3222222222222222,0.0,0.3333333333333333,0.0410102856759587
33,600,4,3.026315789473684,0.0699821762555135,0.9047619047619048,0.25,0.0263157894736842,0.4210526315789473,0.0496511444271504
34,600,4,2.5135135135135136,-0.0718735864245815,1.0,0.2567567567567567,0.0,0.4594594594594595,0.0034350648864962
35,600,4,2.097560975609756,-0.1297230584248544,1.0,0.0975609756097561,0.0,0.5609756097560976,0.0655777194068719
