pp_id_behav,pp_id_scan,stim_tempo_intended,length,condition,n_trials,G_resp,entropy_diff_norm_q_avg,asynchrony_norm_abs_avg,iti_cov_norm_avg,simple_ratio_introduced_avg,tempo_deviation_abs_avg
38,53,400,5,400_5,46,0.0138900837848088,0.0490460020687915,0.0383145068874539,0.3965973283441567,-0.1304347826086956,0.1630790984391274
62,54,400,5,400_5,48,0.0184141795179433,-0.1119849668267534,0.0198295248261153,0.2929422015897219,0.1041666666666666,0.0664589345255628
24,56,400,5,400_5,45,0.0242162925257467,-0.1290400336969296,0.0324911829583115,0.2784677902562968,0.2444444444444444,0.0783478177454006
34,57,400,5,400_5,30,0.0763969869344498,0.0361861096127785,0.0417415161664968,0.3350241985384554,0.0666666666666666,0.079976341215093
55,58,400,5,400_5,44,0.0486596199182252,-0.1202347474837833,0.0328865459282938,0.3143281173301957,0.0681818181818181,0.1159813497289591
37,59,400,5,400_5,45,0.0187156225736271,-0.0297873743016989,0.030579113585477,0.3434239337434114,-0.0222222222222222,0.1239185908879442
46,60,400,5,400_5,35,0.0486578080669222,-0.1771210749767213,0.0438053375765885,0.378686700747415,0.5142857142857142,0.1241650651225255
27,61,400,5,400_5,44,0.0091189432885593,-0.036410361714971,0.0377105256997139,0.3703989515310901,0.2954545454545454,0.1282446485963923
42,62,400,5,400_5,42,0.0209658989972985,-0.111479314931529,0.0328706877351792,0.3072076871231666,0.119047619047619,0.0971515703621217
30,63,400,5,400_5,43,0.0783903602250658,-0.1805164311346444,0.034923564268474,0.2892813240706937,0.3488372093023256,0.1123886194104134
54,64,400,5,400_5,44,0.0059032806469122,-0.1498107666365604,0.0312238316819638,0.3020900653624904,0.3863636363636363,0.0847051279388594
50,65,400,5,400_5,30,0.0239478579833245,0.1242453324894,0.0729215733904477,0.3765867010963746,-0.0333333333333333,0.1101800338990728
61,66,400,5,400_5,44,0.0270577835031978,0.023630017519089,0.0327621857345299,0.3515899366995003,0.3409090909090909,0.0892147034408358
56,67,400,5,400_5,36,0.0529709425213091,-0.1071714447395316,0.0394112498693708,0.3763431189495708,0.0555555555555555,0.1030036427768316
39,68,400,5,400_5,33,0.0581364337805894,-0.1286009879320414,0.0523796968031861,0.3073912597078367,0.4242424242424242,0.1144940033418133
