pp_id_behav,pp_id_scan,stim_tempo_intended,length,condition,n_trials,G_resp,entropy_diff_norm_q_avg,asynchrony_norm_abs_avg,iti_cov_norm_avg,simple_ratio_introduced_avg,tempo_deviation_abs_avg
53,20,400,5,400_5,43,0.000764125813939,-0.0816650795428643,0.0211554305761495,0.3022784746735505,0.0697674418604651,0.0465997058820399
28,21,400,5,400_5,38,0.0167875229732764,-0.0798477051084751,0.0292975755548508,0.2994843120668434,0.2368421052631578,0.0642029460324536
22,22,400,5,400_5,30,0.0080823561646253,0.014384103622589,0.0606797181669237,0.3500551928452174,0.3666666666666666,0.0965786581678628
51,23,400,5,400_5,39,0.0633014298613827,-0.0955733326841538,0.041422043271378,0.2737845353462103,0.1282051282051282,0.0847716069899822
43,24,400,5,400_5,34,0.031782904799836,0.0076948256435962,0.0652969141155578,0.4041203707192073,-0.2058823529411764,0.135311593705288
44,25,400,5,400_5,42,0.0039890693458065,-0.1672189723972935,0.0364807513562739,0.2767020065161366,0.4761904761904761,0.0676694637015832
35,26,400,5,400_5,37,0.0090580960749264,-0.0268610338728778,0.0301918572894154,0.322483240112781,0.081081081081081,0.1324377647071793
29,27,400,5,400_5,42,0.0163853500335237,-0.111479314931529,0.0497585981973538,0.318894687919691,0.3571428571428571,0.11693126833643
23,28,400,5,400_5,45,0.0011469659409885,-0.1820828810548307,0.0310297260450432,0.2854348551349845,0.4222222222222222,0.0761953116168918
20,29,400,5,400_5,48,0.0018106749310119,-0.106534465329206,0.0174984675843552,0.2903174776414868,0.3333333333333333,0.0514539018065943
59,30,400,5,400_5,35,0.0845376868796088,-0.132658406464856,0.0393681720258376,0.2345132680468064,0.3714285714285714,0.1143082266952636
26,31,400,5,400_5,39,0.0070275385561804,-0.1044598349990249,0.0223778984189872,0.3010658701177539,0.3846153846153846,0.0899723276352348
31,32,400,5,400_5,44,0.0141145133266594,-0.1034390725268882,0.0325171219785858,0.3261101774727006,0.3409090909090909,0.1456579355701183
25,33,400,5,400_5,46,0.0317216208843316,-0.2177896224772635,0.0297178819771429,0.2693885060463729,0.391304347826087,0.0637425003881401
32,34,400,5,400_5,45,0.0091219456139665,-0.019329371867656,0.0325959032223795,0.3533187642799312,0.3555555555555555,0.1725927814496662
63,35,400,5,400_5,36,0.1443034477387144,-0.2419500631817432,0.0829915976129435,0.3605269779709784,0.2222222222222222,0.1494414577267438
48,36,400,5,400_5,46,0.003139017430524,-0.0518897419805553,0.0227218458626495,0.3271944686210102,0.3695652173913043,0.1223444703292363
52,37,400,5,400_5,32,0.0118797079974924,-0.039233822661836,0.0527723397332076,0.3050165831544755,0.0,0.1186588055942475
58,38,400,5,400_5,46,0.0069973049710935,-0.0584269392139583,0.0428069100045173,0.3631521382694133,0.1956521739130435,0.1954710258284931
66,39,400,5,400_5,44,0.0001656239577788,-0.0768360541909551,0.039137289269049,0.3270823420037647,0.1590909090909091,0.1338537145823516
60,40,400,5,400_5,19,0.0796950530995784,-0.0891463658181896,0.0861781583139578,0.3117782264433872,0.3157894736842105,0.1454434293681738
45,41,400,5,400_5,38,0.0589069636633774,-0.0468086965511395,0.0263690024730089,0.3039334033484051,0.0789473684210526,0.0711549705488535
57,42,400,5,400_5,35,0.0309200618736648,-0.0853814364736747,0.0383108052343279,0.321807313768878,0.2,0.1162482595650571
47,43,400,5,400_5,40,0.0016041840091816,-0.1039720770839918,0.0299998333639584,0.3120507410641763,0.175,0.0909316733770723
49,44,400,5,400_5,41,0.0041210242937858,-0.1258418744718372,0.0248759278921471,0.2943520475449975,0.048780487804878,0.0654576001039559
40,46,400,5,400_5,47,0.0097805583445272,-0.1024030481503267,0.0218092265798244,0.2745988455872576,0.0851063829787234,0.0965725469432465
65,47,400,5,400_5,42,0.0225894729659863,-0.1939968364267606,0.0287455142136175,0.2639136620454887,0.2857142857142857,0.0774249760988176
64,48,400,5,400_5,31,0.090595747209624,0.026579329564551,0.0339560975090053,0.3000323005917251,0.1290322580645161,0.1117964219139698
36,49,400,5,400_5,36,0.0288669849194015,-0.1227918654233874,0.0313320368828398,0.3171943888584754,0.3333333333333333,0.0849672097473903
41,50,400,5,400_5,44,0.0016580710885395,-0.0551367075445411,0.0234481706918843,0.2990875079905196,0.2045454545454545,0.0734550509604976
33,51,400,5,400_5,31,0.0740521436808564,-0.0685581954588152,0.0522980888440098,0.3617736859022913,0.3870967741935484,0.1234847095958024
21,52,400,5,400_5,41,0.0339086238020371,-0.0317401181151753,0.0436883218233045,0.3828896800015147,-0.1463414634146341,0.1045082948507351
