pp_id,age,gender,L1,handedness,musical_experience,stim_id,sequence_id,length,n_resp,stim_tempo_intended,stim_tempo,stim_sd,interval_i,stim_ioi,resp_iti,ioi_iti_diff,edit_distance,stim_entropy,resp_entropy,entropy_diff,G,silhouette,rhythmic_contours_edit_distance
22,25,Male,Romanian,right,0,43,22_43,4,4,400,346.969696969697,151.98063694828,1,405.244755244755,405.0,0.244755244755254,2,1.0986122886681096,1.0986122886681096,0.0,0.22965421310974232,0.6401327396261548,0
22,25,Male,Romanian,right,0,43,22_43,4,4,400,346.969696969697,151.98063694828,2,174.475524475524,212.727272727273,38.2517482517481,2,1.0986122886681096,1.0986122886681096,0.0,0.22965421310974232,0.6401327396261548,0
22,25,Male,Romanian,right,0,43,22_43,4,4,400,346.969696969697,151.98063694828,3,461.188811188811,329.318181818182,131.870629370629,2,1.0986122886681096,1.0986122886681096,0.0,0.22965421310974232,0.6401327396261548,0
22,25,Male,Romanian,right,0,44,22_44,5,5,600,608.507853403141,172.515207597019,1,695.549738219895,490.909090909091,204.640647310804,4,1.3862943611198906,1.3862943611198906,0.0,0.012837715282373874,0.5286559654214381,3
22,25,Male,Romanian,right,0,44,22_44,5,5,600,608.507853403141,172.515207597019,2,378.795811518325,793.636363636364,414.840552118039,4,1.3862943611198906,1.3862943611198906,0.0,0.012837715282373874,0.5286559654214381,3
22,25,Male,Romanian,right,0,44,22_44,5,5,600,608.507853403141,172.515207597019,3,582.984293193717,533.863636363636,49.1206568300811,4,1.3862943611198906,1.3862943611198906,0.0,0.012837715282373874,0.5286559654214381,3
22,25,Male,Romanian,right,0,44,22_44,5,5,600,608.507853403141,172.515207597019,4,776.701570680628,345.681818181818,431.01975249881,4,1.3862943611198906,1.3862943611198906,0.0,0.012837715282373874,0.5286559654214381,3
22,25,Male,Romanian,right,0,45,22_45,5,5,400,390.837696335079,90.6832883543915,1,354.188481675393,364.090909090909,9.90242741551657,2,1.3862943611198906,1.3862943611198906,0.0,0.026744121496339535,0.6401327396261548,1
22,25,Male,Romanian,right,0,45,22_45,5,5,400,390.837696335079,90.6832883543915,2,479.842931937173,511.363636363636,31.5207044264635,2,1.3862943611198906,1.3862943611198906,0.0,0.026744121496339535,0.6401327396261548,1
22,25,Male,Romanian,right,0,45,22_45,5,5,400,390.837696335079,90.6832883543915,3,448.429319371728,597.272727272727,148.843407901,2,1.3862943611198906,1.3862943611198906,0.0,0.026744121496339535,0.6401327396261548,1
22,25,Male,Romanian,right,0,45,22_45,5,5,400,390.837696335079,90.6832883543915,4,280.890052356021,284.318181818182,3.42812946216054,2,1.3862943611198906,1.3862943611198906,0.0,0.026744121496339535,0.6401327396261548,1
22,25,Male,Romanian,right,0,47,22_47,5,5,400,391.492146596859,188.522574096719,1,644.764397905759,654.545454545454,9.78105663969529,2,1.3862943611198906,1.3862943611198906,0.0,0.026744121496339535,0.6401327396261548,1
22,25,Male,Romanian,right,0,47,22_47,5,5,400,391.492146596859,188.522574096719,2,236.387434554974,222.954545454545,13.4328891004284,2,1.3862943611198906,1.3862943611198906,0.0,0.026744121496339535,0.6401327396261548,1
22,25,Male,Romanian,right,0,47,22_47,5,5,400,391.492146596859,188.522574096719,3,424.869109947644,312.954545454545,111.914564493098,2,1.3862943611198906,1.3862943611198906,0.0,0.026744121496339535,0.6401327396261548,1
22,25,Male,Romanian,right,0,47,22_47,5,5,400,391.492146596859,188.522574096719,4,259.947643979058,488.863636363636,228.915992384579,2,1.3862943611198906,1.3862943611198906,0.0,0.026744121496339535,0.6401327396261548,1
22,25,Male,Romanian,right,0,48,22_48,4,4,600,711.305361305361,50.2248518098256,1,731.118881118881,701.590909090909,29.5279720279719,5,1.0986122886681096,1.0986122886681096,0.0,0.03963825689329603,0.5286559654214381,1
22,25,Male,Romanian,right,0,48,22_48,4,4,600,711.305361305361,50.2248518098256,2,748.601398601399,597.272727272727,151.328671328672,5,1.0986122886681096,1.0986122886681096,0.0,0.03963825689329603,0.5286559654214381,1
22,25,Male,Romanian,right,0,48,22_48,4,4,600,711.305361305361,50.2248518098256,3,654.195804195804,243.409090909091,410.786713286713,5,1.0986122886681096,1.0986122886681096,0.0,0.03963825689329603,0.5286559654214381,1
22,25,Male,Romanian,right,0,49,22_49,5,5,600,655.628272251309,74.5767060017883,1,664.13612565445,638.181818181818,25.9543074726322,5,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.012837715282373874,0.5286559654214381,1
22,25,Male,Romanian,right,0,49,22_49,5,5,600,655.628272251309,74.5767060017883,2,719.109947643979,646.363636363636,72.7463112803428,5,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.012837715282373874,0.5286559654214381,1
22,25,Male,Romanian,right,0,49,22_49,5,5,600,655.628272251309,74.5767060017883,3,690.314136125655,247.5,442.814136125655,5,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.012837715282373874,0.5286559654214381,1
22,25,Male,Romanian,right,0,49,22_49,5,5,600,655.628272251309,74.5767060017883,4,548.952879581152,427.5,121.452879581152,5,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.012837715282373874,0.5286559654214381,1
22,25,Male,Romanian,right,0,50,22_50,4,4,400,510.13986013986,158.735097382044,1,636.013986013986,572.727272727273,63.2867132867133,5,1.0986122886681096,1.0986122886681096,0.0,0.22965421310974232,0.6401327396261548,0
22,25,Male,Romanian,right,0,50,22_50,4,4,400,510.13986013986,158.735097382044,2,331.818181818182,198.409090909091,133.409090909091,5,1.0986122886681096,1.0986122886681096,0.0,0.22965421310974232,0.6401327396261548,0
22,25,Male,Romanian,right,0,50,22_50,4,4,400,510.13986013986,158.735097382044,3,562.587412587413,329.318181818182,233.269230769231,5,1.0986122886681096,1.0986122886681096,0.0,0.22965421310974232,0.6401327396261548,0
22,25,Male,Romanian,right,0,51,22_51,5,5,600,648.429319371728,134.01164230265,1,755.759162303665,570.681818181818,185.077344121847,5,1.039720770839918,1.039720770839918,0.0,0.012837715282373874,0.5286559654214381,2
22,25,Male,Romanian,right,0,51,22_51,5,5,600,648.429319371728,134.01164230265,2,609.162303664921,648.409090909091,39.2467872441695,5,1.039720770839918,1.039720770839918,0.0,0.012837715282373874,0.5286559654214381,2
22,25,Male,Romanian,right,0,51,22_51,5,5,600,648.429319371728,134.01164230265,3,753.141361256544,578.863636363636,174.277724892908,5,1.039720770839918,1.039720770839918,0.0,0.012837715282373874,0.5286559654214381,2
22,25,Male,Romanian,right,0,51,22_51,5,5,600,648.429319371728,134.01164230265,4,475.65445026178,239.318181818182,236.336268443598,5,1.039720770839918,1.039720770839918,0.0,0.012837715282373874,0.5286559654214381,2
22,25,Male,Romanian,right,0,52,22_52,4,4,400,470.512820512821,194.373309858065,1,503.146853146853,1051.36363636364,548.216783216783,4,1.0986122886681096,1.0986122886681096,0.0,0.22965421310974232,0.6401327396261548,0
22,25,Male,Romanian,right,0,52,22_52,4,4,400,470.512820512821,194.373309858065,2,261.888111888112,261.818181818182,0.069930069929967,4,1.0986122886681096,1.0986122886681096,0.0,0.22965421310974232,0.6401327396261548,0
22,25,Male,Romanian,right,0,52,22_52,4,4,400,470.512820512821,194.373309858065,3,646.503496503497,443.863636363636,202.639860139861,4,1.0986122886681096,1.0986122886681096,0.0,0.22965421310974232,0.6401327396261548,0
22,25,Male,Romanian,right,0,53,22_53,5,5,600,729.581151832461,84.0146939051372,1,815.968586387434,668.863636363636,147.104950023798,6,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.012837715282373874,0.5286559654214381,1
22,25,Male,Romanian,right,0,53,22_53,5,5,600,729.581151832461,84.0146939051372,2,779.319371727749,652.5,126.819371727749,6,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.012837715282373874,0.5286559654214381,1
22,25,Male,Romanian,right,0,53,22_53,5,5,600,729.581151832461,84.0146939051372,3,692.931937172775,257.727272727273,435.204664445502,6,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.012837715282373874,0.5286559654214381,1
22,25,Male,Romanian,right,0,53,22_53,5,5,600,729.581151832461,84.0146939051372,4,630.104712041885,554.318181818182,75.7865302237028,6,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.012837715282373874,0.5286559654214381,1
22,25,Male,Romanian,right,0,55,22_55,4,4,600,647.202797202797,203.519331620353,1,416.433566433566,308.863636363636,107.56993006993,6,1.0986122886681096,1.0986122886681096,0.0,0.03963825689329603,0.5286559654214381,0
22,25,Male,Romanian,right,0,55,22_55,4,4,600,647.202797202797,203.519331620353,2,724.125874125874,345.681818181818,378.444055944056,6,1.0986122886681096,1.0986122886681096,0.0,0.03963825689329603,0.5286559654214381,0
