pp_id_behav,pp_id_scan,G_resp,entropy_diff_norm_q_avg,asynchrony_norm_abs_avg,iti_ioi_cov_diff_avg,isochrony_introduced,binary_or_ternary_introduced,simple_ratios_introduced,tempo_deviation_abs_avg
53,20,0.0370392976366453,-0.1123527482921986,0.023245720084574924,-0.017686407345965778,1.4092230443974627,-0.3503044617688513,1.0589185826286114,0.05732691853860715
28,21,0.04966693730226865,-0.11238682203361175,0.03212219528385505,-0.0033653257505676997,0.5452397886608411,0.4521900574532154,0.9974298461140565,0.07386095695865842
22,22,0.0650565665630526,-0.001993702632866025,0.06166587283934232,0.06705415568260831,-0.29432773109243693,2.2160451680672266,1.92171743697479,0.12146247460203768
51,23,0.06917300194187707,0.0015935073049506297,0.041017938355504005,-0.002304376288759225,-0.7800860323886634,-0.09567149544534406,-0.8757575278340074,0.10733948554189295
43,24,0.03127648621220065,0.03914345368411058,0.07117485697792078,0.09567369393000244,-2.916176470588234,2.2610753676470585,-0.6551011029411751,0.18055589265100974
44,25,0.020346004432049,-0.16747338250184957,0.0352568708036627,-0.015177720100922325,1.3892477203647409,0.8974354103343466,2.2866831306990876,0.11176994146588506
35,26,0.035472551511300826,-0.055389680650477224,0.03155805748986945,0.0006191460745209245,0.7091463414634143,-0.5553230440806662,0.15382329738274803,0.11182028520089957
29,27,0.0697152022259251,-0.13580820889794418,0.047620222574190026,-0.009941511550217625,1.7508305647840519,0.46265342377260993,2.213483988556662,0.11859179431993325
23,28,0.026079118378239452,-0.1825312202867933,0.033232327067187296,-0.0202732582300538,0.6424838112858462,0.5640611616473088,1.206544972933155,0.0810961705569922
20,29,0.0248390963436703,-0.13928336097426294,0.01948876636591115,-0.008773914923990024,1.453124999999999,1.4584122474747476,2.9115372474747465,0.04792306651781007
59,30,0.04634271358634255,-0.1577117897529407,0.03694039670089308,-0.03080411001749635,1.9835171178812923,-0.03539126375438864,1.9481258541269035,0.16424357463288977
26,31,0.031334599381665454,-0.10571341746685388,0.0280978322282857,-0.013961606291650976,1.027470930232558,0.23472074699363937,1.2621916772261974,0.0761125623904695
31,32,0.029982669845369028,-0.08844514339894155,0.03565235559600035,0.02242952361337035,0.45220124463880196,2.1243263462562725,2.576527590895074,0.09327772456259227
25,33,0.019603546558200124,-0.1016883026431909,0.029444513651505976,-0.0024851251609217754,-0.03557312252964406,1.1007030220685117,1.0651298995388676,0.07323858824644908
32,34,0.0209782146758241,-0.009269521027251176,0.03175799086934945,0.0531504214956232,-0.9925531914893613,2.6322473404255318,1.6396941489361705,0.1270208180375832
63,35,0.16296770563779656,-0.3135416608080477,0.0649612872044138,0.015758420297296825,2.9374999999999987,2.2934751157407405,5.230975115740739,0.17188194961837738
48,36,0.024547961550304927,-0.05058395832646322,0.026543427801779,0.0170628756344314,-1.319972826086956,1.3270682367149758,0.0070954106280195495,0.08832024418311298
52,37,0.04565894666214557,-0.08939511032825637,0.05247529100779193,0.0152820646262385,0.8088194444444442,1.2724416473765436,2.0812610918209877,0.11725717411362002
58,38,0.031234850157041024,-0.03488099633238113,0.03859473454502538,0.052561598903482054,-0.25543478260869557,2.431650060386474,2.176215277777778,0.14225859484450917
66,39,0.0139876833740192,0.008817665663206277,0.04370455170377592,0.035802142334381476,-1.8332621326042369,0.7525430527075265,-1.0807190798967103,0.10878081621930616
60,40,0.08443331903936316,-0.02918549334633143,0.08722050201764953,0.07529913978251512,-0.43261227936150526,1.1871110136638388,0.7544987343023335,0.2117159901336676
45,41,0.023637075011706025,-0.06179435269098828,0.028854812204810124,0.020130300190338048,-0.049258142520225645,0.953006830213651,0.9037486876934253,0.06417604892085597
57,42,0.04306219985282505,-0.0252308748337454,0.0347260967184232,0.028596759373490502,-0.8370976636582503,1.9057688337943848,1.0686711701361344,0.10963183650175128
47,43,0.016633802483396923,-0.13787244216528316,0.029816198597954,-0.001315482937155425,1.089285714285714,1.5975074404761904,2.6867931547619044,0.08274843683487558
49,44,0.026991242401970247,-0.09608730397365102,0.0268699554520798,0.01282296052962625,-0.6204268292682922,0.934593753024584,0.31416692375629196,0.08059499818413093
40,46,0.03961280874856985,-0.07967696136518955,0.025894153074505724,-0.023664585904750773,0.4442067530064757,-0.615618314928307,-0.17141156192183132,0.08386683266387815
65,47,0.023125406955541224,-0.1085824350583634,0.031075249034192124,-0.028611491674274698,0.39515709199001636,-0.7544584489103308,-0.3593013569203143,0.0888065076488913
64,48,0.0523601974775431,0.040684498989478055,0.039178503335462724,0.00834076023976055,-0.5476166474654371,0.6235271557379672,0.07591050827253015,0.14930623282507677
36,49,0.037433734149856804,-0.0319982032832366,0.034224186301400776,0.029337331130051776,-0.38766025641025625,1.9414785879629628,1.5538183315527068,0.08170066757947064
41,50,0.0342466732858001,-0.06595160020470432,0.024453074745796125,-0.0134083010969464,0.7016629711751661,0.2798491777531411,0.9815121489283072,0.0645208540125268
33,51,0.07026998126994,0.03113114786085495,0.048760137443328175,0.07091038748422095,-1.6665576867189764,2.547925697875295,0.8813680111563184,0.12018717503628028
21,52,0.054764384273840526,0.009183539769312748,0.0444539438838982,0.06479943988462797,-2.456985683987274,3.445486479321316,0.988500795334042,0.10569865001729133
38,53,0.015924741670051125,-0.014384181574128924,0.0443534258592402,0.07720179835854145,-1.9816916855885398,2.8801367436311938,0.8984450580426537,0.12425618969802267
62,54,0.03411647043011867,-0.13081096858275293,0.0229800975277842,-0.014724182169430925,0.9497282608695649,0.37583503170289845,1.3255632925724632,0.0749933735659445
24,56,0.03170499651814063,-0.11975516500899243,0.0302728737824555,-0.031902818613917173,1.3259449548678266,-0.7771422810776203,0.5488026737902065,0.0871801644536308
34,57,0.053174023373468646,0.022071754752461523,0.03767122757298465,0.026366030042068327,-1.3642857142857139,2.004862451737452,0.6405767374517384,0.09349062628264443
55,58,0.07471348043333939,-0.10906394675719522,0.03629832944169265,-0.0117123713012239,2.2220205241469655,-0.2563285460624061,1.9656919780845596,0.08849438949381827
37,59,0.04234954371601955,-0.012227058624732726,0.031858362775445896,0.04286838529061383,-0.33381782945736416,1.6575971683893194,1.323779338931955,0.0861990300047312
46,60,0.0506097467053037,-0.16510124006368618,0.04590977299856585,0.06918465121667675,-0.2168942342602605,3.279402038088211,3.062507803827951,0.1128572781680391
27,61,0.038607258372484875,-0.054165373799647774,0.040886089846912624,0.05100223808175045,-0.15650653694131947,2.1275427772710387,1.971036240329719,0.10983245173733508
42,62,0.0286912936603804,-0.13915917773894007,0.0361196803029388,-0.000770282248978525,0.6703133822699039,0.3990521480331266,1.0693655303030305,0.07648729572596392
30,63,0.08737556259889939,-0.13117837943917543,0.0378518010021204,-0.01194447475050565,-0.3518231799797775,0.9135885364004048,0.5617653564206273,0.17894096170727491
54,64,0.04366057755608825,-0.16127421705654355,0.034804287543210105,0.00934067426142465,0.3239021401763693,1.7733248406960773,2.097226980872447,0.08318085864564755
50,65,0.045554369480005824,0.11627810141101917,0.0724356818118235,0.09898401955222141,-1.4076781326781325,2.9623581678269177,1.554680035148785,0.13112507823395148
61,66,0.04444123238405715,0.018376074656250824,0.03608479091979633,0.051804031244528724,-1.8164422786515801,3.5211830724185385,1.704740793766958,0.08029796749113235
56,67,0.06390887851799468,-0.14768554285573504,0.0376526305832668,0.0282467677028971,0.9580627705627701,1.6828910383597888,2.640953808922559,0.08282300972903532
39,68,0.1338911255577786,-0.18189732602850112,0.05262087554730535,-0.0026892189971868246,1.6296216826651606,0.8606799360060231,2.4903016186711837,0.13614096337161172
