pp_id_behav,age,gender,L1,handedness,musical_experience,stim_id,sequence_id,stim_tempo_intended,stim_tempo,stim_sd,length,n_resp,ITI_mean,ITI_sd,tempo_ratio_resp_to_stim,asynchrony_norm_abs_trialsum,iti_cov_norm,stim_entropy_norm_q,resp_entropy_norm_q,entropy_diff_norm_q,G_resp,k_clusters_resp,G_stim,k_clusters_stim,G_diff,silhouette,isochrony_introduced,binary_introduced,ternary_introduced,simple_ratio_introduced
20,26,female,danish,right,0,2,20_2,600,718.298368298368,92.0007966054355,4,4,743.181818181818,121.016485114308,1.0346422196981988,0.0316008377904838,0.1329547412414629,0.6365141682948128,0.6365141682948128,0.0,0.0567914717802945,3.0,0.000926992699832,2.0,0.0558644790804624,0.5814308814300639,-1.0,0.0,0.0,-1.0
20,26,female,danish,right,0,3,20_3,400,386.256544502618,167.844059035368,5,5,424.943181818182,179.148619278118,1.0346422196981988,0.011729895554383,0.3651011758417606,1.039720770839918,1.039720770839918,0.0,0.0047626958828912,2.0,0.0148334742037042,2.0,-0.010070778320813,0.5843585092829898,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,4,20_4,600,673.298429319372,130.251496482456,5,5,675.511363636364,122.856466090843,1.0346422196981988,0.0746474288411977,0.1575055970651687,1.039720770839918,0.6931471805599453,-0.3465735902799726,0.0567914717802945,3.0,0.000926992699832,2.0,0.0558644790804624,0.5814308814300639,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,5,20_5,400,292.670157068063,129.336328031787,5,5,307.840909090909,139.905701713336,1.1001578817658106,0.0251725019166875,0.3935860642298711,1.039720770839918,1.039720770839918,0.0,0.0018106749310119,2.0,0.0001391667274251,2.0,0.0016715082035867,0.5843585092829898,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,6,20_6,600,816.200466200466,34.4956843518621,4,4,848.863636363636,18.4090909090909,1.1001578817658106,0.0179092494496053,0.0177071547671074,0.0,0.0,0.0,0.0359915427804836,4.0,0.0055896928147161,2.0,0.0304018499657675,0.5814308814300639,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,7,20_7,400,358.624708624709,137.761054507242,4,4,334.772727272727,146.651150412656,1.1001578817658106,0.1354031322333029,0.3576759787947208,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.0018106749310119,2.0,0.0001391667274251,2.0,0.0016715082035867,0.5843585092829898,1.0,1.0,0.0,2.0
20,26,female,danish,right,0,8,20_8,600,624.869109947644,122.599572702852,5,5,616.704545454545,167.165077761895,1.1001578817658106,0.0803464176117041,0.2347464519832581,1.039720770839918,1.039720770839918,0.0,0.0359915427804836,4.0,0.0055896928147161,2.0,0.0304018499657675,0.5814308814300639,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,9,20_9,400,478.671328671329,108.560662211609,4,4,467.045454545455,80.7976121691191,1.0032867064894664,0.0575275610982849,0.1412517206647811,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.0018106749310119,2.0,0.0001391667274251,2.0,0.0016715082035867,0.5843585092829898,1.0,0.0,0.0,1.0
20,26,female,danish,right,0,10,20_10,600,735.780885780886,188.757222711589,4,4,762.954545454545,160.264985890491,1.0032867064894664,0.0366181986558508,0.1715119384262354,0.6365141682948128,0.6365141682948128,0.0,0.0359915427804836,4.0,0.0055896928147161,2.0,0.0304018499657675,0.5814308814300639,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,11,20_11,400,313.612565445026,118.805106328981,5,5,334.943181818182,115.857441701087,1.0032867064894664,0.0273133339280478,0.2995597258793607,1.039720770839918,1.039720770839918,0.0,0.0018106749310119,2.0,0.0001391667274251,2.0,0.0016715082035867,0.5843585092829898,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,12,20_12,600,631.413612565445,169.713477368908,5,5,616.704545454545,194.927275059145,1.0032867064894664,0.064054726368159,0.2737323299073018,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.0359915427804836,4.0,0.0055896928147161,2.0,0.0304018499657675,0.5814308814300639,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,13,20_13,400,450.699300699301,177.324787875608,4,4,440.454545454545,173.192555143184,1.0518356643356643,0.0121196982324845,0.3210572590881344,0.6365141682948128,0.6365141682948128,0.0,0.0018106749310119,2.0,0.0001391667274251,2.0,0.0016715082035867,0.5843585092829898,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,14,20_14,600,584.947643979058,197.320100313428,5,5,594.715909090909,147.427712010311,1.0518356643356643,0.0845822958848827,0.2146842582669643,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.0359915427804836,4.0,0.0055896928147161,2.0,0.0304018499657675,0.5814308814300639,2.0,0.0,0.0,2.0
20,26,female,danish,right,0,15,20_15,400,479.842931937173,112.595880458673,5,5,466.363636363636,141.249954289468,1.0518356643356643,0.0618377982599714,0.2622975703077536,0.6931471805599453,0.6931471805599453,0.0,0.0018106749310119,2.0,0.0001391667274251,2.0,0.0016715082035867,0.5843585092829898,0.0,1.0,0.0,1.0
20,26,female,danish,right,0,16,20_16,600,562.121212121212,125.306281977652,4,4,572.045454545455,75.2197194779872,1.0518356643356643,0.0628143305184709,0.1073632231217021,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.0359915427804836,4.0,0.0055896928147161,2.0,0.0304018499657675,0.5814308814300639,1.0,0.0,0.0,1.0
20,26,female,danish,right,0,17,20_17,400,450.392670157068,93.7152056475384,5,5,466.875,73.3398385700951,1.0400185634727968,0.0816416175918702,0.1360410459141141,1.039720770839918,0.6931471805599453,-0.3465735902799726,0.0047626958828912,2.0,0.0148334742037042,2.0,-0.010070778320813,0.5843585092829898,1.0,0.0,0.0,1.0
20,26,female,danish,right,0,18,20_18,600,503.141361256545,188.075235620296,5,5,468.409090909091,211.477974938993,1.0400185634727968,0.0726590296679676,0.3909943299405392,0.5623351446188083,0.5623351446188083,0.0,0.0567914717802945,3.0,0.000926992699832,2.0,0.0558644790804624,0.5814308814300639,0.0,0.0,0.0,0.0
20,26,female,danish,right,0,19,20_19,400,360.732984293194,175.483813676163,5,5,359.488636363636,130.133087073348,1.0400185634727968,0.1248805141555888,0.3134968615931798,0.6931471805599453,1.039720770839918,0.3465735902799726,0.0047626958828912,2.0,0.0148334742037042,2.0,-0.010070778320813,0.5843585092829898,0.0,-1.0,0.0,-1.0
20,26,female,danish,right,0,20,20_20,600,563.350785340314,223.076998210191,5,5,554.318181818182,215.268907367829,0.9334904127396816,0.110567360320443,0.3363200929364573,1.039720770839918,0.6931471805599453,-0.3465735902799726,0.0567914717802945,3.0,0.000926992699832,2.0,0.0558644790804624,0.5814308814300639,1.0,0.0,0.0,1.0
20,26,female,danish,right,0,21,20_21,400,481.151832460733,113.555450051814,5,5,469.943181818182,133.716783548212,0.9334904127396816,0.0372687704026116,0.2464173030813322,0.5623351446188083,0.5623351446188083,0.0,0.0047626958828912,2.0,0.0148334742037042,2.0,-0.010070778320813,0.5843585092829898,0.0,1.0,0.0,1.0
