pp_id_behav,pp_id_scan,stim_tempo_intended,length,condition,n_trials,G_resp,entropy_diff_norm_q_avg,asynchrony_norm_abs_avg,iti_ioi_cov_diff_avg,isochrony_introduced,binary_or_ternary_introduced,simple_ratios_introduced,tempo_deviation_abs_avg,edit_distance_norm_q_avg
53,20,600,4,600_4,43,0.0848204507196059,-0.11842124061298842,0.024505408597163356,-0.024837006117246124,2.0930232558139537,-0.8313953488372092,1.2616279069767444,0.06621572407316471,0.7441860465116279
28,21,600,4,600_4,42,0.0746400619994754,-0.20656267344796694,0.03624167271372048,-0.027652917258130065,1.0714285714285705,-0.4255952380952381,0.6458333333333321,0.07201707435223485,1.2857142857142858
22,22,600,4,600_4,35,0.1012989742058155,-0.0264056068784741,0.07093152253511707,0.06491904993009878,1.0285714285714285,3.0428571428571423,4.071428571428571,0.12492331432437301,1.7142857142857142
51,23,600,4,600_4,40,0.0728993934308435,0.1488789890928461,0.03957656820063281,-0.0011640339223756438,-2.4749999999999988,0.2234374999999997,-2.251562499999999,0.10550817537501224,1.175
43,24,600,4,600_4,40,0.0242512082190006,0.15171063970610274,0.09180950165029718,0.1483356237589818,-4.9499999999999975,3.8578125,-1.0921874999999974,0.24441522694993495,2.075
44,25,600,4,600_4,48,0.023355704154642,-0.1914551334651442,0.03379256089903461,-0.0037501035381369337,2.25,0.0,2.25,0.14933174437784075,1.0833333333333333
35,26,600,4,600_4,41,0.0655777194068719,-0.14099374428761774,0.03747840611583232,-0.025458561153630814,1.5365853658536572,-0.4359756097560978,1.1006097560975594,0.08372419698047615,1.170731707317073
29,27,600,4,600_4,43,0.0786123476739564,-0.23805448125246553,0.0446163924039693,-0.014081412629120072,2.930232558139533,1.0392441860465118,3.969476744186045,0.1151282115306455,1.302325581395349
23,28,600,4,600_4,47,0.0084141579410184,-0.195528646943126,0.03638557337242526,-0.024872433140802473,0.3829787234042552,-1.1409574468085109,-0.7579787234042556,0.08286908348292518,1.1063829787234043
20,29,600,4,600_4,48,0.0567914717802945,-0.17819442162566895,0.020365708305867942,-0.0035170119164888427,1.6874999999999982,0.3723958333333332,2.0598958333333317,0.045895230874887026,0.5625
59,30,600,4,600_4,43,0.0168599286652347,-0.1236894278004426,0.03900131408792279,-0.012875433164212205,0.8372093023255793,-0.8313953488372097,0.0058139534883696,0.1859872851302346,1.2325581395348837
26,31,600,4,600_4,43,0.0595812049415104,-0.0040561871609654885,0.029536489016666615,-0.001566042573539445,-1.4651162790697665,-0.4156976744186047,-1.8808139534883712,0.06835179809924724,0.6744186046511628
31,32,600,4,600_4,46,0.0290039596016722,-0.108039419556,0.042368528799592145,0.01900519080261065,0.9782608695652169,2.441576086956522,3.419836956521739,0.06582324473595233,1.391304347826087
25,33,600,4,600_4,46,0.0169721080958312,-0.027674529056296193,0.03032001231420359,0.012184515996746765,-1.3695652173913049,1.942934782608696,0.5733695652173911,0.08515539685959608,0.8695652173913043
32,34,600,4,600_4,45,0.0410102856759587,-0.04107538847762638,0.03187027999582607,0.03641251499402174,-1.0,3.177777777777778,2.177777777777778,0.08683489770070404,0.9555555555555556
63,35,600,4,600_4,27,0.3516069000604459,-0.40915825592860544,0.05584800761262673,-0.02228063986977609,4.666666666666663,-0.4027777777777778,4.263888888888886,0.20897569168502764,1.6666666666666667
48,36,600,4,600_4,48,0.0646294424310536,-0.02524746485829947,0.031350898440909394,0.01639680156593619,-3.374999999999999,0.9309895833333336,-2.4440104166666656,0.06107448070224254,1.1041666666666667
52,37,600,4,600_4,18,0.1133420961515554,-0.1477401498727509,0.05510969311316495,0.02024781877887259,1.4999999999999982,1.9861111111111116,3.48611111111111,0.12781522445616225,1.7222222222222223
58,38,600,4,600_4,46,0.0504639560914336,-0.023882875840611082,0.03848801578397424,0.023234090270991783,-0.195652173913043,0.971467391304348,0.7758152173913051,0.09227920523525976,1.173913043478261
66,39,600,4,600_4,36,0.014656474152659,0.16057620877200912,0.05058718337070945,0.05112820005382412,-2.749999999999999,0.0,-2.749999999999999,0.11640350047431125,1.5555555555555556
60,40,600,4,600_4,17,0.0337241057654827,-0.016922474850104754,0.0949505219969612,0.11603501839747472,-2.6470588235294112,3.338235294117647,0.691176470588236,0.21237428535516223,2.411764705882353
45,41,600,4,600_4,41,0.0112283958949244,0.0014914639851524717,0.03247312848856504,0.023119417321200122,-0.6585365853658534,0.6539634146341466,-0.0045731707317067,0.060781626977619796,1.024390243902439
57,42,600,4,600_4,43,0.0262803518585404,3.4425520143415706e-18,0.03406514225790445,0.028227190486943964,-0.4186046511627896,1.4549418604651168,1.036337209302327,0.09653083613904373,1.0
47,43,600,4,600_4,45,0.039353395176284,-0.14899866125642047,0.028532899680220013,-0.008265381687501728,1.0,1.3472222222222223,2.3472222222222223,0.08704093710926397,0.7333333333333333
49,44,600,4,600_4,48,0.0496510946094344,-0.09990410940946842,0.026060404630031495,0.009969496652840958,-0.75,0.55859375,-0.19140625,0.08306036256207196,0.625
40,46,600,4,600_4,48,0.0739635060122749,-0.0939107329000563,0.028443134442190217,-0.014641902168599782,0.75,-0.55859375,0.19140625,0.07562973476401708,0.8541666666666666
65,47,600,4,600_4,43,0.0446680339950397,-0.08333764973153741,0.032725533491842894,-0.02812137097328077,0.2093023255813939,-1.247093023255814,-1.03779069767442,0.0979134688004958,1.0465116279069768
64,48,600,4,600_4,30,0.0490100415824988,0.024992673094169252,0.04137459610840808,0.004415732107663421,-0.8999999999999986,0.0,-0.8999999999999986,0.17830990079506664,1.4333333333333333
