"","pp_id","age","gender","L1","handedness","musical_experience","stim_id","sequence_id","length","n_resp","stim_tempo_intended","stim_tempo","stim_sd","interval_i","stim_ioi","resp_iti","ioi_iti_diff"
"19",1,22,"F","Danish","right",1,6,"1_6",5,5,400,221.989528795812,51.7636647468199,1,194.502617801047,171.818181818182,22.6844359828651
"20",1,22,"F","Danish","right",1,6,"1_6",5,5,400,221.989528795812,51.7636647468199,2,176.178010471204,184.090909090909,7.91289861970483
"21",1,22,"F","Danish","right",1,6,"1_6",5,5,400,221.989528795812,51.7636647468199,3,293.979057591623,272.045454545455,21.9336030461685
"22",1,22,"F","Danish","right",1,6,"1_6",5,5,400,221.989528795812,51.7636647468199,4,223.298429319372,337.5,114.201570680628
"23",1,22,"F","Danish","right",1,7,"1_7",4,4,600,541.142191142191,168.28077186226,1,591.258741258741,355.909090909091,235.34965034965
"24",1,22,"F","Danish","right",1,7,"1_7",4,4,600,541.142191142191,168.28077186226,2,353.496503496503,640.227272727273,286.730769230769
"25",1,22,"F","Danish","right",1,7,"1_7",4,4,600,541.142191142191,168.28077186226,3,678.671328671329,621.818181818182,56.8531468531469
"26",1,22,"F","Danish","right",1,8,"1_8",5,5,400,358.115183246073,119.361393876209,1,453.664921465969,296.590909090909,157.074012375059
"27",1,22,"F","Danish","right",1,8,"1_8",5,5,400,358.115183246073,119.361393876209,2,456.282722513089,529.772727272727,73.4900047596382
"28",1,22,"F","Danish","right",1,8,"1_8",5,5,400,358.115183246073,119.361393876209,3,210.20942408377,192.272727272727,17.9366968110426
"29",1,22,"F","Danish","right",1,8,"1_8",5,5,400,358.115183246073,119.361393876209,4,312.303664921466,327.272727272727,14.9690623512615
"30",1,22,"F","Danish","right",1,9,"1_9",4,4,600,647.202797202797,80.6472908718237,1,724.125874125874,791.590909090909,67.4650349650349
"31",1,22,"F","Danish","right",1,9,"1_9",4,4,600,647.202797202797,80.6472908718237,2,563.286713286713,550.227272727273,13.0594405594406
"32",1,22,"F","Danish","right",1,9,"1_9",4,4,600,647.202797202797,80.6472908718237,3,654.195804195804,554.318181818182,99.8776223776222
"33",1,22,"F","Danish","right",1,10,"1_10",5,5,400,354.188481675393,215.233558021932,1,422.251308900524,490.909090909091,68.6577820085674
"34",1,22,"F","Danish","right",1,10,"1_10",5,5,400,354.188481675393,215.233558021932,2,218.062827225131,161.590909090909,56.4719181342218
"35",1,22,"F","Danish","right",1,10,"1_10",5,5,400,354.188481675393,215.233558021932,3,150,274.090909090909,124.090909090909
"36",1,22,"F","Danish","right",1,10,"1_10",5,5,400,354.188481675393,215.233558021932,4,626.439790575916,304.772727272727,321.667063303189
"37",1,22,"F","Danish","right",1,11,"1_11",4,4,600,452.564102564103,107.788380843709,1,367.482517482517,300.681818181818,66.8006993006994
"38",1,22,"F","Danish","right",1,11,"1_11",4,4,600,452.564102564103,107.788380843709,2,573.776223776224,548.181818181818,25.5944055944055
"39",1,22,"F","Danish","right",1,11,"1_11",4,4,600,452.564102564103,107.788380843709,3,416.433566433567,540,123.566433566433
"40",1,22,"F","Danish","right",1,12,"1_12",4,4,400,295.687645687646,89.7133118784421,1,219.93006993007,229.090909090909,9.1608391608392
"41",1,22,"F","Danish","right",1,12,"1_12",4,4,400,295.687645687646,89.7133118784421,2,394.755244755245,388.636363636364,6.11888111888112
"42",1,22,"F","Danish","right",1,12,"1_12",4,4,400,295.687645687646,89.7133118784421,3,272.377622377622,212.727272727273,59.6503496503499
"43",1,22,"F","Danish","right",1,13,"1_13",4,4,600,687.995337995338,128.295158047873,1,608.741258741259,670.909090909091,62.1678321678322
"44",1,22,"F","Danish","right",1,13,"1_13",4,4,600,687.995337995338,128.295158047873,2,836.013986013986,934.772727272727,98.7587412587412
"45",1,22,"F","Danish","right",1,13,"1_13",4,4,600,687.995337995338,128.295158047873,3,619.230769230769,644.318181818182,25.0874125874129
"46",1,22,"F","Danish","right",1,14,"1_14",5,5,400,435.340314136126,79.9465753650706,1,553.141361256545,656.590909090909,103.449547834365
"47",1,22,"F","Danish","right",1,14,"1_14",5,5,400,435.340314136126,79.9465753650706,2,375.130890052356,392.727272727273,17.5963826749168
"48",1,22,"F","Danish","right",1,14,"1_14",5,5,400,435.340314136126,79.9465753650706,3,403.926701570681,366.136363636364,37.7903379343171
"49",1,22,"F","Danish","right",1,14,"1_14",5,5,400,435.340314136126,79.9465753650706,4,409.162303664921,353.863636363636,55.2986673012849
"50",1,22,"F","Danish","right",1,15,"1_15",5,5,600,692.931937172775,122.618203441156,1,760.994764397906,742.5,18.4947643979058
"51",1,22,"F","Danish","right",1,15,"1_15",5,5,600,692.931937172775,122.618203441156,2,512.303664921466,464.318181818182,47.985483103284
"52",1,22,"F","Danish","right",1,15,"1_15",5,5,600,692.931937172775,122.618203441156,3,776.701570680628,746.590909090909,30.1106615897193
"53",1,22,"F","Danish","right",1,15,"1_15",5,5,600,692.931937172775,122.618203441156,4,721.727748691099,758.863636363636,37.1358876725371
"54",1,22,"F","Danish","right",1,17,"1_17",5,5,600,656.937172774869,164.836607992313,1,716.492146596859,717.954545454545,1.46239885768682
"55",1,22,"F","Danish","right",1,17,"1_17",5,5,600,656.937172774869,164.836607992313,2,821.204188481675,427.5,393.704188481675
"56",1,22,"F","Danish","right",1,17,"1_17",5,5,600,656.937172774869,164.836607992313,3,658.900523560209,355.909090909091,302.991432651118
"57",1,22,"F","Danish","right",1,17,"1_17",5,5,600,656.937172774869,164.836607992313,4,431.151832460733,355.909090909091,75.2427415516422
"58",1,22,"F","Danish","right",1,19,"1_19",4,4,600,564.452214452214,59.1656883286575,1,629.72027972028,781.363636363636,151.643356643357
"59",1,22,"F","Danish","right",1,19,"1_19",4,4,600,564.452214452214,59.1656883286575,2,514.335664335664,490.909090909091,23.4265734265737
"60",1,22,"F","Danish","right",1,19,"1_19",4,4,600,564.452214452214,59.1656883286575,3,549.300699300699,417.272727272727,132.027972027972
"61",1,22,"F","Danish","right",1,20,"1_20",4,4,400,428.554778554779,138.204064722995,1,275.874125874126,288.409090909091,12.534965034965
"62",1,22,"F","Danish","right",1,20,"1_20",4,4,400,428.554778554779,138.204064722995,2,464.685314685315,523.636363636364,58.9510489510488
"63",1,22,"F","Danish","right",1,20,"1_20",4,4,400,428.554778554779,138.204064722995,3,545.104895104895,499.090909090909,46.0139860139861
"64",1,22,"F","Danish","right",1,21,"1_21",4,4,600,753.263403263403,99.7780639898576,1,640.20979020979,654.545454545455,14.3356643356643
"65",1,22,"F","Danish","right",1,21,"1_21",4,4,600,753.263403263403,99.7780639898576,2,790.559440559441,392.727272727273,397.832167832168
"66",1,22,"F","Danish","right",1,21,"1_21",4,4,600,753.263403263403,99.7780639898576,3,829.020979020979,1004.31818181818,175.297202797203
"67",1,22,"F","Danish","right",1,22,"1_22",4,4,400,455.361305361305,204.667447134946,1,622.027972027972,683.181818181818,61.1538461538462
"68",1,22,"F","Danish","right",1,22,"1_22",4,4,400,455.361305361305,204.667447134946,2,226.923076923077,198.409090909091,28.5139860139859
"69",1,22,"F","Danish","right",1,22,"1_22",4,4,400,455.361305361305,204.667447134946,3,517.132867132867,372.272727272727,144.86013986014
"70",1,22,"F","Danish","right",1,23,"1_23",4,4,600,560.955710955711,248.456857386868,1,843.006993006993,699.545454545454,143.461538461539
"71",1,22,"F","Danish","right",1,23,"1_23",4,4,600,560.955710955711,248.456857386868,2,374.475524475524,349.772727272727,24.702797202797
"72",1,22,"F","Danish","right",1,23,"1_23",4,4,600,560.955710955711,248.456857386868,3,465.384615384615,308.863636363636,156.520979020979
"73",1,22,"F","Danish","right",1,24,"1_24",5,5,400,381.675392670157,225.115669764332,1,602.879581151832,601.363636363636,1.51594478819607
"74",1,22,"F","Danish","right",1,24,"1_24",5,5,400,381.675392670157,225.115669764332,2,547.905759162304,171.818181818182,376.087577344122
"75",1,22,"F","Danish","right",1,24,"1_24",5,5,400,381.675392670157,225.115669764332,3,173.560209424084,194.318181818182,20.757972394098
"76",1,22,"F","Danish","right",1,24,"1_24",5,5,400,381.675392670157,225.115669764332,4,202.356020942408,270,67.6439790575917
"77",1,22,"F","Danish","right",1,25,"1_25",4,4,600,475.874125874126,148.878803189117,1,647.202797202797,683.181818181818,35.979020979021
"78",1,22,"F","Danish","right",1,25,"1_25",4,4,600,475.874125874126,148.878803189117,2,377.972027972028,343.636363636364,34.3356643356644
"79",1,22,"F","Danish","right",1,25,"1_25",4,4,600,475.874125874126,148.878803189117,3,402.447552447552,335.454545454545,66.9930069930069
"80",1,22,"F","Danish","right",1,27,"1_27",5,5,600,543.717277486911,125.345023319386,1,378.795811518325,280.227272727273,98.5685387910519
"81",1,22,"F","Danish","right",1,27,"1_27",5,5,600,543.717277486911,125.345023319386,2,569.895287958115,527.727272727273,42.1680152308425
"82",1,22,"F","Danish","right",1,27,"1_27",5,5,600,543.717277486911,125.345023319386,3,543.717277486911,540,3.71727748691114
"83",1,22,"F","Danish","right",1,27,"1_27",5,5,600,543.717277486911,125.345023319386,4,682.460732984293,834.545454545455,152.084721561162
"84",1,22,"F","Danish","right",1,28,"1_28",5,5,400,462.82722513089,110.868329977985,1,443.193717277487,756.818181818182,313.624464540695
"85",1,22,"F","Danish","right",1,28,"1_28",5,5,400,462.82722513089,110.868329977985,2,563.612565445026,443.863636363636,119.74892908139
"86",1,22,"F","Danish","right",1,28,"1_28",5,5,400,462.82722513089,110.868329977985,3,529.581151832461,419.318181818182,110.262970014279
"87",1,22,"F","Danish","right",1,28,"1_28",5,5,400,462.82722513089,110.868329977985,4,314.921465968586,292.5,22.4214659685865
"88",1,22,"F","Danish","right",1,29,"1_29",5,5,600,531.937172774869,179.448304624229,1,774.083769633508,744.545454545455,29.5383150880531
"89",1,22,"F","Danish","right",1,29,"1_29",5,5,600,531.937172774869,179.448304624229,2,562.041884816754,435.681818181818,126.360066634936
"90",1,22,"F","Danish","right",1,29,"1_29",5,5,600,531.937172774869,179.448304624229,3,394.502617801047,378.409090909091,16.0935268919561
"91",1,22,"F","Danish","right",1,29,"1_29",5,5,600,531.937172774869,179.448304624229,4,397.120418848167,331.363636363636,65.756782484531
"92",1,22,"F","Danish","right",1,30,"1_30",4,4,400,337.645687645688,162.101059680314,1,258.391608391608,231.136363636364,27.2552447552449
"93",1,22,"F","Danish","right",1,30,"1_30",4,4,400,337.645687645688,162.101059680314,2,230.41958041958,257.727272727273,27.3076923076923
"94",1,22,"F","Danish","right",1,30,"1_30",4,4,400,337.645687645688,162.101059680314,3,524.125874125874,480.681818181818,43.4440559440559
"95",1,22,"F","Danish","right",1,31,"1_31",4,4,600,592.424242424242,85.9552170978661,1,510.839160839161,681.136363636364,170.297202797203
"96",1,22,"F","Danish","right",1,31,"1_31",4,4,600,592.424242424242,85.9552170978661,2,584.265734265734,405,179.265734265734
"97",1,22,"F","Danish","right",1,31,"1_31",4,4,600,592.424242424242,85.9552170978661,3,682.167832167832,366.136363636364,316.031468531468
"98",1,22,"F","Danish","right",1,32,"1_32",4,4,400,490.32634032634,212.290846385358,1,643.006993006993,660.681818181818,17.6748251748251
"99",1,22,"F","Danish","right",1,32,"1_32",4,4,400,490.32634032634,212.290846385358,2,247.902097902098,239.318181818182,8.58391608391594
"100",1,22,"F","Danish","right",1,32,"1_32",4,4,400,490.32634032634,212.290846385358,3,580.06993006993,429.545454545454,150.524475524476
"101",1,22,"F","Danish","right",1,33,"1_33",5,5,600,489.397905759162,88.8093265341311,1,467.801047120419,685.227272727273,217.426225606854
"102",1,22,"F","Danish","right",1,33,"1_33",5,5,600,489.397905759162,88.8093265341311,2,603.926701570681,394.772727272727,209.153974297953
"103",1,22,"F","Danish","right",1,33,"1_33",5,5,600,489.397905759162,88.8093265341311,3,496.596858638743,349.772727272727,146.824131366016
"104",1,22,"F","Danish","right",1,33,"1_33",5,5,600,489.397905759162,88.8093265341311,4,389.267015706806,484.772727272727,95.5057115659208
"105",1,22,"F","Danish","right",1,34,"1_34",5,5,400,305.104712041885,52.8931867831852,1,288.743455497382,257.727272727273,31.0161827701096
"106",1,22,"F","Danish","right",1,34,"1_34",5,5,400,305.104712041885,52.8931867831852,2,283.507853403141,251.590909090909,31.9169443122321
"107",1,22,"F","Danish","right",1,34,"1_34",5,5,400,305.104712041885,52.8931867831852,3,265.183246073298,368.181818181818,102.99857210852
"108",1,22,"F","Danish","right",1,34,"1_34",5,5,400,305.104712041885,52.8931867831852,4,382.984293193717,378.409090909091,4.57520228462647
"109",1,22,"F","Danish","right",1,36,"1_36",5,5,400,421.596858638743,170.182237365245,1,623.821989528796,511.363636363636,112.458353165159
"110",1,22,"F","Danish","right",1,36,"1_36",5,5,400,421.596858638743,170.182237365245,2,419.633507853403,235.227272727273,184.40623512613
"111",1,22,"F","Danish","right",1,36,"1_36",5,5,400,421.596858638743,170.182237365245,3,207.591623036649,298.636363636364,91.0447405997145
"112",1,22,"F","Danish","right",1,36,"1_36",5,5,400,421.596858638743,170.182237365245,4,435.340314136126,474.545454545454,39.2051404093286
"113",1,22,"F","Danish","right",1,37,"1_37",5,5,600,416.099476439791,71.2559802914883,1,410.20942408377,656.590909090909,246.381485007139
"114",1,22,"F","Danish","right",1,37,"1_37",5,5,600,416.099476439791,71.2559802914883,2,517.539267015707,351.818181818182,165.721085197525
"115",1,22,"F","Danish","right",1,37,"1_37",5,5,600,416.099476439791,71.2559802914883,3,381.413612565445,306.818181818182,74.595430747263
"116",1,22,"F","Danish","right",1,37,"1_37",5,5,600,416.099476439791,71.2559802914883,4,355.235602094241,435.681818181818,80.4462160875771
"117",1,22,"F","Danish","right",1,38,"1_38",5,5,400,306.413612565445,123.3310317312,1,275.65445026178,464.318181818182,188.663731556402
"118",1,22,"F","Danish","right",1,38,"1_38",5,5,400,306.413612565445,123.3310317312,2,487.696335078534,237.272727272727,250.423607805807
"119",1,22,"F","Danish","right",1,38,"1_38",5,5,400,306.413612565445,123.3310317312,3,215.44502617801,233.181818181818,17.7367920038075
"120",1,22,"F","Danish","right",1,38,"1_38",5,5,400,306.413612565445,123.3310317312,4,246.858638743455,239.318181818182,7.54045692527347
"121",1,22,"F","Danish","right",1,40,"1_40",5,5,400,356.151832460733,80.9792399872881,1,401.30890052356,237.272727272727,164.036173250833
"122",1,22,"F","Danish","right",1,40,"1_40",5,5,400,356.151832460733,80.9792399872881,2,244.240837696335,396.818181818182,152.577344121847
"123",1,22,"F","Danish","right",1,40,"1_40",5,5,400,356.151832460733,80.9792399872881,3,427.486910994764,343.636363636364,83.8505473584007
"124",1,22,"F","Danish","right",1,40,"1_40",5,5,400,356.151832460733,80.9792399872881,4,351.570680628272,364.090909090909,12.5202284626369
"125",1,22,"F","Danish","right",1,41,"1_41",5,5,600,721.727748691099,126.397598819755,1,700.785340314136,693.409090909091,7.3762494050452
"126",1,22,"F","Danish","right",1,41,"1_41",5,5,600,721.727748691099,126.397598819755,2,787.17277486911,478.636363636364,308.536411232746
"127",1,22,"F","Danish","right",1,41,"1_41",5,5,600,721.727748691099,126.397598819755,3,554.188481675393,744.545454545455,190.356972870062
"128",1,22,"F","Danish","right",1,41,"1_41",5,5,600,721.727748691099,126.397598819755,4,844.764397905759,773.181818181818,71.5825797239406
"129",1,22,"F","Danish","right",1,42,"1_42",5,5,400,345.680628272251,200.558130885523,1,613.350785340314,564.545454545455,48.8053307948596
"130",1,22,"F","Danish","right",1,42,"1_42",5,5,400,345.680628272251,200.558130885523,2,184.031413612565,188.181818181818,4.15040456925283
"131",1,22,"F","Danish","right",1,42,"1_42",5,5,400,345.680628272251,200.558130885523,3,385.602094240838,368.181818181818,17.4202760590196
"132",1,22,"F","Danish","right",1,42,"1_42",5,5,400,345.680628272251,200.558130885523,4,199.738219895288,421.363636363636,221.625416468348
"133",1,22,"F","Danish","right",1,43,"1_43",5,5,600,682.460732984293,45.7429054871942,1,648.429319371728,762.954545454545,114.525226082818
"134",1,22,"F","Danish","right",1,43,"1_43",5,5,600,682.460732984293,45.7429054871942,2,679.842931937173,730.227272727273,50.3843407901001
"135",1,22,"F","Danish","right",1,43,"1_43",5,5,600,682.460732984293,45.7429054871942,3,653.664921465969,454.090909090909,199.57401237506
"136",1,22,"F","Danish","right",1,43,"1_43",5,5,600,682.460732984293,45.7429054871942,4,747.905759162303,705.681818181818,42.2239409804854
"137",1,22,"F","Danish","right",1,44,"1_44",5,5,400,306.413612565445,114.374740566932,1,186.649214659686,177.954545454545,8.69466920514037
"138",1,22,"F","Danish","right",1,44,"1_44",5,5,400,306.413612565445,114.374740566932,2,299.214659685864,380.454545454545,81.2398857686816
"139",1,22,"F","Danish","right",1,44,"1_44",5,5,400,306.413612565445,114.374740566932,3,278.272251308901,349.772727272727,71.5004759638267
"140",1,22,"F","Danish","right",1,44,"1_44",5,5,400,306.413612565445,114.374740566932,4,461.51832460733,542.045454545455,80.527129938125
"141",1,22,"F","Danish","right",1,45,"1_45",5,5,600,584.947643979058,161.094054145525,1,669.371727748691,664.772727272727,4.59900047596375
"142",1,22,"F","Danish","right",1,45,"1_45",5,5,600,584.947643979058,161.094054145525,2,407.591623036649,409.090909090909,1.49928605425998
"143",1,22,"F","Danish","right",1,45,"1_45",5,5,600,584.947643979058,161.094054145525,3,499.214659685864,677.045454545455,177.830794859591
"144",1,22,"F","Danish","right",1,45,"1_45",5,5,600,584.947643979058,161.094054145525,4,763.612565445026,814.090909090909,50.4783436458827
"145",1,22,"F","Danish","right",1,46,"1_46",4,4,400,402.913752913753,59.7823711106395,1,373.776223776224,323.181818181818,50.5944055944058
"146",1,22,"F","Danish","right",1,46,"1_46",4,4,400,402.913752913753,59.7823711106395,2,471.678321678322,513.409090909091,41.7307692307693
"147",1,22,"F","Danish","right",1,46,"1_46",4,4,400,402.913752913753,59.7823711106395,3,363.286713286713,505.227272727273,141.940559440559
"148",1,22,"F","Danish","right",1,47,"1_47",5,5,600,496.596858638743,113.565507662219,1,541.099476439791,679.090909090909,137.991432651118
"149",1,22,"F","Danish","right",1,47,"1_47",5,5,600,496.596858638743,113.565507662219,2,635.340314136126,400.909090909091,234.431223227035
"150",1,22,"F","Danish","right",1,47,"1_47",5,5,600,496.596858638743,113.565507662219,3,386.649214659686,368.181818181818,18.4673964778674
"151",1,22,"F","Danish","right",1,47,"1_47",5,5,600,496.596858638743,113.565507662219,4,423.298429319372,380.454545454545,42.8438838648262
"152",1,22,"F","Danish","right",1,48,"1_48",4,4,400,295.687645687646,118.692432187241,1,167.482517482517,139.090909090909,28.3916083916085
"153",1,22,"F","Danish","right",1,48,"1_48",4,4,400,295.687645687646,118.692432187241,2,401.748251748252,384.545454545455,17.2027972027973
"154",1,22,"F","Danish","right",1,48,"1_48",4,4,400,295.687645687646,118.692432187241,3,317.832167832168,386.590909090909,68.7587412587413
"155",1,22,"F","Danish","right",1,49,"1_49",5,5,400,517.146596858639,176.66278418602,1,555.759162303665,580.909090909091,25.149928605426
"156",1,22,"F","Danish","right",1,49,"1_49",5,5,400,517.146596858639,176.66278418602,2,618.586387434555,623.863636363636,5.27724892908145
"157",1,22,"F","Danish","right",1,49,"1_49",5,5,400,517.146596858639,176.66278418602,3,636.910994764398,582.954545454545,53.9564493098524
"158",1,22,"F","Danish","right",1,49,"1_49",5,5,400,517.146596858639,176.66278418602,4,257.329842931937,280.227272727273,22.8974297953353
"159",1,22,"F","Danish","right",1,50,"1_50",5,5,600,549.607329842932,154.906224939726,1,585.602094240838,533.863636363636,51.7384578772012
"160",1,22,"F","Danish","right",1,50,"1_50",5,5,600,549.607329842932,154.906224939726,2,753.141361256545,711.818181818182,41.3231794383628
"161",1,22,"F","Danish","right",1,50,"1_50",5,5,600,549.607329842932,154.906224939726,3,446.858638743455,415.227272727273,31.6313660161829
"162",1,22,"F","Danish","right",1,50,"1_50",5,5,600,549.607329842932,154.906224939726,4,412.82722513089,386.590909090909,26.2363160399805
"163",1,22,"F","Danish","right",1,51,"1_51",5,5,400,344.371727748691,113.633373248367,1,212.82722513089,192.272727272727,20.5544978581628
"164",1,22,"F","Danish","right",1,51,"1_51",5,5,400,344.371727748691,113.633373248367,2,341.099476439791,378.409090909091,37.3096144693004
"165",1,22,"F","Danish","right",1,51,"1_51",5,5,400,344.371727748691,113.633373248367,3,490.314136125654,360,130.314136125654
"166",1,22,"F","Danish","right",1,51,"1_51",5,5,400,344.371727748691,113.633373248367,4,333.246073298429,482.727272727273,149.481199428843
"167",1,22,"F","Danish","right",1,52,"1_52",4,4,600,605.244755244755,133.966741682993,1,696.153846153846,638.181818181818,57.9720279720279
"168",1,22,"F","Danish","right",1,52,"1_52",4,4,600,605.244755244755,133.966741682993,2,668.181818181818,654.545454545454,13.636363636364
"169",1,22,"F","Danish","right",1,52,"1_52",4,4,600,605.244755244755,133.966741682993,3,451.398601398601,409.090909090909,42.3076923076919
"170",1,22,"F","Danish","right",1,53,"1_53",5,5,400,526.30890052356,44.5987566424105,1,500.785340314136,470.454545454545,30.3307948595906
"171",1,22,"F","Danish","right",1,53,"1_53",5,5,400,526.30890052356,44.5987566424105,2,513.874345549738,445.909090909091,67.9652546406473
"172",1,22,"F","Danish","right",1,53,"1_53",5,5,400,526.30890052356,44.5987566424105,3,498.167539267016,431.590909090909,66.5766301761064
"173",1,22,"F","Danish","right",1,53,"1_53",5,5,400,526.30890052356,44.5987566424105,4,592.408376963351,656.590909090909,64.1825321275583
"174",1,22,"F","Danish","right",1,54,"1_54",4,4,600,577.272727272727,72.7575246387581,1,615.734265734266,542.045454545455,73.6888111888112
"175",1,22,"F","Danish","right",1,54,"1_54",4,4,600,577.272727272727,72.7575246387581,2,622.727272727273,517.5,105.227272727273
"176",1,22,"F","Danish","right",1,54,"1_54",4,4,600,577.272727272727,72.7575246387581,3,493.356643356643,497.045454545454,3.68881118881086
"177",1,22,"F","Danish","right",1,55,"1_55",4,4,400,554.428904428905,144.348154534475,1,639.51048951049,566.590909090909,72.9195804195806
"178",1,22,"F","Danish","right",1,55,"1_55",4,4,400,554.428904428905,144.348154534475,2,387.762237762238,834.545454545455,446.783216783217
"179",1,22,"F","Danish","right",1,55,"1_55",4,4,400,554.428904428905,144.348154534475,3,636.013986013986,386.590909090909,249.423076923077
"180",1,22,"F","Danish","right",1,56,"1_56",4,4,600,628.554778554779,226.068172437732,1,720.629370629371,548.181818181818,172.447552447553
"181",1,22,"F","Danish","right",1,56,"1_56",4,4,600,628.554778554779,226.068172437732,2,370.979020979021,863.181818181818,492.202797202797
"182",1,22,"F","Danish","right",1,56,"1_56",4,4,600,628.554778554779,226.068172437732,3,794.055944055944,435.681818181818,358.374125874126
"183",1,22,"F","Danish","right",1,57,"1_57",5,5,400,465.44502617801,209.320436830017,1,610.732984293194,535.909090909091,74.8238933841027
"184",1,22,"F","Danish","right",1,57,"1_57",5,5,400,465.44502617801,209.320436830017,2,165.706806282722,145.227272727273,20.4795335554497
"185",1,22,"F","Danish","right",1,57,"1_57",5,5,400,465.44502617801,209.320436830017,3,608.115183246073,345.681818181818,262.433365064255
"186",1,22,"F","Danish","right",1,57,"1_57",5,5,400,465.44502617801,209.320436830017,4,477.225130890052,523.636363636364,46.4112327463115
"187",1,22,"F","Danish","right",1,58,"1_58",5,5,600,706.675392670157,138.938829807961,1,504.450261780105,492.954545454545,11.4957163255594
"188",1,22,"F","Danish","right",1,58,"1_58",5,5,600,706.675392670157,138.938829807961,2,792.408376963351,722.045454545455,70.3629224178962
"189",1,22,"F","Danish","right",1,58,"1_58",5,5,600,706.675392670157,138.938829807961,3,802.879581151832,769.090909090909,33.7886720609233
"190",1,22,"F","Danish","right",1,58,"1_58",5,5,600,706.675392670157,138.938829807961,4,726.96335078534,517.5,209.46335078534
"191",1,22,"F","Danish","right",1,61,"1_61",5,5,400,366.623036649215,221.007895392346,1,155.235602094241,163.636363636364,8.40076154212278
"192",1,22,"F","Danish","right",1,61,"1_61",5,5,400,366.623036649215,221.007895392346,2,574.083769633508,460.227272727273,113.856496906235
"193",1,22,"F","Danish","right",1,61,"1_61",5,5,400,366.623036649215,221.007895392346,3,540.052356020942,957.272727272727,417.220371251785
"194",1,22,"F","Danish","right",1,61,"1_61",5,5,400,366.623036649215,221.007895392346,4,197.120418848167,171.818181818182,25.3022370299855
"195",1,22,"F","Danish","right",1,63,"1_63",4,4,400,378.438228438228,166.086983163926,1,450.699300699301,601.363636363636,150.664335664336
"196",1,22,"F","Danish","right",1,63,"1_63",4,4,400,378.438228438228,166.086983163926,2,188.461538461538,190.227272727273,1.76573426573407
"197",1,22,"F","Danish","right",1,63,"1_63",4,4,400,378.438228438228,166.086983163926,3,496.153846153846,529.772727272727,33.6188811188809
"198",1,22,"F","Danish","right",1,65,"1_65",4,4,400,317.832167832168,201.70916226372,1,150,141.136363636364,8.86363636363637
"199",1,22,"F","Danish","right",1,65,"1_65",4,4,400,317.832167832168,201.70916226372,2,261.888111888112,306.818181818182,44.9300699300699
"200",1,22,"F","Danish","right",1,65,"1_65",4,4,400,317.832167832168,201.70916226372,3,541.608391608392,679.090909090909,137.482517482518
"201",1,22,"F","Danish","right",1,66,"1_66",4,4,600,569.114219114219,141.611988788523,1,426.923076923077,431.590909090909,4.66783216783222
