pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
28,1,5,400,"[0.0, 278.27225130890054, 624.6073298429319, 1251.0471204188482, 1579.0575916230366]","[310.9090909090909, 315.0, 642.2727272727273, 306.81818181818176]"
28,2,5,600,"[0.0, 640.5759162303665, 1296.8586387434555, 2068.324607329843, 2740.3141361256544]","[677.0454545454545, 650.4545454545455, 701.590909090909, 691.3636363636365]"
28,3,4,400,"[0.0, 517.1328671328672, 677.6223776223777, 1303.1468531468531]","[486.81818181818187, 184.090909090909, 542.0454545454545]"
28,4,5,600,"[0.0, 632.7225130890052, 1084.8167539267015, 1798.6910994764398, 2221.9895287958116]","[634.090909090909, 335.4545454545455, 750.681818181818, 362.0454545454545]"
28,5,5,400,"[0.0, 479.84293193717275, 1001.5706806282722, 1298.1675392670156, 1832.9842931937171]","[544.090909090909, 648.4090909090912, 290.45454545454504, 607.5]"
28,6,4,600,"[0.0, 654.1958041958042, 1007.6923076923076, 1445.1048951048951]","[693.409090909091, 317.0454545454545, 566.590909090909]"
28,7,4,400,"[0.0, 202.44755244755245, 730.06993006993, 1366.083916083916]","[204.5454545454545, 566.5909090909091, 615.6818181818182]"
28,8,4,600,"[0.0, 717.1328671328672, 1269.93006993007, 1794.7552447552448]","[660.6818181818181, 662.7272727272727, 523.6363636363635]"
28,9,4,400,"[0.0, 597.5524475524476, 1177.6223776223776, 1617.832167832168]","[638.1818181818181, 640.2272727272727]"
28,10,4,600,"[0.0, 409.44055944055947, 1252.4475524475524, 1780.7692307692307]","[472.5, 871.3636363636363, 388.63636363636374]"
28,11,4,400,"[0.0, 230.41958041958043, 534.2657342657343, 963.9860139860141]","[239.31818181818187, 341.5909090909091, 439.77272727272725]"
28,12,5,600,"[0.0, 436.3874345549738, 1027.2251308900525, 1756.806282722513, 2282.198952879581]","[470.4545454545454, 642.2727272727273, 650.4545454545457, 368.181818181818]"
28,13,4,400,"[0.0, 289.86013986013984, 481.8181818181818, 659.7902097902098]","[261.81818181818176, 180.0, 153.409090909091]"
28,14,4,600,"[0.0, 461.8881118881119, 1262.9370629370628, 1857.6923076923076]","[400.9090909090909, 638.1818181818181, 497.04545454545473]"
28,15,5,400,"[0.0, 265.1832460732984, 724.0837696335078, 1347.9057591623036, 1500.523560209424]","[270.0, 437.72727272727275, 450.0, 182.0454545454545]"
28,16,5,600,"[0.0, 457.32984293193715, 1124.083769633508, 1832.7225130890054, 2379.057591623037]","[388.6363636363636, 554.3181818181819, 648.4090909090908, 566.590909090909]"
28,17,4,400,"[0.0, 366.7832167832168, 688.1118881118882, 883.5664335664337]","[327.27272727272725, 323.18181818181824, 196.36363636363626]"
28,18,5,600,"[0.0, 802.8795811518324, 1621.4659685863876, 2379.842931937173, 3009.947643979058]","[709.7727272727273, 730.2272727272727, 726.1363636363635, 339.5454545454545]"
