pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
48,1,4,400,"[0.0, 597.5524475524476, 1013.2867132867134, 1652.797202797203]","[529.7727272727273, 349.772727272727, 687.2727272727275]"
48,2,5,600,"[0.0, 781.9371727748692, 1435.6020942408377, 2026.4397905759163, 2389.528795811518]","[672.9545454545454, 660.6818181818182, 587.0454545454545, 327.2727272727275]"
48,3,5,400,"[0.0, 464.13612565445027, 703.1413612565445, 1245.8115183246073, 1793.717277486911]","[441.81818181818176, 225.0, 578.8636363636365, 564.5454545454545]"
48,4,4,600,"[0.0, 731.1188811188811, 1245.4545454545455, 1966.0839160839162]","[611.590909090909, 400.909090909091, 701.590909090909]"
48,5,4,400,"[0.0, 625.5244755244755, 1128.6713286713286, 1743.7062937062938]","[562.5, 537.9545454545453, 517.5]"
48,6,4,600,"[0.0, 367.4825174825175, 1161.5384615384617, 1738.811188811189]","[339.5454545454545, 748.6363636363635, 699.545454545455]"
48,7,4,400,"[0.0, 562.5874125874126, 1055.2447552447552, 1495.4545454545455]","[515.4545454545455, 511.36363636363626, 447.9545454545457]"
48,8,4,600,"[0.0, 818.5314685314686, 1626.5734265734268, 2280.769230769231]","[861.1363636363636, 615.681818181818, 807.9545454545455]"
48,9,4,400,"[0.0, 167.4825174825175, 817.4825174825176, 1422.027972027972]","[163.6363636363635, 699.5454545454547, 738.409090909091]"
48,10,4,600,"[0.0, 363.986013986014, 783.9160839160838, 1252.7972027972028]","[341.590909090909, 384.54545454545473, 449.9999999999998]"
48,11,5,400,"[0.0, 458.9005235602094, 836.6492146596859, 1240.5759162303666, 1736.125654450262]","[398.8636363636365, 478.6363636363635, 525.681818181818, 427.5]"
48,12,5,600,"[0.0, 446.85863874345546, 880.6282722513089, 1290.8376963350786, 1855.497382198953]","[431.5909090909091, 388.6363636363635, 380.4545454545455, 540.0]"
48,13,4,400,"[0.0, 566.0839160839162, 1090.2097902097903, 1565.3846153846155]","[537.9545454545455, 497.0454545454545, 556.3636363636365]"
48,14,5,600,"[0.0, 745.2879581151833, 1375.392670157068, 2078.7958115183246, 2719.3717277486912]","[738.409090909091, 711.8181818181815, 670.909090909091, 836.590909090909]"
48,15,5,400,"[0.0, 354.18848167539267, 538.2198952879581, 1091.3612565445028, 1558.1151832460735]","[388.6363636363636, 177.9545454545455, 632.0454545454545, 568.6363636363637]"
48,16,4,600,"[0.0, 650.6993006993007, 1231.4685314685314, 1693.3566433566434]","[685.2272727272726, 642.2727272727275, 492.95454545454527]"
48,17,4,400,"[0.0, 198.95104895104896, 562.2377622377622, 946.5034965034965]","[198.40909090909088, 468.409090909091, 484.772727272727]"
48,18,4,600,"[0.0, 839.5104895104896, 1346.8531468531469, 1812.2377622377621]","[873.4090909090909, 460.22727272727275, 666.818181818182]"
48,19,4,400,"[0.0, 447.2027972027972, 841.958041958042, 1292.6573426573427]","[407.0454545454545, 480.68181818181824, 472.4999999999998]"
48,20,4,600,"[0.0, 752.0979020979021, 1357.3426573426573, 1959.090909090909]","[691.3636363636363, 582.9545454545455, 689.3181818181818]"
48,21,4,400,"[0.0, 618.5314685314686, 897.9020979020979, 1317.1328671328672]","[550.2272727272726, 272.04545454545473, 550.2272727272727]"
48,22,4,600,"[0.0, 636.7132867132867, 1042.6573426573427, 1605.944055944056]","[627.9545454545454, 337.5, 630.0]"
48,23,5,400,"[0.0, 236.38743455497382, 535.6020942408377, 1180.3664921465968, 1814.6596858638743]","[216.81818181818176, 257.72727272727275, 623.8636363636365, 617.7272727272725]"
48,24,4,600,"[0.0, 377.97202797202794, 780.4195804195804, 1616.4335664335663]","[390.681818181818, 368.18181818181824, 742.5000000000002]"
48,25,4,400,"[0.0, 170.979020979021, 481.81818181818187, 659.7902097902098]","[161.590909090909, 339.5454545454545, 182.04545454545473]"
48,26,5,600,"[0.0, 459.9476439790576, 1207.8534031413612, 1730.6282722513088, 2300.523560209424]","[439.77272727272725, 836.5909090909092, 478.6363636363635, 509.31818181818153]"
48,27,5,400,"[0.0, 390.83769633507853, 959.6858638743456, 1389.7905759162304, 1825.130890052356]","[413.18181818181824, 695.4545454545453, 392.727272727273, 405.0]"
48,28,5,600,"[0.0, 598.6910994764398, 1037.696335078534, 1508.1151832460732, 2295.287958115183]","[654.5454545454545, 402.9545454545455, 357.9545454545455, 654.5454545454545]"
48,29,4,400,"[0.0, 377.27272727272725, 716.083916083916, 946.5034965034965]","[443.86363636363626, 382.5, 214.77272727272748]"
48,30,4,600,"[0.0, 741.6083916083917, 1451.7482517482517, 2036.0139860139861]","[740.4545454545454, 619.7727272727273, 707.727272727273]"
48,31,4,400,"[0.0, 499.65034965034965, 1100.6993006993007, 1680.7692307692307]","[605.4545454545455, 544.090909090909, 679.090909090909]"
48,32,4,600,"[0.0, 500.34965034965035, 1119.5804195804196, 1847.2027972027972]","[638.1818181818182, 542.0454545454545, 666.8181818181818]"
48,33,5,400,"[0.0, 445.81151832460733, 679.5811518324607, 1321.7277486910994, 1673.2984293193717]","[501.13636363636374, 227.0454545454545, 672.9545454545453, 382.5]"
48,34,4,600,"[0.0, 458.39160839160843, 867.8321678321679, 1476.5734265734268]","[486.81818181818176, 353.8636363636365, 730.2272727272727]"
48,35,4,400,"[0.0, 485.6643356643357, 897.9020979020979, 1533.916083916084]","[540.0, 327.2727272727275, 707.7272727272725]"
48,36,5,600,"[0.0, 606.5445026178011, 1349.2146596858638, 1885.0785340314135, 2619.8952879581147]","[554.3181818181818, 775.227272727273, 488.86363636363603, 744.5454545454545]"
48,37,5,400,"[0.0, 204.9738219895288, 472.77486910994764, 915.9685863874345, 1398.4293193717276]","[466.36363636363626, 517.5, 517.5000000000002]"
48,38,4,600,"[0.0, 678.6713286713286, 1350.3496503496503, 1780.7692307692307]","[670.9090909090909, 599.318181818182, 415.2272727272725]"
