pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
25,1,5,400,"[0.0, 458.9005235602094, 988.4816753926701, 1154.1884816753927, 1636.6492146596859]","[400.909090909091, 525.6818181818182, 184.090909090909, 413.181818181818]"
25,2,5,600,"[0.0, 821.2041884816754, 1624.083769633508, 2285.6020942408377, 2638.219895287958]","[820.2272727272727, 1010.4545454545455, 797.7272727272725, 337.5]"
25,3,5,400,"[0.0, 173.56020942408378, 365.4450261780105, 554.7120418848168, 982.1989528795812]","[171.81818181818198, 184.090909090909, 263.86363636363626, 544.090909090909]"
25,4,4,600,"[0.0, 815.0349650349651, 1193.006993006993, 1640.909090909091]","[783.4090909090908, 366.1363636363635, 437.727272727273]"
25,5,4,400,"[0.0, 254.8951048951049, 474.8251748251748, 1002.4475524475524]","[214.77272727272737, 222.95454545454527, 572.7272727272727]"
25,6,5,600,"[0.0, 598.6910994764398, 1056.0209424083769, 1612.82722513089, 2428.7958115183246]","[656.5909090909091, 343.63636363636374, 431.590909090909, 736.3636363636365]"
25,7,5,400,"[0.0, 157.85340314136127, 480.6282722513089, 845.2879581151832, 1089.5287958115182]","[165.68181818181824, 327.27272727272725, 351.818181818182, 351.81818181818153]"
25,8,4,600,"[0.0, 493.35664335664336, 951.7482517482517, 1350.6993006993007]","[521.590909090909, 497.0454545454545, 376.3636363636365]"
25,9,4,400,"[0.0, 303.84615384615387, 820.979020979021, 1096.8531468531469]","[274.090909090909, 558.409090909091, 294.54545454545473]"
25,10,4,600,"[0.0, 699.6503496503497, 1102.097902097902, 1896.1538461538462]","[728.1818181818181, 357.95454545454527, 722.045454545455]"
25,11,5,400,"[0.0, 524.3455497382199, 1001.5706806282723, 1405.497382198953, 1759.6858638743456]","[580.909090909091, 370.2272727272725, 556.3636363636365, 400.909090909091, 587.0454545454545]"
25,12,5,600,"[0.0, 829.0575916230366, 1548.1675392670156, 2296.073298429319, 3146.073298429319]","[750.6818181818181, 738.409090909091, 732.272727272727, 685.227272727273]"
25,13,5,400,"[0.0, 595.0261780104712, 828.7958115183246, 1442.1465968586388, 1874.8691099476441]","[550.2272727272727, 210.68181818181824, 584.9999999999998, 548.1818181818185]"
25,14,5,600,"[0.0, 530.6282722513089, 1291.6230366492146, 1790.8376963350784, 2221.9895287958116]","[486.81818181818176, 787.4999999999998, 402.9545454545455, 402.9545454545455]"
25,15,4,400,"[0.0, 247.90209790209792, 541.2587412587413, 855.5944055944057]","[229.09090909090924, 265.909090909091, 278.181818181818]"
25,16,4,600,"[0.0, 773.0769230769231, 1416.7832167832169, 1980.0699300699303]","[844.7727272727273, 521.590909090909, 507.2727272727275]"
25,17,5,400,"[0.0, 560.9947643979058, 983.2460732984293, 1303.4031413612565, 1770.1570680628272]","[619.772727272727, 370.227272727273, 353.8636363636365, 535.9090909090905]"
25,18,5,600,"[0.0, 533.2460732984293, 967.0157068062828, 1408.6387434554974, 2028.2722513089006]","[546.1363636363637, 366.1363636363635, 415.227272727273, 595.2272727272725]"
25,19,5,400,"[0.0, 424.86910994764395, 836.6492146596859, 989.2670157068063, 1288.4816753926702]","[390.68181818181824, 398.86363636363626, 533.8636363636365]"
25,20,5,600,"[0.0, 596.0732984293194, 1124.083769633508, 1481.9371727748692, 1962.8272251308902]","[562.5, 615.6818181818182, 312.9545454545455, 478.6363636363635]"
25,21,4,400,"[0.0, 377.27272727272725, 548.2517482517483, 1159.7902097902097]","[407.0454545454545, 188.18181818181824, 452.04545454545473, 587.0454545454545]"
25,22,4,600,"[0.0, 836.013986013986, 1315.3846153846155, 1864.6853146853148]","[818.1818181818181, 409.09090909090924, 627.9545454545455]"
25,23,4,400,"[0.0, 499.65034965034965, 827.972027972028, 1058.3916083916083]","[490.90909090909076, 216.81818181818176, 450.0]"
