pp_id_behav,age,gender,L1,handedness,musical_experience,stim_id,sequence_id,stim_tempo_intended,stim_tempo,stim_sd,length,n_resp,ITI_mean,ITI_sd,tempo_ratio_resp_to_stim,asynchrony_norm_abs_trialsum,stim_entropy_norm_q,resp_entropy_norm_q,entropy_diff_norm_q,G_resp,k_clusters_resp,G_stim,k_clusters_stim,G_diff,silhouette,iti_ioi_cov_diff,edit_distance_norm_q
56,29,female,indonesian,right,0,153,56_153,600,666.753926701571,120.77873227551,5,5,615.681818181818,107.744532564398,0.8500836883749241,0.061458533066718,1.039720770839918,1.039720770839918,0.0,0.0907025912709897,2.0,0.0008300969703931,2.0,0.0898724943005966,0.6100433429795621,-0.0053208949048212,1.0
56,29,female,indonesian,right,0,154,56_154,400,406.410256410256,219.649819033132,4,4,450.0,204.668145022074,0.8500836883749241,0.1115380938724785,1.0986122886681096,1.0986122886681096,0.0,0.0529709425213091,2.0,0.0300485797064721,3.0,0.022922362814837,0.5345417565609202,-0.0699289942482944,1.0
56,29,female,indonesian,right,0,156,56_156,400,472.843822843823,126.374942573622,4,4,554.318181818182,231.787096846358,0.8500836883749241,0.1096320847359324,0.6365141682948128,1.0986122886681096,0.4620981203732968,0.0529709425213091,2.0,0.0300485797064721,3.0,0.022922362814837,0.5345417565609202,0.1231949545901153,1.0
56,29,female,indonesian,right,0,157,56_157,600,580.769230769231,196.520916033516,4,4,596.590909090909,233.417942648832,0.686463696076691,0.0885162696023626,0.6365141682948128,0.6365141682948128,0.0,0.0927709014130173,3.0,0.0056979444653937,2.0,0.0870729569476236,0.6100433429795621,0.0431702540273535,0.0
56,29,female,indonesian,right,0,158,56_158,400,336.480186480186,152.502609762321,4,4,400.227272727273,187.985322312564,0.686463696076691,0.0242360012486211,0.6365141682948128,0.6365141682948128,0.0,0.0191910788666626,2.0,0.0041020478429838,2.0,0.0150890310236787,0.5345417565609202,0.0134455265741113,0.0
56,29,female,indonesian,right,0,159,56_159,600,621.596858638743,199.278403205739,5,5,619.772727272727,192.627815246427,0.686463696076691,0.1038874260136059,0.6931471805599453,1.039720770839918,0.3465735902799726,0.0927709014130173,3.0,0.0056979444653937,2.0,0.0870729569476236,0.6100433429795621,-0.0084758913008691,2.0
56,29,female,indonesian,right,0,160,56_160,400,439.267015706806,143.087833462315,5,5,458.181818181818,166.072771065145,0.6857151624253334,0.0803039332538728,1.039720770839918,1.039720770839918,0.0,0.0529709425213091,2.0,0.0300485797064721,3.0,0.022922362814837,0.5345417565609202,0.0317988473528458,2.0
56,29,female,indonesian,right,0,161,56_161,600,527.156177156177,158.940347310847,4,4,439.090909090909,101.890193690305,0.6857151624253334,0.3080143860983814,0.6365141682948128,0.6365141682948128,0.0,0.0907025912709897,2.0,0.0008300969703931,2.0,0.0898724943005966,0.6100433429795621,-0.0567115461393104,4.0
56,29,female,indonesian,right,0,163,56_163,600,492.191142191142,88.8919112618571,4,4,472.5,134.767361536602,0.6857151624253334,0.126268606022336,1.0986122886681096,0.6365141682948128,-0.4620981203732968,0.0907025912709897,2.0,0.0008300969703931,2.0,0.0898724943005966,0.6100433429795621,0.0854198128405323,1.0
56,29,female,indonesian,right,0,164,56_164,400,346.335078534031,179.25088818519,5,5,434.147727272727,258.582860139359,0.6857151624253334,0.1142400423066746,1.3862943611198906,1.039720770839918,-0.3465735902799727,0.0529709425213091,2.0,0.0300485797064721,3.0,0.022922362814837,0.5345417565609202,0.0675892833986795,2.0
