pp_id,stim_tempo_intended,length,isochrony_introduced,binary_introduced,ternary_introduced,binary_or_ternary_introduced,simple_ratios_introduced
20,400,4,2.249999999999999,0.40625000000000044,1.8110795454545456,2.217329545454546,4.467329545454545
20,400,5,0.375,1.1171875000000004,0.8854166666666667,2.002604166666667,2.377604166666667
20,600,4,1.6874999999999982,0.37239583333333326,0.0,0.37239583333333326,2.0598958333333313
20,600,5,1.4999999999999982,1.2413194444444444,0.0,1.2413194444444444,2.741319444444443
21,400,4,-2.2499999999999996,2.8437500000000004,0.0,2.8437500000000004,0.5937500000000009
21,400,5,-1.3170731707317067,-0.43597560975609717,1.5548780487804876,1.1189024390243905,-0.19817073170731625
21,600,4,-2.3478260869565197,3.8858695652173916,1.0394021739130435,4.9252717391304355,2.5774456521739157
21,600,5,-3.913043478260869,4.663043478260871,0.23097826086956524,4.894021739130436,0.9809782608695672
22,400,4,-0.9000000000000004,-0.44687500000000036,0.796875,0.34999999999999964,-0.5500000000000007
22,400,5,-0.6000000000000001,1.7875000000000005,1.7708333333333335,3.558333333333334,2.958333333333334
22,600,4,1.0285714285714285,0.7660714285714283,2.276785714285714,3.0428571428571423,4.071428571428571
22,600,5,-0.7058823529411757,0.35049019607843124,1.5625,1.9129901960784312,1.2071078431372555
23,400,4,0.5869565217391299,1.7486413043478257,-1.0394021739130435,0.7092391304347823,1.2961956521739122
23,400,5,1.0666666666666664,2.3833333333333337,-1.6527777777777777,0.7305555555555561,1.7972222222222225
23,600,4,0.3829787234042552,-1.1409574468085109,0.0,-1.1409574468085109,-0.7579787234042556
23,600,5,0.5333333333333332,1.7212962962962965,0.2361111111111111,1.9574074074074077,2.490740740740741
24,400,4,0.9375,2.0481770833333335,-1.9921875,0.05598958333333348,0.9934895833333335
24,400,5,0.2666666666666666,2.2509259259259267,-1.8888888888888888,0.3620370370370378,0.6287037037037044
24,600,4,2.872340425531913,-1.9015957446808514,0.0,-1.9015957446808514,0.9707446808510618
24,600,5,1.2272727272727266,-1.6250000000000004,0.0,-1.6250000000000004,-0.3977272727272738
25,400,4,1.2272727272727275,3.4531250000000004,-1.4488636363636365,2.004261363636364,3.2315340909090917
25,400,5,1.695652173913043,1.6838768115942035,-1.8478260869565217,-0.16394927536231818,1.5317028985507248
25,600,4,-1.3695652173913047,1.9429347826086958,0.0,1.9429347826086958,0.5733695652173911
25,600,5,-1.6956521739130421,0.38858695652173925,0.23097826086956524,0.6195652173913044,-1.0760869565217377
26,400,4,1.5749999999999993,1.3406249999999997,-0.3984375,0.9421874999999997,2.517187499999999
26,400,5,0.9230769230769225,0.45833333333333304,1.6346153846153848,2.092948717948718,3.0160256410256405
26,600,4,-1.4651162790697665,-0.4156976744186047,0.0,-0.4156976744186047,-1.8808139534883712
26,600,5,3.0769230769230766,-1.6805555555555556,0.0,-1.6805555555555556,1.396367521367521
27,400,4,0.0,2.5819444444444444,-1.7708333333333335,0.8111111111111109,0.8111111111111109
27,400,5,0.40909090909090917,0.6770833333333335,1.2073863636363638,1.8844696969696972,2.2935606060606064
27,600,4,0.19565217391304301,1.554347826086957,0.6929347826086957,2.2472826086956528,2.442934782608696
27,600,5,-1.23076923076923,2.750000000000001,0.8173076923076923,3.5673076923076934,2.3365384615384635
28,400,4,0.0,1.015625,1.0866477272727273,2.1022727272727275,2.1022727272727275
28,400,5,0.947368421052631,1.7247807017543861,-2.236842105263158,-0.5120614035087718,0.43530701754385914
28,600,4,1.0714285714285703,-0.42559523809523814,0.0,-0.42559523809523814,0.6458333333333321
28,600,5,0.16216216216216317,0.644144144144144,0.0,0.644144144144144,0.8063063063063072
29,400,4,2.5116279069767424,-0.20784883720930214,0.0,-0.20784883720930214,2.3037790697674403
29,400,5,1.1428571428571423,1.8442460317460316,-1.5178571428571428,0.32638888888888884,1.4692460317460312
29,600,4,2.930232558139533,1.0392441860465118,0.0,1.0392441860465118,3.9694767441860446
29,600,5,0.41860465116278966,0.6928294573643412,0.0,0.6928294573643412,1.1114341085271309
30,400,4,-0.3913043478260869,2.1372282608695654,-2.078804347826087,0.05842391304347849,-0.3328804347826084
30,400,5,-0.8372093023255811,4.156976744186047,-2.2238372093023253,1.933139534883722,1.0959302325581408
30,600,4,0.9375,0.0,0.0,0.0,0.9375
30,600,5,-1.116279069767442,1.662790697674419,0.0,1.662790697674419,0.5465116279069768
31,400,4,1.3404255319148923,1.5212765957446814,1.6954787234042554,3.2167553191489366,4.557180851063829
31,400,5,0.2727272727272725,2.1666666666666674,-0.7244318181818186,1.4422348484848488,1.7149621212121213
31,600,4,0.9782608695652169,1.7486413043478262,0.6929347826086957,2.441576086956522,3.419836956521739
31,600,5,-0.7826086956521738,1.1657608695652173,0.23097826086956524,1.3967391304347825,0.6141304347826086
32,400,4,-0.3829787234042552,2.0917553191489358,0.0,2.0917553191489358,1.7087765957446805
32,400,5,-0.7999999999999998,1.9861111111111112,1.652777777777778,3.6388888888888893,2.8388888888888895
32,600,4,-1.0,3.177777777777778,0.0,3.177777777777778,2.177777777777778
32,600,5,-1.78723404255319,1.394503546099291,0.22606382978723402,1.6205673758865249,-0.1666666666666652
33,400,4,-0.48648648648648685,1.2077702702702706,-1.29222972972973,-0.08445945945945943,-0.5709459459459463
33,400,5,-0.5806451612903221,2.114247311827957,1.370967741935484,3.485215053763441,2.904569892473119
