pp_id,age,gender,L1,handedness,musical_experience,stim_id,sequence_id,length,n_resp,stim_tempo_intended,stim_tempo,stim_sd,interval_i,stim_ioi,resp_iti,ioi_iti_diff
1,22,F,Danish,right,1.0,14,1_14,5,5,400,435.340314136126,79.9465753650706,1,553.141361256545,656.590909090909,103.449547834365
1,22,F,Danish,right,1.0,14,1_14,5,5,400,435.340314136126,79.9465753650706,2,375.130890052356,392.727272727273,17.5963826749168
1,22,F,Danish,right,1.0,14,1_14,5,5,400,435.340314136126,79.9465753650706,3,403.926701570681,366.136363636364,37.7903379343171
1,22,F,Danish,right,1.0,14,1_14,5,5,400,435.340314136126,79.9465753650706,4,409.162303664921,353.863636363636,55.2986673012849
1,22,F,Danish,right,1.0,15,1_15,5,5,600,692.931937172775,122.618203441156,1,760.994764397906,742.5,18.4947643979058
1,22,F,Danish,right,1.0,15,1_15,5,5,600,692.931937172775,122.618203441156,2,512.303664921466,464.318181818182,47.985483103284
1,22,F,Danish,right,1.0,15,1_15,5,5,600,692.931937172775,122.618203441156,3,776.701570680628,746.590909090909,30.1106615897193
1,22,F,Danish,right,1.0,15,1_15,5,5,600,692.931937172775,122.618203441156,4,721.727748691099,758.863636363636,37.1358876725371
1,22,F,Danish,right,1.0,17,1_17,5,5,600,656.937172774869,164.836607992313,1,716.492146596859,717.954545454545,1.46239885768682
1,22,F,Danish,right,1.0,17,1_17,5,5,600,656.937172774869,164.836607992313,2,821.204188481675,427.5,393.704188481675
1,22,F,Danish,right,1.0,17,1_17,5,5,600,656.937172774869,164.836607992313,3,658.900523560209,355.909090909091,302.991432651118
