pp_id,age,gender,L1,handedness,musical_experience,stim_id,sequence_id,stim_tempo_intended,stim_tempo,stim_sd,length,n_resp,ITI_mean,ITI_sd,edit_distance,stim_entropy,resp_entropy,entropy_diff,G,silhouette,rhythmic_contours_edit_distance
4,22,F,danish,right,0.0,49,4_49,600,587.565445026178,171.678990545454,5,5,525.170454545455,197.181358449106,3,1.3862943611198906,1.3862943611198906,0.0,0.023560942453414335,0.540642730367117,1
4,22,F,danish,right,0.0,50,4_50,400,375.130890052356,74.3197359506722,5,5,350.284090909091,95.654619865707,1,1.3862943611198906,1.3862943611198906,0.0,0.03039707248413781,0.5500403462669369,0
4,22,F,danish,right,0.0,51,4_51,600,650.699300699301,171.328671328671,4,4,618.409090909091,105.69941202523,3,1.3862943611198906,1.3862943611198906,0.0,0.023560942453414335,0.540642730367117,1
4,22,F,danish,right,0.0,52,4_52,400,454.195804195804,218.468522402983,4,4,439.772727272727,177.188791317609,0,1.0986122886681096,1.0986122886681096,0.0,0.03039707248413781,0.5500403462669369,1
4,22,F,danish,right,0.0,53,4_53,600,543.473193473194,77.0289587033021,4,4,579.545454545455,110.952161905053,1,1.0986122886681096,1.0986122886681096,0.0,0.023560942453414335,0.540642730367117,0
4,22,F,danish,right,0.0,54,4_54,400,378.438228438228,208.338019736359,4,4,324.545454545455,159.576046018223,2,1.0986122886681096,1.0986122886681096,0.0,0.03039707248413781,0.5500403462669369,0
4,22,F,danish,right,0.0,55,4_55,600,572.610722610723,139.918402782834,4,4,503.181818181818,64.6506025743238,2,0.6365141682948128,1.0986122886681096,0.4620981203732968,0.023560942453414335,0.540642730367117,0
4,22,F,danish,right,0.0,56,4_56,400,437.878787878788,204.846569746585,4,4,392.727272727273,157.340533202445,1,0.6365141682948128,1.0986122886681096,0.4620981203732968,0.03039707248413781,0.5500403462669369,0
4,22,F,danish,right,0.0,57,4_57,600,543.473193473193,156.849784894451,4,4,497.045454545455,151.363636363636,1,0.6365141682948128,1.0986122886681096,0.4620981203732968,0.023560942453414335,0.540642730367117,1
4,22,F,danish,right,0.0,58,4_58,400,387.762237762238,66.7090350641221,4,4,388.636363636364,119.058808997907,2,1.039720770839918,1.3862943611198906,0.3465735902799727,0.03039707248413781,0.5500403462669369,0
4,22,F,danish,right,0.0,59,4_59,600,594.755244755245,126.068226414825,4,4,570.681818181818,135.0,1,1.039720770839918,1.3862943611198906,0.3465735902799727,0.023560942453414335,0.540642730367117,0
4,22,F,danish,right,0.0,60,4_60,400,376.107226107226,117.657905490883,4,4,368.863636363636,128.462579366603,2,1.039720770839918,1.3862943611198906,0.3465735902799727,0.03039707248413781,0.5500403462669369,0
4,22,F,danish,right,0.0,61,4_61,600,619.230769230769,145.38897123281,4,4,633.409090909091,96.2958058868866,2,1.039720770839918,1.3862943611198906,0.3465735902799727,0.023560942453414335,0.540642730367117,0
