pp_id,stim_tempo_intended,length,sequence_id,interval_ratio_i,interval_ratio
2,600,4,2_48,1,0.4635416666666669
2,600,4,2_48,2,0.7814871016691953
2,600,4,2_51,1,0.6828793774319064
2,600,4,2_51,2,0.3069679849340866
2,600,4,2_53,1,0.4534534534534534
2,600,4,2_53,2,0.5290697674418605
2,600,4,2_55,1,0.43878954607977977
2,600,4,2_55,2,0.4096385542168681
2,600,4,2_57,1,0.48099173553719027
2,600,4,2_57,2,0.5804066543438076
2,600,4,2_63,1,0.5103448275862068
2,600,4,2_63,2,0.7001972386587771
2,600,4,2_8,1,0.7326565143824028
2,600,4,2_8,2,0.3237704918032786
2,600,4,2_83,1,0.5057636887608068
2,600,4,2_83,2,0.47572815533980584
2,600,4,2_91,1,0.4794520547945205
2,600,4,2_91,2,0.5211970074812969
2,600,4,2_93,1,0.3585657370517926
2,600,4,2_93,2,0.47916666666666674
2,600,4,2_95,1,0.6245847176079735
2,600,4,2_95,2,0.3125864453665281
2,600,4,2_98,1,0.4230769230769232
2,600,4,2_98,2,0.5616224648985959
2,600,5,2_10,1,0.5664451827242526
2,600,5,2_10,2,0.39366515837104066
2,600,5,2_10,3,0.5012468827930174
2,600,5,2_100,1,0.5616045845272206
2,600,5,2_100,2,0.5091514143094842
2,600,5,2_100,3,0.46677215189873417
2,600,5,2_102,1,0.5152979066022546
2,600,5,2_102,2,0.48159999999999986
2,600,5,2_102,3,0.489425981873112
2,600,5,2_106,1,0.475187969924812
2,600,5,2_106,2,0.48879551820728284
2,600,5,2_106,3,0.5431547619047621
2,600,5,2_108,1,0.5075075075075074
2,600,5,2_108,2,0.6200378071833647
2,600,5,2_108,3,0.3857965451055663
2,600,5,2_116,1,0.5459770114942529
2,600,5,2_116,2,0.48170731707317077
2,600,5,2_116,3,0.5037037037037034
2,600,5,2_12,1,0.2895622895622897
2,600,5,2_12,2,0.5952045133991535
2,600,5,2_12,3,0.4408602150537635
2,600,5,2_120,1,0.590339892665474
2,600,5,2_120,2,0.488272921108742
2,600,5,2_120,3,0.36308623298033277
2,600,5,2_124,1,0.5464632454923719
2,600,5,2_124,2,0.6488095238095234
2,600,5,2_124,3,0.31834532374100744
2,600,5,2_134,1,0.5622047244094488
2,600,5,2_134,2,0.4011544011544014
2,600,5,2_134,3,0.5570469798657717
2,600,5,2_138,1,0.34686346863468664
2,600,5,2_138,2,0.43223443223443214
2,600,5,2_138,3,0.6317934782608696
2,600,5,2_14,1,0.6162790697674417
2,600,5,2_14,2,0.31935483870967746
2,600,5,2_14,3,0.6666666666666666
2,600,5,2_142,1,0.6081081081081082
2,600,5,2_142,2,0.38609467455621294
2,600,5,2_142,3,0.4893867924528301
2,600,5,2_145,1,0.5127840909090909
2,600,5,2_145,2,0.515015015015015
2,600,5,2_145,3,0.515151515151515
2,600,5,2_155,1,0.5289514866979655
2,600,5,2_155,2,0.526223776223776
2,600,5,2_155,3,0.5142314990512333
2,600,5,2_159,1,0.5518731988472622
2,600,5,2_159,2,0.49443561208267117
2,600,5,2_159,3,0.46423357664233567
2,600,5,2_161,1,0.3172932330827066
2,600,5,2_161,2,0.624484181568088
2,600,5,2_161,3,0.45728643216080395
2,600,5,2_165,1,0.5187713310580204
2,600,5,2_165,2,0.6103896103896106
2,600,5,2_165,3,0.33962264150943383
2,600,5,2_183,1,0.5297805642633227
2,600,5,2_183,2,0.47923322683706077
2,600,5,2_183,3,0.5232744783306582
2,600,5,2_189,1,0.6499068901303535
2,600,5,2_189,2,0.32982456140350913
2,600,5,2_189,3,0.6749116607773853
2,600,5,2_191,1,0.4869240348692402
2,600,5,2_191,2,0.5175879396984927
2,600,5,2_191,3,0.4885496183206106
2,600,5,2_2,1,0.45133991537376605
2,600,5,2_2,2,0.5840840840840841
2,600,5,2_2,3,0.5148698884758366
2,600,5,2_20,1,0.50974930362117
2,600,5,2_20,2,0.495774647887324
2,600,5,2_20,3,0.5063649222065064
2,600,5,2_22,1,0.4451127819548871
2,600,5,2_22,2,0.5434462444771723
2,600,5,2_22,3,0.5098684210526314
2,600,5,2_24,1,0.5277044854881264
2,600,5,2_24,2,0.33773584905660414
2,600,5,2_24,3,0.5383435582822085
2,600,5,2_30,1,0.47791798107255495
2,600,5,2_30,2,0.4853372434017598
2,600,5,2_30,3,0.5342465753424656
2,600,5,2_32,1,0.5411255411255415
2,600,5,2_32,2,0.535353535353535
2,600,5,2_32,3,0.4162895927601812
2,600,5,2_36,1,0.6553480475382001
2,600,5,2_36,2,0.3071104387291983
2,600,5,2_36,3,0.7201257861635221
2,600,5,2_44,1,0.49413298565840935
2,600,5,2_44,2,0.5582733812949643
2,600,5,2_44,3,0.5116666666666664
2,600,5,2_59,1,0.46221662468513847
2,600,5,2_59,2,0.592233009708738
2,600,5,2_59,3,0.685314685314685
2,600,5,2_6,1,0.4589442815249269
2,600,5,2_6,2,0.47307692307692306
2,600,5,2_6,3,0.5991253644314868
2,600,5,2_61,1,0.2786177105831531
2,600,5,2_61,2,0.4697609001406468
2,600,5,2_61,3,0.7208413001912044
2,600,5,2_65,1,0.5166425470332853
2,600,5,2_65,2,0.46005509641873266
2,600,5,2_65,3,0.6332794830371566
2,600,5,2_67,1,0.5858585858585859
2,600,5,2_67,2,0.7023554603854388
2,600,5,2_67,3,0.3449131513647644
2,600,5,2_69,1,0.575862068965518
2,600,5,2_69,2,0.5499254843517137
2,600,5,2_69,3,0.5008291873963517
2,600,5,2_71,1,0.5516014234875446
2,600,5,2_71,2,0.4476021314387208
2,600,5,2_71,3,0.6865342163355412
2,600,5,2_73,1,0.3817427385892112
2,600,5,2_73,2,0.4783306581059393
2,600,5,2_73,3,0.6770833333333329
2,600,5,2_79,1,0.5026315789473683
2,600,5,2_79,2,0.2921174652241112
2,600,5,2_79,3,0.5146067415730337
2,600,5,2_81,1,0.6720000000000002
2,600,5,2_81,2,0.27986348122866866
2,600,5,2_81,3,0.6784565916398714
2,600,5,2_87,1,0.520803443328551
2,600,5,2_87,2,0.6498054474708171
2,600,5,2_87,3,0.3092783505154639
2,600,5,2_89,1,0.3983739837398373
2,600,5,2_89,2,0.5394896719319562
2,600,5,2_89,3,0.5184678522571821
3,400,4,3_1,1,0.4718614718614709
3,400,4,3_1,2,0.34857142857142914
3,400,4,3_103,1,0.4954954954954954
3,400,4,3_103,2,0.6047516198704104
3,400,4,3_105,1,0.4506437768240345
3,400,4,3_105,2,0.5400843881856541
3,400,4,3_11,1,0.6651480637813212
3,400,4,3_11,2,0.5927419354838709
3,400,4,3_115,1,0.42333333333333345
3,400,4,3_115,2,0.5372670807453416
3,400,4,3_119,1,0.3414634146341461
3,400,4,3_119,2,0.6136363636363633
3,400,4,3_125,1,0.6591928251121074
3,400,4,3_125,2,0.6204081632653059
3,400,4,3_127,1,0.6932084309133492
3,400,4,3_127,2,0.5
3,400,4,3_129,1,0.6618911174785104
3,400,4,3_129,2,0.5021276595744675
3,400,4,3_135,1,0.7962529274004687
3,400,4,3_135,2,0.5471698113207546
3,400,4,3_137,1,0.42887931034482774
3,400,4,3_137,2,0.7528409090909096
3,400,4,3_141,1,0.7361111111111107
3,400,4,3_141,2,0.34190231362467893
3,400,4,3_15,1,0.6501766784452294
3,400,4,3_15,2,0.34137931034482766
3,400,4,3_150,1,0.6979166666666669
3,400,4,3_150,2,0.28223844282238414
3,400,4,3_152,1,0.5155875299760192
3,400,4,3_152,2,0.40890688259109315
3,400,4,3_156,1,0.4423076923076918
3,400,4,3_156,2,0.4272559852670351
3,400,4,3_160,1,0.45751633986928125
3,400,4,3_160,2,0.5533333333333332
3,400,4,3_162,1,0.3519061583577706
3,400,4,3_162,2,0.7015873015873021
3,400,4,3_164,1,0.5945419103313841
3,400,4,3_164,2,0.4792626728110597
3,400,4,3_168,1,0.39531478770131767
3,400,4,3_168,2,0.6118518518518518
3,400,4,3_170,1,0.4585289514866979
3,400,4,3_170,2,0.5195195195195195
3,400,4,3_172,1,0.41159830268741165
3,400,4,3_172,2,0.5875706214689267
3,400,4,3_176,1,0.6525821596244131
3,400,4,3_176,2,0.380462724935733
3,400,4,3_178,1,0.6730245231607634
3,400,4,3_178,2,0.3908794788273611
3,400,4,3_188,1,0.4489247311827955
3,400,4,3_188,2,0.5256410256410257
3,400,4,3_19,1,0.7191977077363901
3,400,4,3_19,2,0.3310810810810806
3,400,4,3_192,1,0.3615023474178405
3,400,4,3_192,2,0.5018450184501845
3,400,4,3_25,1,0.5205724508050091
3,400,4,3_25,2,0.6090909090909089
3,400,4,3_27,1,0.4295302013422822
3,400,4,3_27,2,0.607142857142857
3,400,4,3_3,1,0.5724770642201835
3,400,4,3_3,2,0.4429657794676805
3,400,4,3_31,1,0.4219554030874784
3,400,4,3_31,2,0.6061151079136693
3,400,4,3_33,1,0.4095940959409592
3,400,4,3_33,2,0.7673860911270983
3,400,4,3_35,1,0.5384615384615384
3,400,4,3_35,2,0.4466800804828973
3,400,4,3_39,1,0.6714801444043313
3,400,4,3_39,2,0.45728643216080445
3,400,4,3_43,1,0.6733524355300861
3,400,4,3_43,2,0.4730290456431535
3,400,4,3_5,1,0.35064935064935077
3,400,4,3_5,2,0.6825938566552898
3,400,4,3_50,1,0.6038461538461544
3,400,4,3_50,2,0.2594458438287153
3,400,4,3_52,1,0.26354679802955633
3,400,4,3_52,2,0.5245614035087718
3,400,4,3_58,1,0.3034825870646769
3,400,4,3_58,2,0.679611650485437
3,400,4,3_60,1,0.3715846994535518
3,400,4,3_60,2,0.5433070866141733
3,400,4,3_64,1,0.6930946291560106
3,400,4,3_64,2,0.29999999999999954
3,400,4,3_70,1,0.6996699669966994
3,400,4,3_70,2,0.35686274509803995
3,400,4,3_80,1,0.32330827067669193
3,400,4,3_80,2,0.6498194945848373
3,400,4,3_82,1,0.3808049535603715
3,400,4,3_82,2,0.4728132387706854
3,400,4,3_88,1,0.3376623376623378
3,400,4,3_88,2,0.5
3,400,4,3_92,1,0.693602693602693
3,400,4,3_92,2,0.30333333333333373
3,400,4,3_96,1,0.7745358090185679
3,400,4,3_96,2,0.23743016759776495
3,400,5,3_101,1,0.4650766609880751
3,400,5,3_101,2,0.64476386036961
3,400,5,3_101,3,0.5058479532163741
3,400,5,3_107,1,0.45695364238410613
3,400,5,3_107,2,0.70995670995671
3,400,5,3_107,3,0.5
3,400,5,3_109,1,0.41909385113268594
3,400,5,3_109,2,0.582792207792208
3,400,5,3_109,3,0.6090047393364928
3,400,5,3_111,1,0.5062166962699819
3,400,5,3_111,2,0.7374005305039789
3,400,5,3_111,3,0.40080971659919007
3,400,5,3_113,1,0.7539863325740319
3,400,5,3_113,2,0.29032258064516137
3,400,5,3_113,3,0.64390243902439
3,400,5,3_121,1,0.4836223506743739
3,400,5,3_121,2,0.7165775401069516
3,400,5,3_121,3,0.3940520446096656
3,400,5,3_123,1,0.7198879551820724
3,400,5,3_123,2,0.3521126760563387
3,400,5,3_123,3,0.32857142857142835
3,400,5,3_13,1,0.7087628865979378
3,400,5,3_13,2,0.2868020304568532
3,400,5,3_13,3,0.5203703703703704
3,400,5,3_131,1,0.25970873786407744
3,400,5,3_131,2,0.6051587301587298
3,400,5,3_131,3,0.4889434889434895
3,400,5,3_133,1,0.680250783699059
3,400,5,3_133,2,0.34812286689419847
3,400,5,3_133,3,0.4860050890585242
3,400,5,3_139,1,0.3281733746130035
3,400,5,3_139,2,0.4149139579349902
3,400,5,3_139,3,0.5862068965517241
3,400,5,3_143,1,0.6757425742574261
3,400,5,3_143,2,0.2646464646464642
3,400,5,3_143,3,0.7123287671232879
3,400,5,3_146,1,0.44488188976377935
3,400,5,3_146,2,0.6252771618625279
3,400,5,3_146,3,0.6353383458646614
3,400,5,3_154,1,0.5159914712153517
3,400,5,3_154,2,0.5055679287305124
3,400,5,3_154,3,0.5495049504950497
3,400,5,3_166,1,0.44927536231884035
3,400,5,3_166,2,0.6535626535626534
3,400,5,3_166,3,0.6051502145922749
3,400,5,3_17,1,0.47738693467336674
3,400,5,3_17,2,0.6070038910505837
3,400,5,3_17,3,0.7013888888888887
3,400,5,3_174,1,0.7210526315789471
3,400,5,3_174,2,0.5
3,400,5,3_174,3,0.38686131386861305
3,400,5,3_180,1,0.6487985212569313
3,400,5,3_180,2,0.36608863198458613
3,400,5,3_180,3,0.49924127465857343
3,400,5,3_182,1,0.346368715083799
3,400,5,3_182,2,0.44067796610169513
3,400,5,3_182,3,0.6252631578947369
3,400,5,3_184,1,0.331262939958592
3,400,5,3_184,2,0.769047619047619
3,400,5,3_184,3,0.3803921568627453
3,400,5,3_186,1,0.4755877034358046
3,400,5,3_186,2,0.5330882352941174
3,400,5,3_186,3,0.7696969696969703
3,400,5,3_190,1,0.47727272727272774
3,400,5,3_190,2,0.32547169811320736
3,400,5,3_190,3,0.4406779661016949
3,400,5,3_21,1,0.5531914893617023
3,400,5,3_21,2,0.39009287925696573
3,400,5,3_21,3,0.6314102564102566
3,400,5,3_23,1,0.41640866873065013
3,400,5,3_23,2,0.6120129870129872
3,400,5,3_23,3,0.5843520782396084
3,400,5,3_29,1,0.43925233644859824
3,400,5,3_29,2,0.34682080924855463
3,400,5,3_29,3,0.45200000000000007
3,400,5,3_37,1,0.480234260614934
3,400,5,3_37,2,0.5762987012987015
3,400,5,3_37,3,0.4285714285714284
3,400,5,3_41,1,0.42463768115942024
3,400,5,3_41,2,0.7753906249999999
3,400,5,3_41,3,0.31506849315068536
3,400,5,3_45,1,0.45871559633027537
3,400,5,3_45,2,0.7612903225806448
3,400,5,3_45,3,0.3353474320241696
3,400,5,3_47,1,0.5388888888888886
3,400,5,3_47,2,0.495522388059702
3,400,5,3_47,3,0.5297805642633227
3,400,5,3_54,1,0.7692307692307694
3,400,5,3_54,2,0.4285714285714289
3,400,5,3_54,3,0.5194805194805185
3,400,5,3_56,1,0.7275362318840582
3,400,5,3_56,2,0.25133689839572154
3,400,5,3_56,3,0.436817472698908
3,400,5,3_62,1,0.7242206235011989
3,400,5,3_62,2,0.27446300715990474
3,400,5,3_62,3,0.45373134328358206
3,400,5,3_66,1,0.6961651917404132
3,400,5,3_66,2,0.2689295039164488
3,400,5,3_66,3,0.582120582120582
3,400,5,3_7,1,0.738372093023256
3,400,5,3_7,2,0.2528089887640449
3,400,5,3_7,3,0.6348448687350838
3,400,5,3_72,1,0.37541528239202665
3,400,5,3_72,2,0.4302059496567508
3,400,5,3_72,3,0.5448577680525167
3,400,5,3_74,1,0.5223880597014927
3,400,5,3_74,2,0.2935779816513758
3,400,5,3_74,3,0.48940677966101714
3,400,5,3_76,1,0.436231884057971
3,400,5,3_76,2,0.5494350282485875
3,400,5,3_76,3,0.49843750000000003
3,400,5,3_78,1,0.3391608391608393
3,400,5,3_78,2,0.4162995594713654
3,400,5,3_78,3,0.665829145728643
3,400,5,3_84,1,0.7414721723518848
3,400,5,3_84,2,0.47368421052631643
3,400,5,3_84,3,0.36529680365296774
3,400,5,3_9,1,0.3922518159806292
3,400,5,3_9,2,0.5143442622950821
3,400,5,3_9,3,0.5895522388059701
3,400,5,3_90,1,0.3851590106007062
3,400,5,3_90,2,0.39545454545454556
3,400,5,3_90,3,0.5185185185185184
3,400,5,3_94,1,0.47689463955637734
3,400,5,3_94,2,0.49046793760831886
3,400,5,3_94,3,0.6024590163934423
3,400,5,3_97,1,0.5402930402930403
3,400,5,3_97,2,0.5590200445434299
3,400,5,3_97,3,0.4
3,400,5,3_99,1,0.336708860759494
3,400,5,3_99,2,0.6517412935323386
3,400,5,3_99,3,0.3263403263403259
3,600,4,3_10,1,0.38358458961474035
3,600,4,3_10,2,0.6411149825783975
3,600,4,3_100,1,0.45669291338582674
3,600,4,3_100,2,0.6284153005464481
3,600,4,3_102,1,0.352092352092352
3,600,4,3_102,2,0.6414285714285715
3,600,4,3_110,1,0.3753993610223642
3,600,4,3_110,2,0.5298102981029811
3,600,4,3_112,1,0.40408805031446526
3,600,4,3_112,2,0.5959119496855347
3,600,4,3_114,1,0.662828947368421
3,600,4,3_114,2,0.3528399311531843
3,600,4,3_124,1,0.3406374501992029
3,600,4,3_124,2,0.4874815905743742
3,600,4,3_130,1,0.5084087968952135
3,600,4,3_130,2,0.6713780918727917
3,600,4,3_134,1,0.4910591471801926
3,600,4,3_134,2,0.5346820809248555
3,600,4,3_136,1,0.443298969072165
3,600,4,3_136,2,0.5510204081632654
3,600,4,3_140,1,0.5637931034482757
3,600,4,3_140,2,0.40609951845906894
3,600,4,3_142,1,0.30463576158940375
3,600,4,3_142,2,0.6666666666666664
3,600,4,3_144,1,0.5598526703499082
3,600,4,3_144,2,0.43692870201096873
3,600,4,3_145,1,0.36930860033726787
3,600,4,3_145,2,0.6481802426343153
3,600,4,3_163,1,0.4820051413881746
3,600,4,3_163,2,0.6552845528455283
3,600,4,3_165,1,0.38018018018018
3,600,4,3_165,2,0.453825857519789
3,600,4,3_167,1,0.47058823529411736
3,600,4,3_167,2,0.5
3,600,4,3_169,1,0.3905511811023621
3,600,4,3_169,2,0.5065445026178009
3,600,4,3_171,1,0.3845108695652173
3,600,4,3_171,2,0.5837628865979382
3,600,4,3_173,1,0.44201909959072316
3,600,4,3_173,2,0.49336550060313633
3,600,4,3_175,1,0.4494680851063828
3,600,4,3_175,2,0.5390625000000001
3,600,4,3_177,1,0.411764705882353
3,600,4,3_177,2,0.5292479108635098
3,600,4,3_18,1,0.466204506065858
3,600,4,3_18,2,0.603921568627451
3,600,4,3_181,1,0.6713178294573642
3,600,4,3_181,2,0.37455830388692607
3,600,4,3_187,1,0.6881287726358145
3,600,4,3_187,2,0.3209109730848864
3,600,4,3_191,1,0.4471153846153846
3,600,4,3_191,2,0.6307129798903108
3,600,4,3_26,1,0.5041186161449754
3,600,4,3_26,2,0.6068548387096776
3,600,4,3_30,1,0.45422535211267623
3,600,4,3_30,2,0.6031128404669261
3,600,4,3_32,1,0.3822075782537069
3,600,4,3_32,2,0.6229235880398671
3,600,4,3_34,1,0.48305084745762705
3,600,4,3_34,2,0.6288659793814433
3,600,4,3_38,1,0.6153846153846155
3,600,4,3_38,2,0.5345911949685535
3,600,4,3_40,1,0.38356164383561664
3,600,4,3_40,2,0.5836575875486381
3,600,4,3_42,1,0.3883495145631069
3,600,4,3_42,2,0.5675675675675675
3,600,4,3_44,1,0.5302782324058919
3,600,4,3_44,2,0.5991649269311065
3,600,4,3_46,1,0.42598187311178265
3,600,4,3_46,2,0.5766312594840668
3,600,4,3_59,1,0.41234221598877957
3,600,4,3_59,2,0.5926449787835928
3,600,4,3_6,1,0.6947194719471947
3,600,4,3_6,2,0.31678082191780815
3,600,4,3_63,1,0.5161290322580647
3,600,4,3_63,2,0.5828220858895705
3,600,4,3_69,1,0.4742729306487699
3,600,4,3_69,2,0.5389908256880731
3,600,4,3_73,1,0.49927007299270093
3,600,4,3_73,2,0.5073964497041419
3,600,4,3_75,1,0.4317817014446229
3,600,4,3_75,2,0.5446153846153847
3,600,4,3_77,1,0.4482758620689654
3,600,4,3_77,2,0.4874172185430465
3,600,4,3_87,1,0.5537459283387622
3,600,4,3_87,2,0.5696465696465695
3,600,4,3_89,1,0.5262345679012347
3,600,4,3_89,2,0.5433628318584068
3,600,4,3_95,1,0.3382113821138209
3,600,4,3_95,2,0.5507442489851151
3,600,4,3_98,1,0.4890909090909093
3,600,4,3_98,2,0.6148796498905907
3,600,5,3_104,1,0.361774744027304
3,600,5,3_104,2,0.4813384813384813
3,600,5,3_104,3,0.5261096605744126
3,600,5,3_106,1,0.46245733788395904
3,600,5,3_106,2,0.6164383561643836
3,600,5,3_106,3,0.4288840262582059
3,600,5,3_108,1,0.3611111111111113
3,600,5,3_108,2,0.6532137518684601
3,600,5,3_108,3,0.38602329450915174
3,600,5,3_116,1,0.45804195804195813
3,600,5,3_116,2,0.5950095969289827
3,600,5,3_116,3,0.43958333333333316
3,600,5,3_118,1,0.47247119078104977
3,600,5,3_118,2,0.6270928462709284
3,600,5,3_118,3,0.4537037037037039
3,600,5,3_120,1,0.7208955223880597
3,600,5,3_120,2,0.4240362811791381
3,600,5,3_120,3,0.4712430426716145
3,600,5,3_122,1,0.4665718349928875
3,600,5,3_122,2,0.536480686695279
3,600,5,3_122,3,0.6124763705103969
3,600,5,3_128,1,0.36445783132530124
3,600,5,3_128,2,0.596888260254597
3,600,5,3_128,3,0.389876880984952
3,600,5,3_132,1,0.38726333907056815
3,600,5,3_132,2,0.4506329113924049
3,600,5,3_132,3,0.6467958271236962
3,600,5,3_138,1,0.4745762711864406
3,600,5,3_138,2,0.6169154228855722
3,600,5,3_138,3,0.3969072164948455
3,600,5,3_14,1,0.5297709923664121
3,600,5,3_14,2,0.4496350364963503
3,600,5,3_14,3,0.5746951219512196
3,600,5,3_147,1,0.6532399299474605
3,600,5,3_147,2,0.3844660194174757
3,600,5,3_147,3,0.5031746031746032
3,600,5,3_149,1,0.39137931034482754
3,600,5,3_149,2,0.5834710743801657
3,600,5,3_149,3,0.38828967642526935
3,600,5,3_151,1,0.5299145299145299
3,600,5,3_151,2,0.464527027027027
3,600,5,3_151,3,0.6314741035856574
3,600,5,3_153,1,0.5721649484536083
3,600,5,3_153,2,0.3640350877192984
3,600,5,3_153,3,0.6341107871720115
3,600,5,3_155,1,0.6458715596330277
3,600,5,3_155,2,0.3621013133208252
3,600,5,3_155,3,0.6513409961685827
3,600,5,3_16,1,0.4913294797687861
3,600,5,3_16,2,0.4157480314960631
3,600,5,3_16,3,0.6385542168674696
3,600,5,3_161,1,0.45598591549295747
3,600,5,3_161,2,0.6143141153081512
3,600,5,3_161,3,0.5300546448087432
3,600,5,3_179,1,0.42614379084967313
3,600,5,3_179,2,0.5723598435462843
3,600,5,3_179,3,0.45555555555555555
3,600,5,3_183,1,0.42751479289940847
3,600,5,3_183,2,0.6142857142857141
3,600,5,3_183,3,0.40567612687813054
3,600,5,3_2,1,0.3830769230769231
3,600,5,3_2,2,0.6150306748466258
3,600,5,3_2,3,0.3575498575498576
3,600,5,3_20,1,0.47242647058823506
3,600,5,3_20,2,0.41775836972343544
3,600,5,3_20,3,0.5873715124816447
3,600,5,3_22,1,0.5067064083457523
3,600,5,3_22,2,0.6152416356877325
3,600,5,3_22,3,0.4394904458598727
3,600,5,3_24,1,0.3953488372093027
3,600,5,3_24,2,0.4543010752688172
3,600,5,3_24,3,0.5486486486486486
3,600,5,3_28,1,0.509646302250804
3,600,5,3_28,2,0.3981723237597911
3,600,5,3_28,3,0.6367403314917128
3,600,5,3_4,1,0.351493848857645
3,600,5,3_4,2,0.6808118081180813
3,600,5,3_4,3,0.33462282398452575
3,600,5,3_48,1,0.6759941089837996
3,600,5,3_48,2,0.4214559386973179
3,600,5,3_48,3,0.6125760649087223
3,600,5,3_49,1,0.3802816901408453
3,600,5,3_49,2,0.5329744279946165
3,600,5,3_49,3,0.45064935064935047
3,600,5,3_51,1,0.3563579277864992
3,600,5,3_51,2,0.6029411764705884
3,600,5,3_51,3,0.4821428571428571
3,600,5,3_53,1,0.6458333333333334
3,600,5,3_53,2,0.3127090301003345
3,600,5,3_53,3,0.6907563025210085
3,600,5,3_55,1,0.483771251931994
3,600,5,3_55,2,0.6301886792452829
3,600,5,3_55,3,0.37984496124031
3,600,5,3_57,1,0.6595365418894832
3,600,5,3_57,2,0.39059304703476455
3,600,5,3_57,3,0.5265017667844526
3,600,5,3_61,1,0.4967426710097717
3,600,5,3_61,2,0.46188340807174916
3,600,5,3_61,3,0.6642066420664207
3,600,5,3_65,1,0.6888888888888891
3,600,5,3_65,2,0.34653465346534623
3,600,5,3_65,3,0.41250000000000003
3,600,5,3_71,1,0.49016393442622935
3,600,5,3_71,2,0.6295546558704453
3,600,5,3_71,3,0.3465909090909092
3,600,5,3_79,1,0.43010752688172066
3,600,5,3_79,2,0.6429809358752168
3,600,5,3_79,3,0.43006263048016674
3,600,5,3_8,1,0.6485981308411212
3,600,5,3_8,2,0.3462246777163906
3,600,5,3_8,3,0.6723484848484852
3,600,5,3_81,1,0.47976878612716783
3,600,5,3_81,2,0.4830053667262967
3,600,5,3_81,3,0.5504761904761905
3,600,5,3_83,1,0.3533980582524269
3,600,5,3_83,2,0.4992503748125939
3,600,5,3_83,3,0.4133663366336632
3,600,5,3_85,1,0.4195804195804198
3,600,5,3_85,2,0.5903271692745377
3,600,5,3_85,3,0.45641838351822506
3,600,5,3_91,1,0.5972696245733787
3,600,5,3_91,2,0.37341772151898744
3,600,5,3_91,3,0.5402455661664393
3,600,5,3_93,1,0.5032258064516129
3,600,5,3_93,2,0.4645550527903468
3,600,5,3_93,3,0.587748344370861
4,400,4,4_1,1,0.4449541284403671
4,400,4,4_1,2,0.3689024390243902
4,400,4,4_101,1,0.2905660377358488
4,400,4,4_101,2,0.6886446886446894
4,400,4,4_105,1,0.4951140065146577
4,400,4,4_105,2,0.3629976580796258
4,400,4,4_107,1,0.45381526104417724
4,400,4,4_107,2,0.4387096774193546
4,400,4,4_11,1,0.4341801385681294
4,400,4,4_11,2,0.623409669211196
4,400,4,4_113,1,0.4980694980694976
4,400,4,4_113,2,0.43333333333333324
4,400,4,4_119,1,0.6030368763557484
4,400,4,4_119,2,0.40308370044052866
4,400,4,4_123,1,0.42247191011235924
4,400,4,4_123,2,0.6816976127320958
4,400,4,4_125,1,0.3520179372197311
4,400,4,4_125,2,0.6071428571428573
4,400,4,4_141,1,0.3511904761904758
4,400,4,4_141,2,0.6089385474860338
4,400,4,4_146,1,0.48394004282655256
4,400,4,4_146,2,0.6292428198433422
4,400,4,4_148,1,0.30379746835443
4,400,4,4_148,2,0.46610169491525444
4,400,4,4_15,1,0.4622030237580994
4,400,4,4_15,2,0.4462365591397849
4,400,4,4_150,1,0.7180094786729856
4,400,4,4_150,2,0.3606060606060607
4,400,4,4_160,1,0.4535864978902953
4,400,4,4_160,2,0.5781249999999999
4,400,4,4_174,1,0.5077220077220076
4,400,4,4_174,2,0.6100478468899521
4,400,4,4_178,1,0.38976377952755875
4,400,4,4_178,2,0.4403409090909097
4,400,4,4_184,1,0.29019607843137285
4,400,4,4_184,2,0.5993377483443707
4,400,4,4_186,1,0.4938524590163931
4,400,4,4_186,2,0.6039119804400982
4,400,4,4_190,1,0.4814814814814812
4,400,4,4_190,2,0.5029940119760479
4,400,4,4_25,1,0.24832214765100633
4,400,4,4_25,2,0.4848484848484847
4,400,4,4_27,1,0.4136752136752137
4,400,4,4_27,2,0.5965217391304345
4,400,4,4_37,1,0.39215686274509803
4,400,4,4_37,2,0.6433962264150944
4,400,4,4_39,1,0.5101010101010099
4,400,4,4_39,2,0.4731707317073171
4,400,4,4_41,1,0.5163398692810461
4,400,4,4_41,2,0.34905660377358455
4,400,4,4_43,1,0.3209169054441261
4,400,4,4_43,2,0.46108949416342404
4,400,4,4_52,1,0.4962264150943393
4,400,4,4_52,2,0.6989528795811517
4,400,4,4_54,1,0.6897959183673461
4,400,4,4_54,2,0.24755700325732968
4,400,4,4_56,1,0.7057220708446865
4,400,4,4_56,2,0.34069400630914837
4,400,4,4_58,1,0.6536312849162009
4,400,4,4_58,2,0.3690476190476192
4,400,4,4_60,1,0.4896073903002309
4,400,4,4_60,2,0.6717325227963528
4,400,4,4_62,1,0.5206896551724137
4,400,4,4_62,2,0.6043478260869568
4,400,4,4_7,1,0.24603174603174643
4,400,4,4_7,2,0.5307262569832398
4,400,4,4_9,1,0.3897637795275591
4,400,4,4_9,2,0.668103448275862
4,400,4,4_90,1,0.6206896551724139
4,400,4,4_90,2,0.6027397260273978
4,400,4,4_92,1,0.5158102766798416
4,400,4,4_92,2,0.7538461538461535
4,400,4,4_94,1,0.5325884543761639
4,400,4,4_94,2,0.6092233009708737
4,400,4,4_97,1,0.3648351648351643
4,400,4,4_97,2,0.5791583166332664
4,400,5,4_109,1,0.49177330895795246
