pp_id,stim_id,length,int_tempo,stim_onsets,resp_ITIs
12,1,5,400,"[0.0, 351.57068062827227, 1001.5706806282723, 1217.0157068062827, 1626.178010471204]","[349.77272727272725, 515.4545454545455, 186.1363636363635, 351.818181818182]"
12,2,4,600,"[0.0, 612.2377622377622, 1014.6853146853147, 1434.6153846153845]","[566.5909090909092, 347.72727272727275, 374.31818181818153]"
12,3,4,400,"[0.0, 198.95104895104896, 625.1748251748252, 1040.909090909091]","[196.36363636363637, 409.090909090909, 433.63636363636374]"
12,4,4,600,"[0.0, 818.5314685314686, 1392.3076923076924, 2193.3566433566434]","[728.1818181818182, 480.68181818181824, 591.1363636363635]"
12,5,5,400,"[0.0, 474.6073298429319, 739.7905759162303, 1114.9214659685863, 1416.7539267015704]","[441.81818181818176, 239.31818181818198, 468.40909090909076, 247.5]"
12,6,4,600,"[0.0, 528.3216783216783, 920.2797202797203, 1609.4405594405596]","[515.4545454545455, 267.9545454545455, 574.772727272727]"
12,7,4,400,"[0.0, 419.2307692307692, 698.6013986013986, 946.5034965034965]","[462.27272727272725, 229.09090909090924, 239.31818181818176]"
12,8,4,600,"[0.0, 360.4895104895105, 993.7062937062938, 1700.3496503496503]","[278.18181818181813, 564.5454545454545, 738.4090909090908]"
12,9,5,400,"[0.0, 427.4869109947644, 742.4083769633507, 1122.7748691099475, 1607.853403141361]","[394.77272727272737, 274.090909090909, 278.18181818181824, 458.181818181818]"
12,10,4,600,"[0.0, 577.2727272727273, 1224.4755244755245, 1756.2937062937062]","[566.5909090909091, 656.5909090909092, 627.954545454545]"
12,11,5,400,"[0.0, 244.24083769633506, 695.2879581151833, 1091.3612565445028, 1280.628272251309]","[229.090909090909, 413.18181818181824, 202.5, 439.772727272727]"
12,12,4,600,"[0.0, 535.3146853146853, 1339.86013986014, 1798.2517482517483]","[443.86363636363626, 679.0909090909092, 366.1363636363635]"
12,13,5,400,"[0.0, 330.6282722513089, 779.0575916230366, 1193.455497382199, 1675.916230366492]","[454.090909090909, 460.22727272727275, 466.3636363636365]"
12,14,4,600,"[0.0, 699.6503496503497, 1329.3706293706293, 2088.4615384615386]","[697.5, 852.9545454545457, 765.0]"
12,15,4,400,"[0.0, 482.16783216783216, 786.013986013986, 1411.5384615384614]","[431.590909090909, 227.04545454545473, 662.7272727272727]"
12,16,4,600,"[0.0, 503.84615384615387, 1283.9160839160838, 1826.2237762237762]","[499.0909090909091, 818.181818181818, 499.090909090909]"
12,17,4,400,"[0.0, 163.98601398601397, 509.7902097902098, 1072.3776223776224]","[184.09090909090912, 398.8636363636365, 568.6363636363635]"
